"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554";"5298.554"
"4am";"612.932";"511.382";"626.927";"233.183";"151.759";"350.061";" 94.067";"446.252";"245.962";"346.463";"255.919";"469.074";"399.380";"226.160";"219.680"
"5am";"612.932";"511.382";"626.927";"233.183";"151.759";"350.061";" 94.067";"446.252";"245.962";"346.463";"255.919";"469.074";"399.380";"226.160";"219.680"
"6am";"612.932";"511.382";"626.927";"322.775";"151.759";"350.061";" 94.067";"401.612";"245.962";"301.511";"255.919";"404.743";"399.380";"194.253";"219.680"
"7am";"662.957";"412.245";"460.514";"321.649";"112.116";"350.061";" 94.067";"400.104";"245.962";"241.575";"228.595";"361.776";"463.711";"194.253";"284.011"
"8am";"847.056";"645.249";"335.037";"264.063";" 58.011";"247.787";"353.109";"284.834";"172.877";"286.527";"279.676";"169.420";"376.120";" 25.629";"127.601"
"9am";"591.808";"666.279";"505.882";"292.167";" 58.011";"290.966";"353.109";"439.664";" 94.889";"286.527";"180.358";"169.420";"310.882";" 77.988";" 25.505"
"10am";"652.832";"666.279";"444.858";"329.301";" 58.011";"247.787";"353.109";"418.849";" 94.889";"286.527";"135.935";"169.420";"354.061";"106.092";" 57.423"
"11am";"772.505";"546.606";"374.680";"230.058";" 58.011";"247.787";"353.109";"452.831";"172.877";"286.527";" 74.629";"196.744";"419.299";" 28.104";"161.606"
"12am";"734.260";"629.483";"294.995";"170.502";"112.116";"484.170";"176.650";"599.388";"172.877";"313.851";" 47.305";"245.619";"363.002";"120.539";"116.933"
"1pm";"598.231";"596.053";"452.631";"264.063";" 58.011";"247.787";"353.109";"599.388";"172.877";"286.527";"119.299";"224.068";"343.212";" 28.104";"121.754"
"2pm";"708.576";"534.693";"452.631";"264.063";" 58.011";"409.373";"353.109";"526.733";"172.877";"246.530";" 47.305";"196.744";"343.212";" 60.022";" 89.836"
"3pm";"831.480";"493.567";"542.223";"318.747";" 44.453";"319.781";"294.536";"499.409";"172.877";"228.902";"119.581";"169.420";"419.299";" 28.104";" 57.423"
"4pm";"974.954";"858.964";"514.746";"269.745";"  0.000";"411.085";"105.733";"341.878";" 94.889";"286.527";"173.947";"355.868";"197.622";" 28.104";" 85.527"
"5pm";"537.232";"571.944";"607.809";"342.092";"112.116";"411.085";"105.733";"642.101";" 94.889";"305.906";"255.919";"264.265";"132.384";"134.196";"108.433"
"6pm";"640.800";"428.505";"609.708";"303.531";"112.116";"411.085";" 35.494";"636.192";"172.877";"241.575";"255.919";"398.835";"431.055";"144.323";"187.762"
"7pm";"807.339";"511.382";"477.307";"233.183";"151.759";"350.061";" 35.494";"521.062";"245.962";"286.527";"255.919";"469.074";"350.451";"226.160";"187.762"
"8pm";"758.398";"511.382";"652.432";"208.570";"151.759";"350.061";" 35.494";"446.252";"245.962";"341.568";"255.919";"469.074";"350.451";"226.160";"162.257"
"9pm";"699.825";"511.382";"652.432";"208.570";"151.759";"350.061";" 94.067";"446.252";"245.962";"341.568";"255.919";"469.074";"350.451";"226.160";"194.175"
"10pm";"699.825";"511.382";"652.432";"208.570";"151.759";"350.061";" 94.067";"446.252";"245.962";"341.568";"255.919";"469.074";"350.451";"226.160";"194.175"
"11pm";"673.956";"511.382";"626.927";"208.570";"151.759";"350.061";" 94.067";"446.252";"245.962";"367.437";"255.919";"469.074";"350.451";"226.160";"219.680"
"12pm";"673.956";"511.382";"626.927";"152.273";"151.759";"350.061";" 94.067";"446.252";"245.962";"367.437";"255.919";"469.074";"350.451";"226.160";"219.680"
"1am";"673.956";"511.382";"626.927";"152.273";"151.759";"350.061";" 94.067";"446.252";"245.962";"367.437";"255.919";"469.074";"350.451";"226.160";"219.680"
"2am";"673.956";"511.382";"626.927";"152.273";"151.759";"350.061";" 94.067";"446.252";"245.962";"367.437";"255.919";"469.074";"350.451";"226.160";"219.680"
"3am";"673.956";"511.382";"626.927";"152.273";"151.759";"350.061";" 94.067";"446.252";"245.962";"427.373";"255.919";"469.074";"350.451";"226.160";"219.680"
