"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"135";"136";"137"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625";"16276.625"
"4am";"1553.631";" 426.533";" 490.411";"3270.002";"4940.324";"1516.047";"2152.374";"2753.692";"2712.829";"3288.090";"5604.190";"3155.031";"1419.132";"2095.798";"4595.439";"1464.243";"3805.308";"2918.873";"3362.000";"1782.753";"1348.661";" 258.738";" 820.786";"1692.574";"1675.625";"1706.441";"1312.164";"2725.570";"3687.296";"1105.636";" 855.951";"1210.273";"1882.542";"2368.599";"4189.815";"1961.008";"1109.102";"3375.971";"2299.520";"1518.644";"2419.380";"1665.261";" 758.234";"1164.558";" 792.562";" 462.501";"5906.823";"2248.931";"2639.640";"1555.832";"1597.543";"2930.495";"1413.016";" 832.408";" 508.422";" 901.542";" 825.726";"1305.992";"1120.804";"2182.905";"2055.473";"1092.090";" 534.870";" 667.663";"1436.063";" 864.315";"1882.091";"1417.960";"1188.083";"2551.069";"1981.114";"1213.711";"4287.640";"1467.125";" 676.194";"1251.628";"2735.717";" 997.035";"2710.554";"2028.003";"1832.875";" 532.216";" 372.612";"1681.368";"2128.751";"1226.251";" 932.745";" 871.856";"3521.459";"1406.624";" 907.466";"1591.277";"1849.195";" 784.511";"1082.279";"1336.650";"1055.667";"1323.040";"1250.629";"1762.465";"1903.178";" 380.441";"1175.127";"1378.832";"1130.431";" 717.248";"1088.065";"1537.109";"1491.958";"1939.008";"1141.261";" 777.208";"1945.916";"1859.039";"3284.118";"2401.175";"1433.881";"4531.242";"2406.701";" 915.179";"2265.218";"  71.461";"4286.664";"1096.395";" 832.391";"1779.054";" 843.020";"1218.077";" 998.552";"1572.238";" 848.562";"1909.020";"2721.920";"1121.218";"1273.241";"1931.852";"1067.653"
"5am";"1553.631";" 426.533";" 490.411";"3270.002";"4523.452";"1586.816";"2152.374";"3004.524";"2774.755";"3288.090";"5733.640";"3085.629";"1526.613";"1987.002";"4595.439";"1533.460";"3715.142";"2811.392";"3362.000";"1782.753";"1436.744";" 320.010";" 820.786";"2009.806";"1520.068";"1567.404";"1312.164";"2725.570";"3687.296";"1027.249";"1031.540";"1210.273";"1882.542";"2368.599";"4133.996";"1961.008";"1066.706";"3359.610";"2299.520";"1437.992";"2464.842";"1619.799";" 737.880";"1158.014";" 757.354";" 462.501";"5906.823";"2248.931";"2681.868";"1555.832";"1635.907";"2838.102";"1413.016";" 832.408";" 508.422";" 901.542";" 825.726";"1305.992";"1058.878";"2127.579";"2162.368";"1092.090";" 534.870";" 667.663";"1366.846";" 806.672";"1740.665";"1750.802";"1188.083";"2551.069";"2059.896";"1245.359";"4251.394";"1467.125";" 676.194";"1406.815";"2814.499";" 997.035";"3160.722";"1763.795";"1832.875";" 489.405";" 372.612";"1681.368";"2128.751";"1135.685";" 932.745";" 871.856";"3329.673";"1406.624";" 875.818";"1452.090";"2136.914";" 784.511";"1082.279";"1269.563";"1055.667";"1323.040";"1250.629";"1695.060";"1852.288";" 380.441";"1281.451";"1363.933";"1176.688";" 717.248";"1128.742";"1537.109";"1451.281";"1939.008";"1141.261";" 744.935";"1945.916";"1859.039";"3284.118";"2401.175";"1294.700";"4644.935";"2227.197";" 915.179";"2148.925";"  63.435";"4054.998";"1096.395";" 832.391";"1924.976";" 843.020";"1218.077";"1006.578";"1572.238";" 848.562";"1909.020";"2721.920";"1280.759";"1273.241";"1840.427";"1067.653"
"6am";"1489.220";" 426.533";" 653.956";"3230.906";"4568.014";"1399.524";"2089.867";"3245.091";"2940.531";"3360.553";"5306.839";"2783.404";"1656.063";"1958.979";"4431.084";"1448.136";"3448.844";"2616.978";"3413.229";"1782.753";"1445.683";" 503.622";"1073.610";"2062.008";"2028.332";"1279.352";"1223.712";"2521.804";"3226.598";"1180.815";"1219.926";"1232.000";"1993.908";"2527.719";"3868.455";"1640.548";" 883.842";"3364.223";"2424.734";"1469.306";"2361.355";"1530.546";" 694.426";"1405.598";" 757.354";" 462.501";"5521.182";"2105.593";"2681.868";"1527.322";"1650.614";"2838.102";"1103.683";" 729.509";" 508.422";" 810.228";" 726.868";"1364.551";" 960.608";"2011.504";"2105.743";"1034.794";" 453.911";" 668.060";"1297.629";" 729.944";"1685.574";"1619.389";"1122.521";"2630.711";"1986.124";"1193.157";"4397.255";"1288.334";" 676.194";"1304.954";"3446.612";" 927.295";"3160.722";"1406.158";"1734.445";" 489.405";" 406.011";"1698.141";"2112.286";"1135.685";" 869.271";" 853.182";"3378.523";"1447.644";" 911.216";"1452.090";"2075.349";" 760.477";"1007.451";"1112.937";"1021.323";"1139.963";"1403.544";"1621.251";"1722.011";" 297.798";"1063.848";"1259.339";"1012.394";" 616.500";"1135.178";"1537.109";"1302.160";"1784.644";"1101.406";" 648.429";"1761.659";"1650.267";"3361.362";"2471.619";"1282.646";"4109.950";"2182.025";" 820.953";"2105.069";"  63.435";"3739.459";"1053.018";" 773.912";"1963.119";" 843.020";"1073.203";"1065.057";"1542.389";" 848.562";"1909.020";"2748.423";"1192.526";"1273.241";"1749.002";"1067.653"
"7am";"1353.903";" 747.325";" 944.206";"2634.249";"4290.275";"1953.158";"1628.953";"3206.056";"2607.645";"2591.307";"5620.510";"2653.876";"1779.488";"2559.436";"4771.795";"1602.107";"3244.282";"2365.608";"2543.789";"1653.386";"1748.590";" 536.687";"1194.354";"2355.136";"2015.255";" 934.241";" 993.934";"2363.581";"2494.292";"1396.529";"1523.998";"2053.210";"2520.057";"2875.647";"3306.392";"1028.299";" 566.201";"2994.084";"1967.888";"1318.467";"1915.674";"1329.494";" 424.733";"1490.911";" 560.129";" 306.037";"3816.444";"1886.927";"1779.465";"1637.765";"1670.036";"2045.321";" 978.948";" 696.255";" 414.410";" 628.336";" 662.075";"1795.348";" 774.508";"1573.358";"2012.507";" 919.933";" 422.646";" 596.084";"1143.954";" 546.005";"1147.968";"1930.351";" 852.401";"2721.587";"1541.012";"1113.024";"5430.027";"1189.518";" 440.430";"1315.956";"4335.704";" 655.398";"2374.464";"1656.556";"1222.943";" 616.865";" 402.363";"1626.594";"2129.297";"1349.680";" 793.982";" 801.233";"3007.321";"1358.756";"1057.881";" 840.405";"3506.255";" 644.021";" 991.368";" 990.014";" 884.861";" 958.399";"1019.882";"1609.579";"1924.574";" 388.943";"1849.376";"1198.497";" 681.243";" 500.597";" 768.442";"1481.175";" 796.017";"1445.824";" 874.930";" 488.638";"1645.727";"1518.119";"2431.967";"2663.393";" 998.468";"3367.198";"2698.976";" 855.330";"1685.016";"  42.204";"3878.121";" 860.723";" 668.119";"2496.428";" 892.828";" 933.301";" 932.637";"1351.048";"1008.713";"1510.371";"2141.136";"1075.841";"1106.578";"1379.841";" 901.826"
"8am";"2447.032";"1195.717";"1301.738";"2420.066";"5591.824";"1870.500";"1399.802";"3358.791";"2712.283";"1818.992";"5180.219";"2915.503";"2323.338";"4524.295";"4672.601";"1792.204";"2451.968";"1984.724";"3060.711";"1895.468";"1871.635";" 864.262";"1749.407";"2473.626";"3067.079";"1097.085";" 855.164";"2204.595";"1496.188";"1049.895";"1795.307";"2961.890";"2219.022";"2996.275";"3131.981";" 875.267";" 407.688";"3231.566";"2245.399";"1233.221";"2025.021";"1110.146";" 377.140";"1146.939";" 517.979";" 245.207";"3008.885";"1844.026";"1592.887";"1569.262";"3082.204";"1659.245";" 996.795";" 408.623";" 364.740";" 449.238";" 397.541";"2251.604";" 522.577";"1713.241";"1856.067";" 629.384";" 723.373";" 518.751";" 966.545";" 359.473";"1042.981";"1881.870";" 536.968";"3208.308";"1502.609";" 834.960";"6482.679";"1348.628";" 438.415";"1136.550";"3913.803";" 395.663";"1740.164";"1786.599";" 922.725";" 730.546";" 445.094";"2941.436";"2417.449";" 958.374";" 758.970";" 914.831";"2400.989";"1321.373";"1071.715";" 882.112";"6510.532";" 356.208";" 683.247";"1132.393";" 692.399";" 546.661";" 796.459";"1314.948";"1678.160";" 388.943";"2210.377";"1284.782";" 635.255";" 576.397";" 780.727";"1719.649";" 949.025";" 934.784";" 716.483";" 384.168";"1275.381";"1737.789";"3180.297";"3146.820";"1065.405";"3095.121";"3130.851";" 769.334";"2004.930";" 155.371";"3548.137";" 594.265";"1122.645";"2808.495";" 916.637";" 544.559";" 673.636";"1092.157";"1114.993";"1316.453";"2342.492";"1562.577";" 918.977";"1225.139";" 816.547"
"9am";"3133.934";"1205.851";"1620.360";"2316.774";"6747.359";"2145.537";"1468.611";"4314.422";"3365.925";"1844.341";"4826.501";"3449.972";"2642.493";"4786.958";"4029.363";"1958.357";"2486.992";"1743.294";"2767.228";"1900.714";"1885.108";" 784.233";"1623.537";"2340.191";"3017.442";"1040.470";" 548.821";"2117.918";"1230.489";" 947.222";"2079.428";"2705.645";"2119.263";"3588.682";"3059.480";" 966.275";" 565.763";"3627.187";"2139.270";"1263.122";"1655.299";"1169.867";" 355.413";"1171.978";" 439.030";" 245.207";"2931.888";"1899.429";"1262.562";"1382.005";"3890.021";"1659.245";" 996.795";" 757.501";" 337.956";" 285.684";" 341.665";"2226.341";" 460.490";"1381.990";"1898.954";" 535.072";" 744.298";" 460.773";" 920.826";" 434.555";" 980.111";"1980.010";" 525.102";"2627.053";"1312.034";" 945.670";"6824.566";"1119.158";" 213.625";"1309.892";"3866.279";" 313.761";"1526.955";"1716.513";" 809.169";" 612.261";" 397.771";"3653.130";"2155.462";" 989.643";" 930.437";" 827.963";"2288.112";"1267.540";"1112.199";" 659.324";"7539.302";" 341.909";" 694.073";"1168.559";" 783.947";" 402.365";" 980.255";"1314.948";"1640.127";" 388.943";"2321.630";"1468.284";" 757.123";" 539.136";" 799.318";"1367.105";" 817.734";" 874.017";" 546.123";" 458.023";"1540.240";"1238.366";"3458.590";"2900.125";" 888.900";"3673.701";"3140.074";" 857.377";"1901.315";" 155.371";"3504.413";" 757.796";" 959.200";"2932.542";" 785.816";" 603.616";" 609.214";"1097.738";"1037.450";"1196.648";"2492.595";"1473.117";" 897.053";"1133.714";" 816.547"
"10am";"3550.505";"1333.570";"1678.977";"2236.813";"7666.001";"2094.625";"1886.758";"5098.917";"2924.119";"1872.330";"4656.268";"2843.834";"2700.522";"4768.874";"3408.720";"1988.081";"1849.547";"2152.846";"2291.450";"1509.062";"1699.597";" 907.646";"1775.303";"2498.903";"2642.995";" 935.144";" 743.330";"1883.740";"1327.163";"1295.684";"2109.329";"2508.556";"2484.206";"3749.275";"2952.403";" 875.267";" 675.762";"2923.457";"2119.399";"1415.013";"1457.549";"1105.075";" 377.140";"1356.143";" 485.612";" 105.145";"2819.741";"1766.461";"1261.740";"1687.253";"4513.854";"1714.749";" 895.846";" 757.501";" 316.770";" 320.608";" 317.575";"2383.815";" 695.672";"1378.058";"2146.684";" 479.669";" 918.984";" 401.242";" 796.099";" 472.919";" 949.929";"1851.580";" 682.431";"2759.932";"1311.390";"1137.396";"7037.548";"1119.158";" 312.264";"1251.466";"3765.579";" 313.761";"1526.955";"1657.087";" 809.169";" 630.521";" 358.124";"3386.088";"2522.509";"1165.225";" 690.778";" 907.260";"2286.869";"1146.279";"1080.587";" 736.404";"7203.375";" 348.874";" 616.342";"1168.559";" 721.798";" 460.143";" 918.983";"1044.078";"1587.876";" 388.943";"2057.462";"1468.284";" 628.757";" 433.462";" 620.204";"1521.921";" 653.554";" 845.811";" 546.123";" 589.660";"1610.684";"1653.871";"3511.094";"2509.281";"1075.592";"3955.019";"2991.159";"1056.071";"1628.520";" 147.430";"3456.765";" 718.356";" 943.982";"2932.542";" 785.816";" 677.178";" 714.139";" 935.951";"1140.206";" 975.096";"2703.720";"1510.032";" 906.895";"1018.837";" 744.829"
"11am";"3624.822";"1235.854";"1379.518";"1941.661";"7688.996";"2190.217";"2170.862";"4466.741";"3437.783";"2499.879";"5184.760";"2894.194";"2182.713";"5140.175";"3527.700";"1745.088";"2030.931";"2226.323";"2747.058";"1745.768";"1689.036";" 727.294";"1667.184";"2434.253";"2617.444";" 946.233";" 539.490";"1827.012";"1079.798";"1076.129";"1942.203";"2060.804";"2444.004";"3567.230";"3058.603";" 924.230";" 677.193";"3394.401";"2080.541";"1610.156";"1354.062";"1164.417";" 349.901";"1117.105";" 640.056";" 105.145";"2699.861";"1678.724";"1378.306";"1832.216";"3615.379";"1176.096";" 897.097";" 673.744";" 269.417";" 384.177";" 336.791";"2337.307";" 642.462";"1321.367";"2315.550";" 535.072";" 918.984";" 378.034";"1132.688";" 404.425";" 924.368";"1826.601";" 777.018";"2507.802";"1395.610";" 966.739";"7393.053";"1040.376";" 465.603";"1152.673";"3719.836";" 371.723";"1419.013";"1436.917";" 970.944";" 682.384";" 371.298";"3367.916";"2285.823";"1111.396";" 905.379";" 966.667";"2509.981";"1058.682";"1075.177";" 948.790";"7419.393";" 345.922";" 586.466";"1308.006";" 727.546";" 509.597";" 866.434";"1272.871";"1317.527";" 388.943";"1903.646";"1441.654";" 628.757";" 415.970";" 691.151";"1574.672";" 694.915";" 952.683";" 681.495";" 510.084";"1610.684";"1512.389";"3657.691";"2430.310";"1014.658";"3662.432";"2774.812";" 956.229";"1738.428";" 155.371";"3464.543";" 398.867";" 943.982";"2850.815";" 902.677";" 785.320";" 749.573";" 999.575";"1093.389";"1145.105";"2200.952";"1840.020";" 951.810";"1133.714";" 816.547"
