"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32";"5754.32"
"4am";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"301.8"
"5am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"120.72";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"372.22"
"6am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"231.38";"  0.00";"  0.00";"130.78";"130.78";"221.32";"301.80";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"160.96";"  0.00";"694.14"
"7am";" 392.34";" 191.14";" 181.08";" 432.58";"   0.00";"   0.00";" 613.66";" 191.14";" 120.72";" 694.14";" 442.64";" 482.88";" 744.44";"   0.00";"   0.00";" 150.90";" 130.78";"   0.00";" 130.78";"   0.00";" 171.02";" 120.72";"   0.00";"   0.00";"   0.00";"   0.00";" 392.34";" 130.78";"1086.48"
"8am";" 834.98";" 321.92";" 261.56";" 563.36";" 462.76";"   0.00";" 834.98";" 382.28";" 150.90";"1589.48";" 744.44";" 633.78";"1106.60";"   0.00";"   0.00";" 251.50";" 191.14";"   0.00";" 191.14";"   0.00";" 251.50";" 130.78";" 120.72";"   0.00";" 130.78";" 120.72";" 633.78";" 160.96";"1468.76"
"9am";" 895.34";" 342.04";" 271.62";" 623.72";" 482.88";" 130.78";" 905.40";" 432.58";" 160.96";"1830.92";" 915.46";" 653.90";"1227.32";"   0.00";"   0.00";" 291.74";" 181.08";"   0.00";" 211.26";"   0.00";" 251.50";" 130.78";" 140.84";" 120.72";" 130.78";" 120.72";" 623.72";" 191.14";"1529.12"
"10am";" 905.40";" 372.22";" 271.62";" 633.78";" 543.24";" 130.78";" 875.22";" 432.58";" 160.96";"1820.86";" 975.82";" 633.78";"1287.68";" 140.84";"   0.00";" 301.80";" 211.26";"   0.00";" 221.32";"   0.00";" 231.38";" 140.84";" 140.84";"   0.00";" 140.84";" 120.72";" 603.60";" 191.14";"1589.48"
"11am";" 935.58";" 362.16";" 291.74";" 623.72";" 492.94";" 120.72";" 925.52";" 392.34";" 171.02";"1750.44";" 975.82";" 694.14";"1277.62";" 120.72";"   0.00";" 281.68";" 201.20";"   0.00";" 211.26";" 120.72";" 241.44";" 130.78";" 140.84";"   0.00";" 140.84";" 130.78";" 603.60";" 181.08";"1559.30"
"12am";" 925.52";" 382.28";" 251.50";" 663.96";" 482.88";" 130.78";" 905.40";" 392.34";" 160.96";"1750.44";"1006.00";" 643.84";"1257.50";"   0.00";"   0.00";" 301.80";" 191.14";"   0.00";" 221.32";" 120.72";" 241.44";" 130.78";" 140.84";"   0.00";" 130.78";" 130.78";" 583.48";" 171.02";"1579.42"
