"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419";"0.587241434243419"
"max";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433";"55.6734483609433"
"4am";" 5.83280";"14.65879";"11.24772";"10.92631";"11.42551";"18.69207";"14.44249";"18.04566";"12.89882";"12.80334";"16.63802";"12.65361";"20.23577";"19.61226";"10.67389";"16.36622";"14.57328";"13.36370"
"5am";" 6.002290";"14.658786";"11.734978";" 9.806746";"11.833143";"18.019104";"14.528214";"19.090759";"12.130472";"14.087510";"17.458304";"12.046889";"20.235773";"18.664429";"10.361726";"16.716876";"14.661977";"13.511966"
"6am";" 5.716400";"14.796976";"12.635040";" 8.969099";"11.611008";"15.429355";"13.861443";"18.941164";"10.294926";"15.005336";"17.861804";"11.370717";"19.652417";"19.500556";"10.719212";"17.252609";"14.255786";"13.031987"
"7am";" 5.277312";"11.078597";"10.355483";"12.882619";"15.824262";"21.599372";"17.199949";"18.551403";"11.005968";"20.339910";"15.085509";"11.139762";"16.599219";"22.282392";" 7.680756";"16.338371";"11.602233";"17.231729"
"8am";" 4.688164";"13.592848";"10.765111";"13.648773";"19.737786";"21.450027";"18.932825";"16.946631";" 9.920032";"18.030837";"14.172323";"11.502092";"18.285037";"20.414798";" 7.477902";"19.352082";"13.521566";"18.846159"
"9am";" 6.466476";"11.900043";" 9.672109";"13.552367";"19.002871";"20.352228";"17.718374";"18.088759";"11.054896";"18.557878";"13.899767";" 9.920602";"17.093696";"21.241695";" 8.885087";"16.672865";"14.607985";"20.487049"
"10am";" 6.540657";"15.659386";" 8.648154";"13.972872";"18.153158";"21.050620";"15.420043";"17.553848";"14.678340";"18.333177";"15.153194";"10.515444";"19.954315";"19.218011";" 7.208174";"16.324691";"14.628855";"22.246583"
"11am";" 5.040693";"14.829047";" 8.737530";"13.893699";"20.116629";"23.921118";"18.917055";"16.228981";"12.332376";"18.693001";"14.568999";" 9.961200";"19.281420";"19.326788";" 8.339039";"15.893208";"15.471837";"19.919862"
"12am";" 3.661212";"16.189952";" 9.208171";"13.338070";"17.796084";"21.511615";"15.285277";"16.387905";"13.570993";"17.443656";"17.718124";"11.156050";"16.356163";"20.586349";"11.091083";"17.707981";"14.059194";"17.887829"
"1pm";" 4.608159";"16.206978";"10.200842";"14.713523";"17.736556";"20.176592";"20.643621";"15.630428";"12.280348";"17.455880";"15.012582";" 8.562526";"20.460575";"22.967510";" 8.958290";"17.345855";"16.809839";"17.565280"
"2pm";" 6.362256";"14.935199";"10.964193";"13.425450";"15.677210";"21.874942";"22.609787";"14.477181";"12.637802";"14.866173";"14.388115";" 8.370670";"20.286840";"23.014645";" 7.013528";"16.721688";"17.725642";"17.357566"
"3pm";" 5.634916";"13.393129";"12.001418";"12.286451";"12.931366";"21.866671";"19.232993";"16.331512";"14.523102";"14.248840";"14.069642";" 9.388812";"21.169317";"22.641886";" 9.727017";"16.552635";"15.806445";"12.900805"
"4pm";" 5.680668";"15.230552";"13.932714";"13.035140";" 9.211413";"17.164324";"19.685405";"18.983807";"10.883003";"15.453995";"16.800168";"11.122596";"20.041694";"19.604938";"12.008459";"18.365739";"16.435541";"13.290894"
"5pm";" 6.496529";"13.873700";"10.292668";"12.871551";"10.874801";"14.348348";"19.705813";"15.748026";"12.630539";"13.622977";"18.593836";"11.977802";"22.400595";"20.156986";"10.888340";"18.208028";"16.764741";"14.008109"
"6pm";" 5.281377";"17.002184";"11.977758";"10.081860";" 8.906662";"16.738362";"16.588795";"15.105202";"12.635591";"15.600359";"17.633549";"11.099121";"22.817691";"18.854994";"10.484267";"19.058005";"15.977294";"11.654636"
"7pm";" 8.447081";"16.137777";"11.509995";" 9.861561";" 8.266793";"13.733680";"15.835264";"13.978514";"12.507766";"10.929545";"17.564836";"12.126606";"24.066839";"20.696498";"11.663091";"16.633352";"16.760104";"10.204545"
"8pm";" 7.700763";"14.791993";" 9.784015";" 9.967546";" 9.144824";"15.816550";"17.851778";"14.558586";"13.047193";"10.791559";"16.544617";"12.358800";"21.545164";"20.943241";"11.137396";"16.965846";"15.848289";"14.626879"
"9pm";" 9.844613";"12.409844";"11.015434";"11.033186";" 8.804022";"15.602185";"17.534001";"14.999806";"12.990908";"12.004553";"16.867881";"12.910826";"21.761794";"19.770529";"11.192680";"17.060818";"15.605679";"14.465512"
