"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896";"3429.896"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0"
"7am";"650.316";"  0.000";"467.631";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"1278.736";" 423.694";" 933.387";" 553.782";"   0.000";" 642.575";"   0.000";"   0.000";" 524.065";"   0.000";"   0.000";"   0.000";"   0.000";" 778.982";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1428.833";" 496.205";"1110.086";" 580.097";"   0.000";" 620.555";"   0.000";"   0.000";" 498.862";"   0.000";"   0.000";"   0.000";"   0.000";" 848.226";"   0.000";"   0.000";"   0.000";"   0.000"
"10am";"1524.296";" 489.922";"1102.931";" 580.097";"   0.000";" 620.555";"   0.000";"   0.000";" 453.767";"   0.000";"   0.000";"   0.000";" 408.435";" 946.799";"   0.000";"   0.000";"   0.000";"   0.000"
"11am";"1323.531";" 433.583";" 991.356";" 581.722";"   0.000";" 473.548";"   0.000";"   0.000";" 457.347";"   0.000";"   0.000";"   0.000";"   0.000";" 878.011";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1132.163";"   0.000";" 601.127";" 447.649";"   0.000";" 418.884";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 639.598";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1552.858";" 341.766";" 971.059";" 571.429";"   0.000";" 531.376";"   0.000";"   0.000";" 464.742";"   0.000";"   0.000";"   0.000";"   0.000";" 640.525";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1664.765";" 419.662";"1011.009";" 571.429";"   0.000";" 495.568";"   0.000";"   0.000";" 463.104";"   0.000";"   0.000";"   0.000";"   0.000";" 721.401";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1617.547";" 537.547";" 886.168";" 546.073";"   0.000";" 480.427";"   0.000";"   0.000";" 555.849";"   0.000";"   0.000";"   0.000";"   0.000";" 844.601";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1501.479";" 392.980";" 798.447";" 466.068";"   0.000";" 434.844";"   0.000";"   0.000";" 558.161";"   0.000";"   0.000";"   0.000";"   0.000";" 846.805";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";"1068.732";"   0.000";" 555.144";" 534.824";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 679.697";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"589.723";"  0.000";"542.374";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"400.754";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"374.857";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"10pm";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
