"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852";"8023.852"
"4am";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"6am";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"926.305";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000"
"7am";" 919.602";"   0.000";" 492.158";"   0.000";" 337.103";"3091.080";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2127.172";"   0.000";" 950.977";" 975.518";" 785.287";"6306.680";"1061.953";" 639.497";"   0.000";" 962.016";"   0.000";"   0.000";" 716.305";"1301.653";"   0.000";" 408.441";"   0.000";"   0.000";"1103.760"
"9am";"2619.553";"   0.000";"1073.642";"1327.454";" 805.602";"7803.636";"1090.291";" 907.640";" 529.670";"1201.630";" 531.213";"   0.000";" 698.778";"1394.999";"   0.000";" 991.850";"   0.000";"   0.000";"1235.940"
"10am";"2634.325";"   0.000";"1065.266";"1506.543";" 848.848";"8023.852";"1109.685";"1042.879";" 519.017";"1515.903";" 432.005";"   0.000";" 935.726";"1394.999";"   0.000";"1283.251";"   0.000";"   0.000";"1420.386"
"11am";"2411.553";"   0.000";" 992.536";"1145.289";" 743.776";"7015.609";" 911.772";" 953.356";"   0.000";"1797.596";"   0.000";"   0.000";" 727.462";"1469.345";"   0.000";" 687.253";"   0.000";"   0.000";"1515.842"
"12am";"1910.204";"   0.000";" 800.126";" 965.679";" 468.200";"5533.060";" 756.903";" 597.651";"   0.000";"1213.553";"   0.000";"   0.000";" 676.561";"1324.227";"   0.000";" 455.669";"   0.000";"   0.000";" 938.104"
"1pm";"1960.130";"   0.000";" 899.380";" 800.573";" 730.531";"6449.192";" 993.203";" 602.596";" 432.050";"1418.343";"   0.000";"   0.000";" 642.144";"1510.940";"   0.000";" 615.696";"   0.000";"   0.000";"1453.874"
"2pm";"2207.227";"   0.000";" 872.126";"1063.505";" 817.317";"7393.948";" 940.322";"1081.346";" 396.333";"1455.920";" 433.831";" 392.514";" 706.482";"1395.838";"   0.000";"1311.792";"   0.000";"   0.000";"1648.933"
"3pm";"2451.707";"   0.000";"1015.150";"1041.334";"1041.498";"7397.878";"1065.545";" 958.740";" 388.679";"1215.467";" 460.042";" 478.130";"1021.546";" 816.789";"   0.000";"1290.414";"   0.000";"   0.000";"1729.387"
"4pm";"2347.588";"   0.000";" 621.929";"1452.460";" 828.100";"6445.068";" 875.755";" 967.980";"   0.000";"1171.387";" 382.688";"   0.000";"1006.480";" 643.993";"   0.000";"1151.918";"   0.000";"   0.000";"1297.778"
"5pm";"1294.119";"   0.000";" 449.638";"1201.269";" 531.773";"3836.181";" 685.198";" 605.267";"   0.000";" 880.027";"   0.000";" 427.723";" 844.422";"   0.000";"   0.000";"1424.546";"   0.000";"   0.000";"1168.752"
"6pm";" 546.769";"   0.000";"   0.000";"1325.385";"   0.000";"1685.365";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 785.627";"   0.000";"   0.000";"   0.000";" 739.033";"   0.000";"   0.000";" 704.218"
"7pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1180.222";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 397.531";"   0.000";"   0.000";"   0.000"
"8pm";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"2020.527";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000"
"9pm";"   0";"   0";"   0";"   0";"   0";"1611";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"   0";"0";"   0";"   0"
"10pm";"  0.000";"0";"  0.000";"  0.000";"  0.000";"938.604";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"0";"  0.000"
"11pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0"
"12pm";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0"
"1am";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
"3am";" 0";"0";"0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";"0";" 0"
