"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052"
"min";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866";"0.966020042080866"
"max";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369";"58.6944102813369"
"4am";"16.614220";"11.339861";" 8.349801";" 4.354353";" 7.580969";" 2.641145";" 4.817450";" 7.531588";"19.521358";"11.366025";" 5.385048";"11.111015";" 2.496540";" 4.512315";" 3.989715";"11.202599";"20.564594";"12.626852";"13.168517";" 9.012616";" 9.547345";" 6.924295";"14.096852";" 6.756140";" 5.137351";"11.736114";"10.630130";"10.494644";" 7.602994";"12.688623";" 7.945558";" 4.942237";"13.846436";" 8.479395";" 9.062746";"14.640453";" 6.916005";" 2.633153";"14.685225";"16.783707";"12.326487";"14.474167";" 5.860857";"13.150067";" 7.425004";"10.781406";"13.757406";" 3.657172";" 3.196646";" 8.175319";" 7.951126";"11.345517"
"5am";"16.782672";"11.446682";" 7.942756";" 4.417653";" 6.953946";" 2.577663";" 5.081983";" 7.707564";"19.655139";"11.471311";" 5.566087";"11.234825";" 2.066495";" 4.482425";" 4.044915";"11.314707";"19.777614";"13.177574";"13.076154";" 9.097761";" 9.380252";" 7.089030";"14.429277";" 6.701530";" 5.252345";"10.943073";"11.121693";"10.588677";" 7.640197";"12.882274";" 8.201797";" 4.191191";"14.181563";" 8.554104";" 9.062746";"15.067423";" 6.916005";" 2.653392";"13.601847";"16.575259";"12.283802";"14.600482";" 5.918650";"13.957609";" 7.398310";"10.894455";"13.539781";" 3.606736";" 3.176762";" 7.671701";" 8.009349";"11.455912"
"6am";"17.000405";"12.148499";" 8.156305";" 3.708933";" 6.929155";" 3.563650";" 5.005740";" 7.718367";"18.635711";" 9.977594";" 5.286929";" 9.239856";" 1.614419";" 3.994368";" 4.040112";"11.530628";"18.154887";"12.324497";"13.320462";" 8.685659";"10.755810";" 6.938042";"12.302613";" 6.972099";" 4.105279";"11.428680";"11.722064";"10.851353";" 6.963969";"12.669026";" 7.567548";" 4.644977";"12.476541";" 9.787583";" 8.341354";"13.362006";" 7.447626";" 2.683643";"12.954083";"16.798015";"10.059630";"15.147357";" 5.472494";"14.376730";" 7.782838";"11.252621";"13.327997";" 3.605146";" 2.457928";" 7.146545";" 8.528050";"12.875712"
"7am";"17.933343";"11.315805";" 5.108393";" 5.041193";" 6.789379";" 7.296097";" 9.429957";" 8.023727";"19.214124";"12.359444";" 5.368154";" 8.167649";" 2.579666";" 3.796631";" 2.735909";" 9.687291";"15.688320";"11.352126";" 7.637138";"12.281377";" 7.692710";" 4.998477";"12.629029";" 6.856347";" 4.804160";" 7.400675";" 8.214411";"10.271153";" 7.756886";"11.758331";" 4.950243";" 5.577061";" 9.428376";"11.061464";"11.440325";"12.045630";" 7.474424";" 2.885566";"10.769665";"13.013915";" 8.679595";"16.750842";" 4.980865";"11.653997";" 7.676420";"10.874293";"10.193756";" 3.732807";" 3.320690";" 5.709174";" 7.749927";"11.260496"
"8am";"16.337392";" 9.590282";" 7.266250";" 5.616670";" 7.875450";" 9.069732";"14.519707";" 8.776445";"18.043525";" 8.012731";" 2.872123";" 6.907287";" 3.042743";" 5.332884";" 4.851499";" 9.290902";"13.568401";"10.301760";" 7.142589";" 9.934115";" 7.429787";" 9.080465";" 8.642917";" 5.644631";" 4.800873";" 4.769958";" 8.293777";" 5.894326";"10.803250";"11.148181";" 4.663395";" 5.464049";" 8.405364";"12.387171";"16.249556";"10.701707";" 6.152652";" 1.814319";"12.570903";"13.204930";" 6.346571";"17.055660";" 6.199094";" 7.396985";" 7.942288";" 7.843641";" 9.092732";" 4.185597";" 2.259307";" 3.644430";" 4.183424";" 9.783700"
"9am";"15.614472";" 8.846815";" 8.265438";" 6.082772";" 9.808715";" 8.541613";"13.696724";" 9.470217";"17.880031";"10.073019";" 3.834575";" 5.692656";" 2.824599";" 4.353395";" 6.000759";" 6.915724";"14.238548";"10.010881";" 7.379504";" 9.925068";" 6.359715";" 7.459331";" 8.788200";" 6.281589";" 3.771593";" 4.673602";" 6.606772";" 4.574165";" 9.895434";"13.059498";" 4.712492";" 6.800218";" 5.675972";"12.125570";"15.909649";"11.729124";" 4.345641";" 3.919961";"12.039989";"12.099879";" 6.285503";"17.916799";" 6.503778";" 7.146386";" 7.161704";" 8.457016";"10.323963";" 3.551251";" 2.890432";" 2.751185";" 3.948220";" 9.701001"
"10am";"15.209989";" 8.510493";" 6.421976";" 6.340927";"10.076459";" 8.085114";"12.832525";" 7.719113";"17.745752";" 9.550219";" 3.930457";" 7.309007";" 2.478504";" 5.731824";" 5.246891";" 9.261253";"14.838632";"10.332088";" 5.671308";" 9.806744";" 8.079573";" 8.181402";" 9.342828";" 5.906939";" 3.444311";" 4.322156";" 6.091904";" 4.054486";" 9.327001";"13.859689";" 5.008028";" 6.560050";" 4.854348";"12.320588";"14.266708";"11.163021";" 4.791010";" 4.322000";"11.371175";"15.640672";" 9.329863";"18.421624";" 4.674029";" 6.447792";" 6.808807";" 7.030257";" 9.705660";" 4.222048";" 2.645487";" 1.909987";" 4.866803";" 9.687250"
"11am";"14.801714";" 9.863712";" 6.612844";" 6.168723";"10.510305";" 8.521777";"10.150152";" 8.683308";"17.751345";"10.237388";" 5.063300";" 6.589657";" 2.416266";" 5.952895";" 5.435167";" 9.165168";"15.605579";"10.747737";" 7.183320";"10.802924";" 9.082231";" 7.897551";" 9.128821";" 7.245161";" 2.503126";" 5.158221";" 4.608453";" 2.958123";"10.150366";"12.417437";" 4.660454";" 6.371992";" 4.747466";"12.998496";"14.504749";"10.965234";" 5.540335";" 4.005488";"10.738301";"16.689362";" 6.936875";"16.700855";" 4.633065";" 7.953812";" 6.722991";" 7.551921";" 8.856739";" 4.133708";" 2.015865";" 2.805174";" 5.725239";" 8.721511"
"12am";"16.209691";"12.310391";" 7.325048";" 7.206128";"10.710155";" 8.072273";" 7.937118";" 7.423143";"15.977117";"11.701976";" 5.313112";" 7.703807";" 0.966020";" 5.911400";" 6.251205";" 8.695768";"16.340403";" 9.235513";" 8.748025";" 9.256401";"10.209052";" 7.161425";"10.745693";" 5.990064";" 2.725742";" 7.551895";" 6.233480";" 6.076960";"10.336079";"11.206261";" 3.447137";" 4.853006";" 8.436991";"13.623140";"11.841348";"11.012923";" 4.878634";" 3.728693";"11.347540";"17.471632";" 6.791393";"19.229447";" 6.234215";" 8.462951";" 5.994132";" 9.111103";" 7.873332";" 3.579924";" 1.338386";" 3.560890";" 5.443864";" 8.172246"
"1pm";"15.749448";"10.544661";" 7.536582";" 5.749531";"11.495452";" 8.692353";"11.245204";" 6.833202";"18.015125";"13.278417";" 4.952329";" 7.682837";" 1.267885";" 6.306288";" 6.319968";" 5.217490";"12.768884";" 9.423677";" 4.958598";" 9.965988";" 8.761833";" 9.114198";" 9.075357";" 8.576113";" 2.332239";" 7.889460";" 4.211575";" 3.880060";"11.324382";"13.084214";" 3.707424";" 4.865115";" 6.049932";"10.977429";"13.953584";" 9.847110";" 5.278791";" 6.978837";"12.513293";"19.496186";" 6.785215";"19.922566";" 4.841240";" 6.853070";" 5.832271";" 6.366498";" 8.029266";" 3.193193";" 3.725936";" 4.015230";" 5.329688";" 9.917884"
"2pm";"15.942428";"11.552331";" 7.203734";" 4.335434";"11.580428";" 9.433199";"10.000163";" 6.166542";"18.993994";"13.238257";" 4.421053";" 7.487015";" 2.421201";" 6.046162";" 6.529378";" 5.044371";"13.796275";" 8.268840";" 4.938388";"10.019541";"10.896326";" 9.303753";"10.273083";" 6.332960";" 2.270720";"10.665058";" 3.969955";" 5.056090";"12.147401";"13.102136";" 5.278848";" 6.232876";" 7.461296";"11.289828";"16.344333";" 8.435767";" 4.778639";" 2.240764";"13.584662";"17.505348";"10.151642";"16.387241";" 5.067854";" 6.884172";" 6.025717";" 6.391580";" 8.191877";" 3.376038";" 4.381208";" 3.842864";" 5.490520";"12.195701"
"3pm";"14.525746";"10.517473";" 9.408305";" 7.339565";"12.646050";" 8.578904";"11.190324";" 5.640874";"19.065466";"11.681786";" 4.795660";" 8.136414";" 3.197689";" 5.040458";" 6.392614";"10.939060";"12.836687";" 7.088792";" 8.360581";"10.567856";" 8.493173";" 9.380682";"12.038404";" 7.317499";" 2.147163";" 7.095564";" 4.102674";" 4.132574";"12.581258";"12.956048";" 5.588202";" 6.150858";" 5.394326";"10.478409";"15.836395";"10.229269";" 4.859113";" 2.978444";"13.420389";"11.862638";"10.902947";"16.311895";" 5.529999";" 4.353982";" 6.387625";" 6.768979";" 7.991892";" 3.376413";" 4.231365";" 3.718321";" 9.885538";"11.274977"
"4pm";"15.836251";"10.756451";" 9.626052";" 6.077696";"12.068342";" 9.201088";" 9.665133";" 6.694269";"17.956719";" 7.171366";" 4.211846";" 8.452017";" 3.163785";" 5.265181";" 5.293847";"11.607896";"15.328522";" 9.812483";" 8.412502";" 9.820078";" 8.279308";" 9.578971";"12.645115";" 5.175453";" 1.542212";" 9.197187";" 5.163908";" 4.068387";" 9.745063";"13.081173";" 5.829667";" 3.914210";" 3.272551";"11.543758";"16.076100";"11.893898";" 6.824636";" 2.085380";"15.244414";"12.191846";"10.165510";"14.143737";" 8.367311";" 5.412791";" 5.283667";" 8.511408";" 9.063720";" 3.815676";" 1.924265";" 4.996234";"15.993116";"12.213653"
"5pm";"15.547654";" 8.902613";" 8.480823";" 5.958639";" 9.647952";" 8.850471";" 9.230900";" 8.812766";"14.927879";"12.873218";" 4.075229";" 4.746665";" 2.708084";" 7.223092";" 7.032458";"12.441372";"14.742969";"12.101813";"10.124150";"12.139124";" 6.133194";" 8.907767";"14.599898";" 6.755638";" 4.704457";"10.162506";" 5.312029";" 5.385268";" 8.527104";"12.149695";" 4.714391";" 4.357325";" 4.051876";"11.822371";"12.484595";" 9.410249";" 3.982499";" 2.398858";"12.097406";"13.980311";"10.206904";"14.725718";" 6.380978";" 7.443492";" 4.854035";" 9.654856";"10.706769";" 3.728367";" 2.410704";" 5.857902";"13.081725";"10.794319"
