"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853";"1184.61853"
"max";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401";"20870.35401"
"4am";"14985.949";" 9259.933";"13684.274";"13913.422";" 8441.007";"13197.527";" 7826.149";" 7981.783";" 9114.151";"11187.690";" 5419.820";"11233.194";" 9917.182";" 7851.720";" 7368.332";" 8945.604";"13825.150";" 7609.051";"11211.770";" 9080.114";" 4443.693";" 3463.779";" 3209.127";" 4252.900";" 4961.525";" 3522.827";" 3754.867";" 4803.282"
"5am";"14989.612";" 9308.197";"13636.179";"13991.252";" 8385.146";"13106.229";" 7716.893";" 7955.768";" 9143.847";"11317.737";" 5282.235";"11103.012";" 9893.991";" 7967.926";" 7641.361";" 9053.926";"13817.686";" 7478.000";"11154.518";" 8789.469";" 4415.728";" 3442.620";" 3158.222";" 4193.814";" 4928.580";" 3522.827";" 3728.153";" 4800.518"
"6am";"14792.223";" 9269.775";"13604.321";"13691.435";" 8016.261";"13474.859";" 7593.530";" 7504.801";" 8657.009";"11372.657";" 5179.435";"11336.398";" 9707.176";" 8415.878";" 7833.783";" 8894.149";"13607.022";" 7063.190";"10979.946";" 8382.533";" 4349.718";" 3293.249";" 2872.184";" 3884.088";" 4870.717";" 3506.761";" 3454.761";" 4653.050"
"7am";"14756.348";" 9819.663";"15176.809";"12434.288";" 9176.695";"13953.865";" 7378.734";" 6420.327";" 7989.016";"11683.877";" 4589.711";"11764.913";" 8059.252";" 9182.499";" 8992.129";" 8360.411";"11418.338";" 5081.726";" 9763.507";" 6016.274";" 3518.539";" 2394.946";" 2064.341";" 3479.969";" 3807.546";" 2566.143";" 2599.811";" 3458.704"
"8am";"15645.873";"10408.957";"17203.095";"13606.690";"12654.781";"15179.427";" 7302.895";" 6301.387";" 6789.407";"11686.619";" 3822.626";"12492.665";" 7149.506";" 8785.805";"10438.986";" 8459.911";"10890.936";" 4013.554";" 8432.969";" 5183.913";" 2459.460";" 1926.391";" 1347.655";" 2901.371";" 3070.911";" 2047.629";" 2008.694";" 3022.067"
"9am";"16281.455";"10633.655";"17774.214";"13872.915";"13104.474";"15181.157";" 7161.356";" 6624.069";" 6725.787";"11669.003";" 3734.585";"12393.574";" 6591.186";" 8021.446";"10704.768";" 8030.954";"10774.339";" 3606.384";" 7890.713";" 4990.902";" 2418.026";" 1938.817";" 1296.738";" 2671.469";" 2920.707";" 1882.526";" 1967.062";" 2932.432"
"10am";"16541.159";"10694.392";"17587.380";"14049.273";"13221.859";"15367.521";" 7081.054";" 6378.546";" 6842.583";"11767.672";" 4099.926";"12390.129";" 6551.817";" 7837.374";"10887.178";" 7933.745";"10316.520";" 3579.022";" 7879.754";" 4830.440";" 2558.141";" 1735.666";" 1184.619";" 2599.158";" 3047.003";" 1740.649";" 1753.888";" 2860.090"
"11am";"16604.095";"11389.463";"17232.092";"12633.797";"13330.711";"15299.974";" 7020.585";" 6261.848";" 7161.279";"11409.382";" 4121.984";"12409.978";" 6592.972";" 8617.302";" 9970.092";" 8370.367";"10014.571";" 3807.378";" 8087.094";" 4642.905";" 2610.125";" 1821.238";" 1218.696";" 2609.843";" 2813.195";" 1831.268";" 1825.656";" 2909.401"
