"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64";"14144.64"
"4am";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"6am";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"7am";"457.92";"216.24";"  0.00";"292.56";"381.60";"  0.00";"  0.00";"203.52";"  0.00";"  0.00";"  0.00";"228.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"8am";"814.08";"483.36";"  0.00";"546.96";"546.96";"  0.00";"  0.00";"572.40";"  0.00";"  0.00";"  0.00";"521.52";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"9am";"826.80";"483.36";"  0.00";"623.28";"623.28";"  0.00";"  0.00";"559.68";"  0.00";"  0.00";"  0.00";"546.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00"
"10am";"941.28";"508.80";"  0.00";"699.60";"636.00";"  0.00";"  0.00";"559.68";"  0.00";"  0.00";"  0.00";"534.24";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"152.64"
"11am";"966.72";"534.24";"  0.00";"674.16";"597.84";"  0.00";"  0.00";"534.24";"  0.00";"  0.00";"  0.00";"559.68";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"152.64"
