"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106";"12751.106"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";"0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0"
"5am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"1021.769";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";" 964.198";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000"
"6am";"   0.000";" 831.189";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 916.554";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 772.458";"   0.000";"   0.000";"   0.000";"1300.589";"   0.000";"0";"0";"1894.524";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1629.584";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 812.239";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000"
"7am";"1543.174";"2316.360";" 911.299";"   0.000";"   0.000";"1169.583";"1724.658";"   0.000";"1245.426";"   0.000";"   0.000";"   0.000";"1149.662";"1009.501";"2428.683";"   0.000";" 841.932";"   0.000";"   0.000";"   0.000";"   0.000";"1011.536";" 862.808";"1131.048";" 783.342";"   0.000";"1176.268";"   0.000";"   0.000";"1195.004";"3669.134";"   0.000";"   0.000";"0";"4136.546";"1442.694";"   0.000";"1126.589";"1489.945";"   0.000";" 734.489";"   0.000";" 481.417";"   0.000";"   0.000";" 749.804";"   0.000";"1377.792";" 904.973";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"3126.791";"   0.000";"   0.000";"1013.314";" 850.644";" 860.229";" 998.816";"2573.889";"   0.000";"   0.000";"   0.000";"1337.893";"   0.000";"1770.460";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";" 723.952";"3270.953";" 837.775";"1217.599";"   0.000";"   0.000";"   0.000";"0";" 568.744";"   0.000";"1018.233";"   0.000";" 651.487";" 993.512";"1301.826";"1735.475";"   0.000";"1939.143";"   0.000";"   0.000";"   0.000";"2006.750";"2220.810";"1465.215";"   0.000";"1920.595";"   0.000";"   0.000";"   0.000";" 648.042"
"8am";"2698.299";"6342.772";"3441.453";"1577.978";"1696.216";"3034.437";"3168.796";"1436.665";"1398.806";" 963.480";" 848.537";" 757.182";"2090.020";"1444.743";"4132.613";"1297.136";"1338.931";" 582.306";" 767.364";"1198.395";"1308.854";"1686.702";"1317.379";"2067.864";"1400.737";"   0.000";"2323.565";"   0.000";"   0.000";"2106.669";"5412.995";"   0.000";"   0.000";"   0.000";"7047.752";"2095.858";"1443.436";"2008.638";"2071.109";" 790.750";"1406.676";"1012.747";" 798.768";"   0.000";"1845.564";"1066.392";"1027.769";"3022.201";"1287.425";"   0.000";"   0.000";"   0.000";" 656.173";"   0.000";"4330.267";"1018.545";" 849.690";"2941.136";"2061.289";" 888.671";"2143.977";"3275.320";"   0.000";"   0.000";" 746.751";"2347.688";"   0.000";"2720.645";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"1677.675";"9707.223";"2901.928";"2461.712";" 967.904";"   0.000";"   0.000";"0";" 793.395";"   0.000";"1630.920";" 832.391";"1571.114";"1572.181";"2328.148";"2296.243";"1768.618";"4350.286";"   0.000";"1591.644";"   0.000";"4159.654";"3355.200";"2675.247";"1027.825";"3834.560";"   0.000";"   0.000";"   0.000";"1397.032"
"9am";" 3319.582";" 7781.911";" 4095.459";" 2083.614";" 2060.239";" 3438.702";" 4165.208";" 1479.536";" 1501.211";" 1034.308";"  848.537";"  962.498";" 2092.994";" 1540.387";" 4256.711";" 1286.546";" 1471.690";"  582.306";"  864.187";" 1124.153";" 1178.518";" 1624.269";" 1561.177";" 2423.485";" 1457.251";"    0.000";" 2584.208";"    0.000";"    0.000";" 2391.781";" 5934.586";"  960.668";"    0.000";"    0.000";" 7893.904";" 2102.736";" 1539.480";" 2192.596";" 2476.234";"  870.108";" 1617.245";" 1012.747";"  793.966";"    0.000";" 1896.990";" 1125.754";"  947.695";" 3326.076";" 1645.558";"    0.000";"  993.468";"    0.000";"  699.444";"    0.000";" 4843.851";" 1320.459";"  840.633";" 3460.416";" 2401.190";"  991.768";" 2431.790";" 3545.746";"    0.000";"    0.000";"  836.419";" 2378.482";"    0.000";" 3549.294";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"0";" 1677.675";"12405.856";" 3513.585";" 3370.411";" 1076.256";"    0.000";"    0.000";"0";"  836.410";"    0.000";" 1788.925";"  971.135";" 1571.114";" 1896.856";" 2418.076";" 2543.136";" 1835.107";" 4798.995";"    0.000";" 1714.322";"    0.000";" 4774.728";" 3711.761";" 3548.089";" 1171.955";" 5409.201";"    0.000";"    0.000";"    0.000";" 1633.719"
"10am";" 3285.538";" 8149.197";" 4318.736";" 2250.851";" 2578.765";" 3035.787";" 4134.236";" 1439.021";" 1585.310";"  947.668";"  848.537";"  834.753";" 1993.819";" 1852.934";" 4510.348";" 1286.546";" 1518.339";"  621.324";"  864.187";" 1177.921";" 1093.542";" 1666.486";" 1675.775";" 2682.204";" 1560.646";"    0.000";" 2446.044";"    0.000";"    0.000";" 2201.887";" 5878.783";"  982.767";"    0.000";"    0.000";" 7428.256";" 2168.568";" 1539.480";" 2825.831";" 2744.541";"  870.108";" 1628.237";" 1093.762";"  734.631";"    0.000";" 1896.990";" 1262.621";"  947.695";" 3505.953";" 1567.302";"    0.000";"  899.614";"    0.000";"  699.444";"    0.000";" 5011.684";" 1194.353";"  794.058";" 3464.147";" 2295.487";"  997.513";" 2196.000";" 3553.233";"    0.000";"    0.000";"  888.204";" 2271.803";"    0.000";" 3829.030";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"0";" 1850.168";"12751.106";" 3474.766";" 3262.088";" 1314.228";"    0.000";"    0.000";"0";"  889.844";"    0.000";" 1849.806";"  949.658";" 1459.944";" 2169.088";" 2499.011";" 2421.270";" 2004.086";" 4891.059";"    0.000";" 1634.133";"    0.000";" 4795.575";" 3777.353";" 4019.701";" 1079.610";" 5693.178";"    0.000";"    0.000";"    0.000";" 1655.739"
"11am";" 3398.700";" 7914.434";" 4214.499";" 2095.142";" 2581.376";" 2836.922";" 4330.570";" 1454.033";" 1642.464";"  953.769";"  747.140";"  883.582";" 2239.364";" 1770.894";" 4192.196";" 1295.248";" 1436.284";"  625.724";"  767.364";" 1226.059";" 1247.498";" 1564.774";" 1641.733";" 2654.630";" 1539.801";"    0.000";" 2382.018";"    0.000";"    0.000";" 2172.722";" 6016.121";"    0.000";"    0.000";"    0.000";" 7273.511";" 1769.199";" 1552.627";" 2947.446";" 2731.722";"  928.320";" 1675.918";"  968.343";"  734.631";"    0.000";" 1860.059";" 1103.004";"    0.000";" 3154.250";" 1714.280";"    0.000";"    0.000";"    0.000";"  699.444";"    0.000";" 5354.151";" 1119.265";"    0.000";" 3811.108";" 2457.522";"  807.115";" 2136.310";" 3331.695";"    0.000";"    0.000";" 1019.389";" 2225.656";"    0.000";" 3859.451";"    0.000";"    0.000";"    0.000";"    0.000";"    0.000";"0";" 1852.851";"12367.667";" 3256.483";" 3024.872";" 1314.228";"    0.000";"    0.000";"0";"  740.890";"    0.000";" 1797.365";"  985.574";" 1428.662";" 2064.923";" 2680.668";" 2587.046";" 1707.287";" 4760.944";"    0.000";" 1537.165";"    0.000";" 4337.053";" 3879.420";" 3210.494";" 1254.418";" 5329.053";"    0.000";"    0.000";"    0.000";" 1530.825"
