"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471";"30.9217927269471"
"max";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529";"69.0782072730529"
"4am";"49.92767";"44.08712";"40.51348";"46.91661";"40.42463";"42.92958";"41.39273";"41.24160";"42.87329";"47.62540";"45.07758";"43.37251";"44.76520";"49.14666";"44.83897";"50.76848";"45.43058";"46.27834";"47.03299";"49.85657";"45.13714";"45.43222";"48.52630";"46.48846";"48.17812";"48.17734";"44.76204";"47.84209";"49.15133";"48.48002";"51.88937"
"5am";"50.97691";"42.90578";"40.15378";"47.32264";"40.01436";"42.92958";"41.05945";"41.15180";"42.02908";"47.51382";"43.05672";"42.33020";"45.16099";"50.30459";"45.39338";"50.12159";"45.84390";"46.29080";"51.17894";"50.24251";"45.15525";"45.39861";"49.16837";"47.47199";"48.18878";"47.04327";"45.12385";"45.50970";"48.48712";"47.67368";"51.88937"
"6am";"49.80060";"41.35282";"39.50915";"46.84127";"37.77323";"45.39020";"41.04263";"41.11892";"41.28805";"45.53142";"42.78649";"42.00729";"45.01358";"50.68494";"44.32288";"48.15531";"46.72720";"45.05577";"49.19170";"50.36144";"42.64752";"44.47994";"47.57329";"48.45675";"47.31046";"47.82043";"44.88678";"46.08417";"48.21596";"48.05917";"50.86914"
"7am";"45.18262";"39.48245";"38.33189";"44.00087";"34.63533";"43.92269";"43.01985";"40.46423";"41.51962";"45.72897";"45.41196";"41.04362";"50.35057";"59.05361";"47.90048";"49.88951";"46.11462";"41.68416";"53.62269";"48.78292";"43.45551";"43.04702";"45.66663";"48.78977";"43.57742";"47.26143";"41.39348";"46.22078";"48.33052";"48.41822";"50.82924"
"8am";"46.16714";"36.15046";"40.56747";"39.00665";"31.45408";"42.74176";"45.14903";"39.96481";"41.86818";"46.47362";"44.45598";"40.61693";"52.65564";"54.62151";"46.28283";"50.94312";"47.49568";"45.29611";"50.86940";"43.11042";"44.92208";"43.45465";"46.07997";"46.51720";"43.40313";"46.84012";"40.68053";"44.60604";"47.99365";"52.37687";"49.72420"
"9am";"45.75629";"39.23884";"40.42052";"41.09588";"30.92179";"41.24175";"45.97834";"39.11883";"43.92018";"46.02619";"43.45198";"40.54551";"50.68386";"52.34813";"42.29059";"53.93112";"51.65463";"46.48246";"50.71024";"42.83386";"44.88571";"44.84362";"43.28323";"45.66793";"40.58665";"47.13232";"40.17061";"45.96789";"46.48583";"52.38355";"49.88472"
"10am";"45.86716";"40.01512";"41.30777";"37.29789";"31.28273";"40.23117";"47.50471";"38.72402";"42.68795";"46.64215";"43.06505";"42.00295";"51.44056";"50.14341";"41.92798";"56.42312";"51.76965";"42.89091";"51.00477";"42.03285";"44.46744";"48.21308";"43.24241";"46.15951";"40.27793";"48.31071";"42.99367";"44.00368";"49.24840";"51.60943";"48.79159"
"11am";"48.30092";"37.97051";"41.36861";"37.25099";"33.70076";"36.88756";"44.73253";"38.39342";"39.87716";"45.95375";"42.02235";"41.85071";"51.11314";"51.28142";"43.25447";"56.35186";"49.09519";"44.19195";"48.27217";"41.45148";"47.30072";"45.64140";"48.66355";"47.14110";"41.96401";"47.52803";"41.24954";"46.66222";"50.68006";"51.55006";"48.55489"
"12am";"50.20816";"40.72911";"42.33724";"41.43353";"35.04729";"37.26091";"45.21003";"42.51124";"41.44823";"46.55216";"45.69473";"41.86236";"49.91555";"48.07885";"41.20465";"54.65295";"44.67783";"42.59751";"47.83008";"41.27966";"43.69193";"43.15758";"44.96089";"46.82476";"43.62671";"47.81644";"39.14182";"49.75560";"51.21805";"52.00163";"48.34015"
"1pm";"46.74223";"40.87685";"42.22471";"37.92101";"39.60680";"36.74115";"43.96167";"41.60826";"41.03016";"46.61050";"47.12263";"38.09863";"48.59894";"51.40148";"43.14441";"52.25965";"48.80188";"43.67408";"52.24258";"38.89110";"42.66443";"41.77289";"43.28832";"46.93404";"45.49020";"49.34189";"40.11819";"46.72860";"50.18290";"52.60138";"47.18694"
