"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014";"65.5530761310014"
"4am";"19.01723";"28.24559";"23.57903";"25.65194";"22.15229";"26.72907";"28.38138";"30.84534";"34.90766";"34.93565";"29.74891";"31.88507";"35.53753";"25.85217";"25.92961";"23.00411";"19.61971";"26.77583"
"5am";"18.65148";"28.24559";"23.04893";"25.71452";"22.55850";"26.40010";"28.53100";"32.50253";"35.11881";"34.78211";"30.13416";"32.15660";"35.53753";"25.58003";"26.33650";"22.99507";"19.72728";"27.05040"
"6am";"17.87035";"29.27388";"23.01039";"26.08000";"22.93218";"27.49700";"29.30049";"32.26613";"35.13070";"32.81928";"30.76626";"31.93096";"34.61157";"26.59016";"27.20089";"25.16278";"21.33923";"28.49167"
"7am";"12.90839";"28.26322";"20.66948";"23.35887";"24.04544";"25.77301";"36.98117";"37.79939";"33.16901";"32.32735";"38.64189";"35.59632";"37.53249";"26.27318";"34.54601";"28.09736";"28.03433";"34.88984"
"8am";"13.22453";"24.99621";"20.56045";"22.96868";"25.22565";"25.34772";"43.30280";"35.95555";"26.89863";"28.57925";"40.70308";"36.07068";"36.19741";"24.04587";"47.23113";"36.08570";"32.88993";"45.21109"
"9am";"15.36328";"25.16082";"19.96618";"23.03266";"26.45746";"24.52270";"43.11543";"35.60604";"28.78381";"27.46770";"41.78529";"32.82019";"38.88971";"23.21695";"46.27570";"33.62435";"32.37400";"44.39129"
"10am";"16.50923";"25.12493";"20.90422";"26.27294";"23.23551";"23.36727";"43.21982";"37.27085";"25.83419";"28.02702";"42.18788";"31.74643";"40.07613";"24.46900";"44.54260";"32.00916";"25.99925";"43.70896"
"11am";"14.04511";"25.81909";"18.99703";"27.73356";"25.60577";"25.31276";"43.37233";"40.89268";"26.16888";"28.15166";"40.26301";"30.72504";"37.37052";"22.80778";"47.90124";"33.27827";"28.22052";"42.37985"
