"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264";"98.5272459499264"
"4am";"95.21368";"95.43974";"95.88068";"96.32803";"95.25316";"97.05401";"95.55809";"97.00150";"95.89947";"97.03892";"95.59585";"96.41026";"93.00518";"97.11400";"94.17614";"95.20000";"94.72097";"95.86919";"96.44737";"95.02262";"96.14815";"94.00585";"95.76023";"95.25268";"91.93303";"93.21267";"95.74639";"94.59854";"82.95082"
"5am";"94.39728";"93.55878";"95.02134";"95.47677";"94.86356";"97.34660";"94.21112";"96.08434";"95.41779";"96.27119";"92.51269";"95.18443";"91.35484";"96.62261";"94.62209";"94.50172";"94.47853";"96.33508";"96.49596";"94.81707";"95.52906";"94.02985";"95.44765";"95.14867";"90.86687";"92.46154";"94.97569";"94.37870";"75.60976"
"6am";"89.01830";"90.95395";"92.68293";"88.47497";"93.12602";"97.16814";"86.66667";"91.41566";"94.12587";"92.21854";"86.33540";"87.59843";"85.13158";"95.14867";"94.69579";"92.03860";"92.53247";"91.20879";"93.59886";"93.56436";"92.52782";"90.90909";"93.65609";"93.00341";"84.76499";"89.82229";"88.54590";"92.04893";"50.95949"
"7am";"64.64924";"79.69799";"85.32526";"69.28177";"68.77637";"91.55470";"68.06122";"74.59138";"89.05229";"73.27460";"65.74586";"74.23313";"61.98758";"88.43284";"89.93964";"81.70915";"84.98986";"83.86364";"83.71681";"87.15415";"77.39274";"82.45283";"85.55133";"87.80000";"77.14808";"82.28782";"76.97959";"85.00000";"32.83133"
"8am";"41.47368";"70.29877";"77.74194";"49.27536";"44.55232";"82.09256";"51.97686";"58.45272";"80.75540";"45.86423";"47.65101";"64.27759";"44.21535";"82.30958";"82.82828";"70.76923";"75.24510";"77.31092";"75.59913";"80.44944";"70.90909";"77.20430";"78.83065";"80.17058";"72.35772";"78.99344";"65.65183";"76.45875";"24.79142"
"9am";"37.42331";"66.78832";"75.58923";"44.89164";"40.56604";"76.95473";"46.91589";"53.26705";"78.73563";"41.34409";"39.39130";"58.74286";"39.86857";"79.11227";"79.56403";"67.01571";"70.78086";"76.30058";"72.20957";"76.77262";"70.28381";"74.77273";"75.75758";"77.77778";"69.26316";"76.66667";"60.26235";"73.47368";"21.17264"
"10am";"35.26423";"64.80144";"73.80137";"42.76730";"37.86307";"75.93361";"45.79792";"50.21645";"77.42574";"39.74290";"34.21707";"55.14124";"37.26115";"76.16580";"79.09605";"64.15771";"67.43003";"74.62236";"70.22727";"75.36946";"68.76061";"72.32558";"73.51129";"77.57009";"70.25316";"75.58685";"58.54037";"71.94861";"18.76310"
"11am";"34.86708";"65.04505";"73.90572";"44.19831";"38.99371";"76.89076";"47.09865";"52.07439";"78.58509";"40.95600";"35.17018";"55.51839";"38.28877";"77.80612";"78.57143";"65.57377";"68.38046";"75.65982";"72.24771";"77.61557";"66.39073";"74.49210";"75.80645";"77.49420";"70.12448";"76.81499";"59.85915";"72.30444";"16.45963"
