"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123";"5.95251243997123"
"max";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193";"54.7632839743193"
"4am";" 9.193215";"22.991987";"22.486506";"12.685233";"17.279085";" 7.075496";"10.261859";"20.269607";"21.518930";"14.364435";"22.527796";" 9.192173";"14.536705";" 9.671775";"19.435324";"21.795190";"21.509223";"17.744476";"23.001308"
"5am";" 8.940885";"23.093241";"21.261359";"12.511876";"17.442136";" 8.280665";"10.261859";"20.275784";"21.734765";"14.144413";"22.920147";" 9.468609";"15.090800";" 9.467975";"19.317049";"21.937270";"21.875255";"18.244514";"22.617574"
"6am";" 7.715229";"23.017415";"22.144008";"12.812092";"17.287520";" 9.516240";"10.151648";"21.157304";"21.287406";"14.245731";"22.920147";" 9.777632";"15.565326";" 8.304761";"20.197371";"20.550509";"21.470319";"19.115115";"22.468199"
"7am";" 7.501559";"24.909286";"21.424019";"13.476865";"11.444384";" 9.458677";"10.728996";"21.325334";"23.482709";"12.808125";"26.819873";"11.117675";"16.723166";" 9.839284";"24.266426";"23.440102";"20.438500";"21.921358";"25.099476"
"8am";" 7.195687";"25.809626";"23.362980";"13.844959";"16.565065";" 8.465664";"11.169691";"25.969897";"25.924962";"12.858721";"27.130999";"13.344930";"16.843849";" 7.929793";"30.657742";"26.147056";"24.525891";"22.823830";"21.889431"
"9am";" 6.903634";"27.420963";"22.270559";"13.920706";"16.453104";" 7.645212";" 9.947318";"24.849480";"27.436906";"13.557006";"27.746809";"14.795040";"16.777710";" 9.721322";"32.612567";"25.360299";"23.069271";"24.252446";"21.171535"
"10am";" 6.044581";"26.325402";"22.461881";"17.703203";"14.892663";" 7.033294";" 8.848891";"24.469074";"29.891253";"11.649986";"28.961437";"13.905798";"15.840398";" 8.840365";"29.230117";"24.255484";"24.395658";"25.549771";"23.629016"
"11am";" 6.271110";"26.526371";"24.189392";"15.519407";"14.974833";" 7.816710";"10.914561";"24.996816";"27.651025";"13.119988";"27.076708";"11.922160";"17.047042";" 9.073633";"34.736350";"22.738652";"24.890254";"24.714019";"21.258818"
"12am";" 5.975475";"22.212043";"23.656317";"13.798470";"19.187212";" 6.826809";"11.180531";"20.929624";"26.187163";"13.981376";"26.090972";" 7.706976";"16.370256";"10.094413";"30.650562";"25.018598";"34.129124";"26.988357";"23.094862"
"1pm";" 7.580947";"26.666124";"24.189468";"16.023681";"17.954879";" 9.248996";" 9.588994";"24.227478";"26.320819";"11.715743";"27.398783";" 9.543944";"14.559283";" 9.344410";"31.657102";"26.981502";"25.290983";"27.675249";"19.748671"
"2pm";" 8.212397";"26.308530";"27.453420";"15.946769";"18.284639";" 9.480565";"11.344153";"18.630032";"26.178168";"10.892064";"25.985268";"12.298875";"14.746661";" 6.455578";"29.507979";"27.584329";"21.702972";"26.507300";"22.325323"
"3pm";" 8.932242";"19.388008";"23.437495";"17.936527";"20.114993";" 8.996773";"12.877826";"21.545595";"25.842354";"12.052739";"25.243531";"14.410002";"12.669058";"11.226269";"28.296973";"25.894854";"22.609536";"27.675009";"19.130035"
