"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485";"1450.485"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"244.929";"  0.000";"295.405";"  0.000";"  0.000";"  0.000";"  0.000";"567.591";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8am";"531.101";"554.238";"459.824";"  0.000";"  0.000";"542.495";"321.162";"602.140";"  0.000";"  0.000";"298.296";"  0.000";"  0.000";"  0.000";"  0.000"
"9am";"783.263";"377.147";"472.152";"542.421";"  0.000";"598.923";"368.469";"769.046";"  0.000";"  0.000";"318.140";"  0.000";"  0.000";"  0.000";"  0.000"
"10am";"866.850";"350.182";"492.425";"487.965";"  0.000";"625.660";"374.781";"733.295";"  0.000";"  0.000";"337.225";"  0.000";"  0.000";"  0.000";"  0.000"
"11am";"683.836";"191.187";"390.542";"  0.000";"  0.000";"  0.000";"306.828";"604.676";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"12am";"480.814";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"413.389";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"1pm";"649.659";"357.300";"372.573";"  0.000";"  0.000";"441.753";"349.736";"499.395";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"2pm";"950.075";"608.223";"480.552";"  0.000";"  0.000";"811.604";"  0.000";"569.080";"  0.000";"  0.000";"243.004";"  0.000";"  0.000";"  0.000";"  0.000"
"3pm";"928.884";"592.164";"454.945";"489.086";"  0.000";"880.485";"  0.000";"655.986";"  0.000";"  0.000";"277.059";"  0.000";"  0.000";"  0.000";"  0.000"
"4pm";"687.406";"553.346";"432.757";"  0.000";"  0.000";"770.656";"  0.000";"658.083";"  0.000";"  0.000";"348.902";"  0.000";"  0.000";"332.376";"  0.000"
"5pm";"501.361";"430.324";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"383.500";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"6pm";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"340.365";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"8pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";"0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";"0";"0";"0";" 0"
