"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312";"5029.537312"
"4am";" 96.32493";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"0";"151.36774";"  0.00000";"  0.00000";"0";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"5am";"185.76950";"  0.00000";"116.96598";" 96.32493";"110.08563";"213.29091";"  0.00000";"  0.00000";"158.24810";"  0.00000";"  0.00000";"  0.00000";"0";"399.06042";"  0.00000";"  0.00000";"0";"  0.00000";"  0.00000";"  0.00000";"  0.00000"
"6am";" 639.87274";" 282.09443";" 282.09443";" 330.25690";" 378.41936";" 667.39414";" 165.12845";" 364.65866";" 440.34253";" 240.81232";" 172.00880";"   0.00000";"   0.00000";"1252.22406";"  89.44458";"  96.32493";"   0.00000";" 316.49619";" 151.36774";" 158.24810";"   0.00000"
"7am";"3302.56896";" 743.07802";" 908.20646";" 729.31731";"1768.25046";"1451.75427";" 509.14605";" 915.08682";"1651.28448";" 977.00998";" 756.83872";" 172.00880";"   0.00000";"2896.62819";" 295.85514";" 385.29971";"   0.00000";" 626.11203";" 405.94077";" 282.09443";"  89.44458"
"8am";"4499.75021";"1389.83110";"1561.83990";" 983.89034";"2607.65341";"1823.29328";" 715.55661";"1142.13843";"2435.64461";"1465.51498";"1369.19005";" 247.69267";"   0.00000";"3467.69741";" 447.22288";" 564.18886";"  89.44458";" 846.28330";" 495.38534";" 378.41936";" 137.60704"
"9am";"4946.97309";"2139.78947";"1995.30208";"1080.21526";"2903.50854";"1878.33610";" 736.19766";"1245.34371";"2772.78186";"1479.27568";"1692.56659";" 227.05162";"   0.00000";"3811.71501";" 502.26570";" 701.79590";"  89.44458";" 963.24928";" 550.42816";" 419.70147";" 178.88915"
"10am";"5029.53731";"2587.01235";"2098.50736";"1121.49738";"3034.23523";"1850.81469";" 798.12083";"1210.94195";"2752.14080";"1603.12202";"1726.96835";" 268.33373";"   0.00000";"3976.84346";" 502.26570";" 770.59942";"  89.44458";" 977.00998";" 605.47098";" 433.46218";" 144.48739"
"11am";"4596.07514";"2580.13200";"1995.30208";"1045.81350";"2800.30326";"1747.60941";" 701.79590";"1190.30090";"2483.80707";"1431.11322";"1671.92554";" 288.97478";"   0.00000";"3811.71501";" 529.78710";" 667.39414";"  96.32493";" 935.72787";" 557.30851";" 454.10323";" 172.00880"
"12am";"4485.9895";"2580.1320";"1809.5326";"1107.7367";"2814.0640";"1713.2076";" 701.7959";"1197.1812";"2463.1660";"1520.5578";"1630.6434";" 233.9320";"   0.0000";"3467.6974";" 598.5906";" 660.5138";" 110.0856";" 935.7279";" 516.0264";" 454.1032";" 123.8463"
"1pm";"4912.57133";"2979.19242";"2187.95194";"1190.30090";"2958.55136";"1912.73786";" 749.95837";"1341.66864";"2807.18362";"1658.16483";"1795.77187";" 385.29971";"   0.00000";"4059.40768";" 653.63344";" 743.07802";"  96.32493";"1045.81350";" 543.54781";" 474.74429";" 144.48739"
"2pm";"4781.84464";"2710.85869";"2077.86630";"1149.01878";"2786.54256";"1850.81469";" 708.67626";"1300.38653";"2703.97834";"1630.64342";"1671.92554";" 344.01760";"   0.00000";"3914.92029";" 639.87274";" 674.27450";"  89.44458";" 970.12963";" 557.30851";" 481.62464";" 116.96598"
"3pm";"4121.3308";"1995.3021";"1733.8487";" 977.0100";"2504.4481";"1589.3613";" 646.7531";"1025.1724";"2359.9607";"1382.9508";"1410.4722";" 302.7355";"   0.0000";"3185.6030";" 495.3853";" 591.7103";"   0.0000";" 784.3601";" 419.7015";" 405.9408";" 116.9660"
"4pm";"2119.1484";"1369.1900";"1204.0616";" 584.8299";"1300.3865";" 839.4029";" 295.8551";" 495.3853";"1265.9848";" 653.6334";" 894.4458";" 158.2481";"   0.0000";"1933.3789";" 309.6158";" 233.9320";"   0.0000";" 405.9408";" 227.0516";" 254.5730";"   0.0000"
"5pm";"1314.14723";" 880.68506";" 729.31731";" 288.97478";" 701.79590";" 564.18886";" 240.81232";" 227.05162";" 674.27450";" 426.58182";" 701.79590";"  96.32493";"   0.00000";" 763.71907";" 151.36774";" 172.00880";"   0.00000";" 295.85514";" 165.12845";" 144.48739";"   0.00000"
"6pm";"1286.62582";" 921.96717";" 756.83872";" 330.25690";" 880.68506";" 543.54781";" 323.37654";" 344.01760";" 825.64224";" 474.74429";" 777.47978";" 151.36774";"   0.00000";" 825.64224";" 178.88915";" 247.69267";"   0.00000";" 316.49619";" 220.17126";" 144.48739";"  82.56422"
"7pm";"1176.54019";" 963.24928";" 688.03520";" 350.89795";" 942.60822";" 433.46218";" 247.69267";" 268.33373";" 811.88154";" 467.86394";" 805.00118";" 158.24810";"   0.00000";" 667.39414";" 178.88915";" 275.21408";"   0.00000";" 302.73549";" 233.93197";" 151.36774";"  82.56422"
"8pm";"921.96717";"529.78710";"536.66746";"261.45338";"701.79590";"392.18006";"220.17126";"268.33373";"736.19766";"364.65866";"667.39414";"137.60704";"  0.00000";"488.50499";"158.24810";"233.93197";"  0.00000";"213.29091";"199.53021";"130.72669";" 82.56422"
"9pm";"509.1460";"227.0516";"220.1713";"192.6499";"392.1801";"247.6927";"110.0856";"130.7267";"426.5818";"261.4534";"433.4622";"  0.0000";"  0.0000";"330.2569";"116.9660";"172.0088";"0";"151.3677";"144.4874";"103.2053";"  0.0000"
"10pm";"309.61584";"130.72669";" 89.44458";"  0.00000";"192.64986";"178.88915";"  0.00000";"  0.00000";"295.85514";"185.76950";"275.21408";"  0.00000";"  0.00000";"282.09443";" 89.44458";"130.72669";"0";"103.20528";" 96.32493";" 96.32493";"  0.00000"
"11pm";"254.57302";"  0.00000";"  0.00000";"  0.00000";"130.72669";"158.24810";"  0.00000";"  0.00000";"192.64986";" 96.32493";"137.60704";"  0.00000";"  0.00000";"220.17126";" 89.44458";"  0.00000";"0";" 89.44458";"  0.00000";"116.96598";"  0.00000"
"12pm";"199.53021";"  0.00000";"  0.00000";"  0.00000";" 89.44458";"144.48739";"  0.00000";"  0.00000";"144.48739";" 82.56422";"103.20528";"  0.00000";"  0.00000";"220.17126";"  0.00000";"  0.00000";"0";" 82.56422";"  0.00000";"110.08563";"  0.00000"
"1am";"192.64986";"  0.00000";"  0.00000";"  0.00000";" 89.44458";"130.72669";"  0.00000";"  0.00000";"123.84634";"  0.00000";"103.20528";"  0.00000";"  0.00000";"213.29091";"  0.00000";"  0.00000";"0";" 82.56422";"  0.00000";"110.08563";"  0.00000"
"2am";"172.00880";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"130.72669";"  0.00000";"  0.00000";"123.84634";"  0.00000";"103.20528";"  0.00000";"  0.00000";"213.29091";"  0.00000";"  0.00000";"0";" 89.44458";"  0.00000";"110.08563";"  0.00000"
"3am";"165.12845";"  0.00000";"  0.00000";"  0.00000";"  0.00000";"137.60704";"  0.00000";"  0.00000";"116.96598";"  0.00000";" 89.44458";"  0.00000";"  0.00000";"206.41056";"  0.00000";"  0.00000";"0";" 89.44458";"  0.00000";"110.08563";"  0.00000"
