"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322";"98.728813559322"
"4am";"55.61497";"75.00000";"69.65517";"80.51948";"70.50360";"81.92220";"79.65300";"83.84615";"75.48638";"65.79710";"86.03066";"88.55989";"93.20066";"90.81272";"95.11344";"90.34091";"89.48375";"94.71459";"93.51702";"95.61753";"90.12097";"97.12092";"93.38374";"93.89474";"94.46721";"95.00998";"89.56337";"94.68691";"80.85106"
"5am";"56.08466";"75.66910";"69.58525";"80.71313";"70.31630";"81.58508";"79.34272";"83.94584";"75.20000";"66.03774";"86.40133";"88.72483";"93.39934";"90.63063";"94.99106";"90.17094";"89.45312";"94.62366";"93.65609";"95.55556";"90.24390";"97.23866";"93.05556";"93.72294";"94.33962";"94.87705";"89.53614";"94.62572";"86.66667"
"6am";"59.23077";"75.18797";"69.39252";"81.48710";"70.42607";"81.07417";"79.66616";"84.13926";"74.63002";"66.38773";"86.79549";"89.44020";"93.08600";"90.44834";"94.53125";"89.87915";"89.09853";"94.74886";"93.22638";"95.52573";"89.35698";"96.35193";"92.56757";"93.41463";"93.76392";"94.75983";"89.53614";"94.60000";"96.00000"
"7am";"66.85824";"79.12371";"72.08122";"81.29395";"67.66467";"81.60920";"82.43243";"82.31939";"72.67905";"68.87872";"89.08840";"91.62234";"91.58879";"90.77670";"95.68733";"90.15748";"89.38547";"94.89489";"93.66197";"96.57143";"89.32715";"94.98681";"91.68901";"92.61538";"95.05208";"93.22917";"89.63283";"95.57110";"97.05215"
"8am";"70.21277";"81.14754";"77.31092";"80.36176";"62.63889";"83.28267";"85.87361";"81.85118";"73.00613";"60.73958";"89.47977";"93.14024";"91.37691";"93.66197";"98.52941";"92.52336";"92.02899";"98.00797";"95.06173";"97.59450";"90.93023";"95.56962";"90.98837";"91.83673";"95.75758";"95.06579";"88.43813";"96.84814";"96.00639"
"9am";"71.66667";"82.65896";"77.84431";"80.33206";"61.14820";"83.64780";"85.59524";"81.54122";"74.14966";"60.01451";"90.03083";"93.28244";"90.64559";"94.25287";"98.36735";"92.54808";"91.38577";"98.34025";"95.39474";"97.26562";"90.56604";"95.18900";"90.69767";"91.30435";"95.22293";"94.42379";"88.51149";"96.63609";"96.12725"
"10am";"71.79161";"83.23864";"77.94562";"80.88427";"60.92105";"83.12102";"86.40193";"79.74453";"74.00722";"58.48375";"89.90291";"93.45238";"90.60914";"93.93939";"98.27586";"93.26683";"92.39544";"98.67257";"95.40984";"97.62846";"90.09662";"94.69965";"89.67552";"91.79688";"94.88818";"94.18182";"88.44221";"96.86520";"96.11399"
"11am";"70.67862";"84.22535";"77.71261";"79.94758";"60.18642";"82.20065";"86.38614";"80.14440";"72.29730";"59.23473";"89.12015";"93.43066";"90.65301";"91.85185";"98.26087";"93.62245";"92.66409";"98.72881";"95.36424";"97.67442";"90.90909";"93.91892";"90.51724";"91.92308";"94.73684";"94.22383";"87.82961";"97.54601";"96.39303"
"12am";"68.24966";"79.89276";"79.27928";"79.76804";"61.35135";"84.03909";"86.76471";"80.14572";"70.16393";"58.47520";"86.77840";"93.14456";"90.12658";"91.51292";"98.38057";"92.38095";"90.11858";"98.72881";"94.83871";"97.67442";"90.23256";"94.13681";"90.09009";"92.19331";"95.34161";"94.58484";"87.44813";"97.25610";"96.35480"
"1pm";"70.35623";"81.41361";"79.11765";"79.82005";"59.62315";"82.25256";"86.47343";"80.40293";"70.96774";"58.73715";"86.76337";"93.99399";"90.21066";"93.84615";"98.31224";"90.48780";"92.88703";"98.29060";"94.44444";"97.74436";"89.53771";"94.33333";"89.45783";"92.02899";"94.87179";"95.18519";"87.61515";"97.40260";"96.23529"
"2pm";"70.19608";"80.72917";"77.29885";"79.29293";"61.15591";"82.21477";"86.52658";"79.85348";"69.35484";"59.16230";"86.35936";"93.11859";"89.45362";"93.28358";"97.96748";"91.27358";"92.74194";"97.82609";"94.73684";"98.11321";"88.91626";"94.58599";"89.47368";"92.93286";"95.35604";"95.03546";"87.81986";"96.46302";"95.97633"
"3pm";"69.72973";"80.75949";"78.16092";"79.68952";"62.37482";"80.06431";"85.87786";"79.65451";"68.62170";"59.48678";"86.02794";"92.14502";"89.27152";"91.33333";"97.17314";"90.96916";"90.57239";"97.61905";"94.11765";"97.28814";"89.25234";"95.61404";"89.24731";"93.44262";"94.62687";"95.93220";"87.96389";"95.60117";"97.26619"
"4pm";"65.47406";"77.46835";"70.75209";"79.62428";"66.60839";"79.39560";"80.86331";"81.78218";"67.74194";"62.21996";"85.63596";"88.58773";"89.80583";"87.35084";"94.21053";"88.35275";"86.87664";"94.32836";"92.11712";"95.51821";"89.41441";"95.09804";"92.80397";"91.71271";"93.65482";"93.38843";"89.06582";"93.12796";"96.15385"
"5pm";"61.68421";"75.93583";"70.85427";"79.69231";"67.38703";"81.48148";"80.90379";"83.66935";"71.95402";"60.99881";"85.83639";"87.29508";"90.95164";"88.17427";"94.49153";"89.38714";"87.50000";"94.27083";"92.56506";"94.81132";"90.10753";"95.24887";"92.72727";"92.87469";"94.11765";"93.72093";"88.76652";"93.33333";"94.91018"
"6pm";"65.11194";"75.20216";"72.46377";"81.39535";"72.45283";"81.43564";"81.07692";"83.17215";"73.52941";"61.94478";"86.22909";"87.43243";"90.77670";"88.84298";"94.96855";"89.39180";"87.71186";"93.98496";"92.34973";"95.24887";"90.25424";"95.20697";"93.02832";"93.01205";"94.18605";"94.00000";"88.93663";"94.01198";"94.23077"
"7pm";"66.03774";"74.45652";"72.42206";"81.73516";"73.56322";"81.21951";"82.16463";"83.65019";"75.28090";"62.60870";"86.57106";"87.73585";"91.57025";"89.52772";"95.67901";"90.13889";"88.79837";"94.24460";"92.77978";"95.45455";"90.35639";"96.29630";"93.11828";"93.89671";"94.21296";"94.10480";"89.08108";"94.04762";"94.29530"
