"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019"
"min";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232";"29.232"
"max";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46";"8369.46"
"4am";" 210.820";" 546.515";" 828.687";" 440.783";"  91.222";"1212.173";"  43.199";" 576.534";" 403.245";" 382.471";" 246.912";" 203.867";" 468.985";" 151.901";" 301.249";" 685.766";" 127.344";" 424.659";" 303.178"
"5am";" 253.758";" 532.685";" 807.236";" 474.779";"  91.222";"1212.173";"  43.199";" 533.596";" 363.855";" 382.471";" 246.912";" 203.867";" 482.815";" 173.352";" 340.639";" 685.766";" 127.344";" 390.663";" 303.178"
"6am";"219.248";"532.685";"654.557";"474.779";" 91.222";"973.087";" 87.227";"533.596";"384.932";"361.394";"246.912";"153.624";"505.315";"173.352";"340.639";"641.738";"127.344";"425.173";"303.178"
"7am";" 254.206";" 502.768";" 473.242";" 427.286";"  91.222";"1055.927";"  87.227";" 430.318";" 357.737";" 582.015";" 285.936";" 131.124";" 516.595";" 417.651";" 323.915";" 397.917";"  85.199";" 228.514";" 376.750"
"8am";" 407.847";" 478.255";" 497.755";" 325.049";"  91.222";"1214.003";" 124.837";" 373.089";" 444.889";" 582.015";" 285.936";" 131.124";" 397.999";" 423.927";" 323.915";" 441.945";"  85.199";" 136.497";" 305.347"
"9am";" 364.909";" 472.775";" 423.699";" 364.531";"  91.222";"1260.337";" 124.837";" 416.027";" 444.889";" 654.414";" 285.936";" 131.124";" 346.366";" 433.238";" 323.915";" 469.933";"  85.199";" 164.944";" 248.453"
"10am";" 301.727";" 419.206";" 423.699";" 343.029";"  29.841";"1257.126";" 169.038";" 504.796";" 427.142";" 653.782";" 285.936";" 131.124";" 390.011";" 393.745";" 283.626";" 397.917";"  85.199";" 136.497";" 295.706"
"11am";" 329.329";" 440.486";" 521.749";" 266.152";"  91.222";"1222.378";" 223.282";" 473.256";" 427.142";" 611.500";" 285.936";" 131.124";" 403.479";" 371.700";" 283.626";" 441.945";"  85.199";" 136.497";" 291.521"
"12am";" 276.173";" 516.598";" 522.166";" 338.557";" 150.601";"1087.472";" 141.644";" 533.596";" 430.776";" 528.873";" 285.936";" 131.124";" 527.016";" 381.821";" 323.915";" 409.755";"  85.199";" 181.659";" 303.178"
"1pm";"399.419";"221.567";"574.663";"363.482";" 91.222";"507.276";"874.723";"570.016";"507.527";"448.662";"251.723";"160.843";"443.286";"363.269";"284.525";"469.117";" 85.199";"135.983";"248.971"
"2pm";" 363.839";" 259.910";" 618.319";" 296.856";"  91.222";"1522.302";"  87.227";" 496.849";" 473.058";" 468.708";" 285.936";" 153.624";" 416.199";" 323.776";" 284.525";" 555.867";"  85.199";" 149.813";" 192.077"
"3pm";" 325.167";" 188.595";" 722.081";" 303.028";"  61.381";"1540.961";"  87.227";" 618.369";" 415.544";" 372.903";" 285.936";" 131.124";" 377.175";" 259.648";" 284.525";" 667.343";"  85.199";" 149.813";" 230.456"
