"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",3702.441,6312.456,1455.391,1686.448
"002","4am",1075.132,2595.853,347.251,1171.274
"003","4am",980.655,3292.627,481.501,784.476
"004","4am",1383.646,9621.112,3094.214,3729.588
"005","4am",3183.504,10315.07,5145.708,5325.071
"006","4am",943.48,3557.051,1758.677,1564.057
"007","4am",669.629,4918.962,2911.228,3446.877
"008","4am",1401.826,8115.689,3072.734,7176.834
"009","4am",3509.703,7671.508,3243.602,2659.993
"010","4am",3168.546,9472.085,3463.488,3155.573
"011","4am",2429.716,11703.849,6320.941,2714.978
"012","4am",2907.477,13419.143,3707.29,4218.038
"013","4am",3007.71,11152.718,1475.424,1744.277
"014","4am",4864.012,12608.351,889.25,1159.125
"015","4am",2424.616,8578.156,5686.816,6751.299
"016","4am",2867.169,6383.805,1310.312,1022.636
"017","4am",1821.523,7650.069,3357.287,163.756
"018","4am",1195.136,7454.651,3266.23,2135.844
"019","4am",1930.26,7873.476,2916.397,3648.828
"020","4am",5892.094,7899.474,1722.07,2536.283
"021","4am",5888.037,11603.434,786.997,450.614
"022","4am",2947.288,3573.016,219.61,70.105
"023","4am",6141.945,5357.833,460.653,52.775
"024","4am",1331.808,5144.013,1692.574,2983.976
"025","4am",4349.631,8650.436,872.709,2303.047
"026","4am",2161.313,7180.729,1322.777,484.402
"027","4am",987.972,9180.137,1036.584,1213.488
"028","4am",1308.926,8501.19,2467.029,111.549
"029","4am",6902.87,9247.004,3585.458,963.699
"030","4am",3673.119,13235.162,410.692,108.553
"031","4am",3291.624,6565.125,483.049,131.68
"032","4am",5359.948,7706.701,571.276,144.004
"033","4am",3831.377,6724.665,2230.815,288.075
"034","4am",931.686,10246.786,2470.898,3341.738
"035","4am",3116.681,12188.501,4997.787,2883.221
"036","4am",333.83,7242.807,1787.644,3762.66
"037","4am",2430.003,5004.663,721.36,169.584
"038","4am",1222.512,6927.331,2811.721,1172.056
"039","4am",2550.235,9109.066,1991.229,3270.745
"040","4am",6146.058,8665.49,876.789,845.664
"041","4am",1136.07,8030.144,3293.051,2872.441
"042","4am",527.665,5452.224,1135.549,1471.715
"043","4am",605.894,2627.421,591.109,732.122
"044","4am",1239.956,5584.134,731.26,264.002
"045","4am",538.644,2459.616,876.466,461.979
"046","4am",1328.593,5245.204,334.511,486.059
"047","4am",3057.277,14108.562,4563.977,1960.332
"048","4am",1280.279,5532.986,2381.654,2066.92
"049","4am",1912.463,7237.697,2473.418,1160.225
"050","4am",1438.842,5635.873,1346.425,2103.086
"051","4am",1554.317,5703.776,1574.025,2122.275
"052","4am",742.34,9221.103,3196.596,2165.998
"053","4am",1198.949,6059.244,1291.973,1674.076
"054","4am",524.91,2534.472,874.659,601.582
"055","4am",610.322,1892.775,342.86,582.28
"056","4am",371.902,1682.384,712.821,353.725
"057","4am",475.56,2393.897,940.189,712.754
"058","4am",393.38,4736.003,1163.179,496.977
"059","4am",369.835,8536.102,681.669,428.493
"060","4am",3395.232,6747.536,1715.636,1351.142
"061","4am",3579.752,7510.621,1139.147,1529.478
"062","4am",688.036,4534.736,706.142,1093.728
"063","4am",242.521,3104.918,445.909,844.227
"064","4am",288.846,2440.17,583.17,373.253
"065","4am",1598.873,5181.598,993.731,498.058
"066","4am",536.614,2083.707,831.98,449.231
"067","4am",1279.504,3385.759,2082.728,901.39
"068","4am",887.638,4804.118,1333.186,1053.862
"069","4am",957.865,3557.361,1274.21,1140.495
"070","4am",3053.396,8502.865,3016.749,1643.365
"071","4am",593.246,5138.759,2288.363,2057.348
"072","4am",721.589,2885.386,1319.109,1549.201
"073","4am",2351.648,10119.475,3958.882,1383.248
"074","4am",1866.978,6647.779,751.664,609.753
"075","4am",959.557,4109.266,479.787,259.67
"076","4am",2132.079,6121.93,953.744,466.372
"077","4am",3060.949,10588.58,2271.131,773.584
"078","4am",1113.927,4810.495,753.014,336.936
"079","4am",3099.768,9554.981,3781.47,1336.066
"080","4am",1691.398,7055.694,1521.574,799.753
"081","4am",2549.93,4957.331,1042.812,695.228
"082","4am",686.941,2934.505,497.065,907.511
"083","4am",275.075,2775.378,344.39,593.215
"084","4am",321.573,4784.238,1912.287,2163.739
"085","4am",1093.666,4586.034,2029.24,3804.903
"086","4am",3582.204,6006.159,629.129,2097.547
"087","4am",186.038,3476.583,1018.725,2467.008
"088","4am",267.18,2654.932,1107.041,2768.783
"089","4am",1937.103,6236.608,4489.005,2473.468
"090","4am",2021.218,5879.111,1588.53,644.42
"091","4am",426.526,2073.803,1028.459,1026.465
"092","4am",1967.635,7763.88,1596.751,3161.918
"093","4am",558.726,4420.558,1934.452,1854.655
"094","4am",205.964,984.508,938.059,1123.021
"095","4am",666.351,2308.176,1413.69,1710.874
"096","4am",451.34,3637.798,1122.464,1318.316
"097","4am",769.396,3231.989,828.606,1162.962
"098","4am",508.064,2614.777,2015.629,1062.678
"099","4am",436.868,3360.138,1638.372,892.625
"100","4am",1925.721,4613.788,1568.807,925.52
"101","4am",2185.886,5815.242,1257.288,92.6
"102","4am",171.493,2502.987,143.661,479.864
"103","4am",2205.332,5566.208,1125.485,923.451
"104","4am",3035.175,8769.119,1070.657,1842.605
"105","4am",1507.759,5782.95,1244.179,1849.795
"106","4am",552.131,2235.214,614.117,751.584
"107","4am",2001.299,7918.402,652.592,1196.682
"108","4am",2829.002,6858.652,381.243,277.39
"109","4am",690.399,3901.603,1501.016,317.524
"110","4am",1768.53,3684.516,1597.856,890.754
"111","4am",876.135,3516.066,730.111,307.16
"112","4am",655.975,2452.79,843.949,347.227
"113","4am",2722.974,8728.942,1602.314,227.626
"114","4am",1769.475,6686.312,1607.976,1178.162
"115","4am",1541.84,10691.712,2825.728,793.332
"116","4am",1030.433,7637.959,1146.978,507.947
"117","4am",2424.844,4200.194,1531.274,1132.884
"118","4am",2341.886,12711.948,3228.306,1104.322
"119","4am",1495.69,6514.785,2699.898,1473.29
"120","4am",823.72,2262.764,1021.987,125.888
"121","4am",2740.419,15003.946,1569.408,1789.293
"122","4am",461.656,590.816,23.908,15.882
