"district","hour","act1","act2","act3","act4","act5"
"001","4am",12866.731,310.62,0,0,93.019
"002","4am",5320.883,0,0,0,0
"003","4am",5663.945,0,0,0,0
"004","4am",17992.942,0,0,0,321.396
"005","4am",24135.078,451.199,0,0,106.324
"006","4am",7591.367,337.354,0,0,216.024
"007","4am",11928.801,116.458,0,0,41.304
"008","4am",20486.125,38.364,0,0,0
"009","4am",17840.941,617.466,0,0,315.679
"010","4am",21121.87,267.445,0,0,74.443
"011","4am",22615.849,153.748,0,0,399.887
"012","4am",24630.584,0,0,0,106.912
"013","4am",18487.952,139.249,0,0,0
"014","4am",19263.148,257.59,0,0,0
"015","4am",23833.024,365.503,0,0,0
"016","4am",12103.532,0,0,0,49.359
"017","4am",12839.882,0,0,0,234.631
"018","4am",14051.861,0,0,0,0
"019","4am",16368.961,0,0,0,0
"020","4am",17947.087,102.834,0,0,0
"021","4am",18841.679,0,0,0,26.784
"022","4am",6632.368,177.651,0,0,0
"023","4am",12130.25,309.784,0,0,0
"024","4am",10732.17,478.987,0,0,93.019
"025","4am",15804.992,359.321,0,0,216.038
"026","4am",10974.713,394.661,0,0,0
"027","4am",12418.181,0,0,0,0
"028","4am",12167.156,109.989,0,0,111.549
"029","4am",20327.941,246.73,0,0,124.36
"030","4am",17324.899,102.627,0,0,0
"031","4am",10089.895,138.809,0,242.774,0
"032","4am",13490.798,233.855,0,0,57.276
"033","4am",12920.524,154.408,0,0,0
"034","4am",17361.658,72.53,0,0,174.686
"035","4am",23115.824,329.266,0,0,0
"036","4am",13252.451,0,0,0,0
"037","4am",8150.193,175.417,0,0,0
"038","4am",11326.364,807.256,0,0,0
"039","4am",16868.832,0,0,0,52.443
"040","4am",16204.054,137.337,0,0,192.61
"041","4am",15238.373,93.333,0,0,0
"042","4am",8438.841,205.528,0,0,129.45
"043","4am",4556.546,0,0,0,0
"044","4am",7529.91,286.923,0,0,55.395
"045","4am",4336.705,0,0,0,0
"046","4am",7364.466,29.901,0,0,0
"047","4am",23690.148,0,0,0,0
"048","4am",11261.839,0,0,0,0
"049","4am",12422.857,69.291,0,0,291.655
"050","4am",10524.226,0,0,0,0
"051","4am",10594.357,360.036,0,0,0
"052","4am",15326.037,0,0,0,0
"053","4am",10120.646,127.099,0,0,0
"054","4am",4569.923,0,0,0,0
"055","4am",3451.74,0,0,0,0
"056","4am",3120.832,0,0,0,0
"057","4am",4522.4,0,0,0,0
"058","4am",6714.605,153.566,0,0,0
"059","4am",9880.512,91.796,0,0,43.791
"060","4am",13414.208,0,0,0,55.403
"061","4am",13590.141,246.73,0,0,0
"062","4am",6914.089,108.553,0,0,0
"063","4am",4587.159,50.416,0,0,0
"064","4am",3685.439,0,0,0,0
"065","4am",8200.403,69.217,0,0,87.098
"066","4am",3822.407,49.215,0,0,73.631
"067","4am",7637.879,55.091,0,0,0
"068","4am",7595.331,530.646,0,0,0
"069","4am",6929.931,0,0,0,0
"070","4am",15781.763,434.612,0,0,0
"071","4am",10025.238,0,0,0,52.478
"072","4am",6358.02,52.202,0,0,164.437
"073","4am",17049.977,625.582,0,0,137.694
"074","4am",9814.169,62.005,0,0,0
"075","4am",5512.133,134.221,0,0,161.926
"076","4am",9499.588,174.537,0,0,0
"077","4am",15479.254,1009.19,0,0,205.8
"078","4am",6779.549,234.823,0,0,0
"079","4am",17605.024,0,0,0,114.385
"080","4am",11068.419,0,0,0,0
"081","4am",9205.03,40.271,0,0,0
"082","4am",5101.376,0,0,0,0
"083","4am",4018.799,0,0,0,0
"084","4am",13783.097,54.783,0,0,398.95
"085","4am",12394.151,0,0,0,626.768
"086","4am",13375.082,41.843,0,0,0
"087","4am",7710.691,153.188,0,0,0
"088","4am",6854.032,0,0,0,0
"089","4am",14878.399,297.788,0,0,380.973
"090","4am",10133.279,0,0,0,0
"091","4am",5048.31,37.739,0,0,0
"092","4am",14382.269,70.895,0,0,37.02
"093","4am",7727.486,1062.96,0,0,0
"094","4am",3275.586,0,0,0,0
"095","4am",6161.909,0,0,0,0
"096","4am",6394.876,135.042,0,0,0
"097","4am",5867.519,197.582,0,0,0
"098","4am",6167.675,33.473,0,0,0
"099","4am",6251.36,58.559,0,0,18.084
"100","4am",9033.836,0,0,0,100.24
"101","4am",9226.499,124.517,0,0,0
"102","4am",3298.005,0,0,0,0
"103","4am",9885.164,0,0,0,0
"104","4am",14717.556,0,0,0,0
"105","4am",10285.833,98.85,0,0,0
"106","4am",4153.046,0,0,0,0
"107","4am",11644.363,42.811,81.801,0,0
"108","4am",9871.803,221.357,0,0,253.127
"109","4am",6410.542,0,0,0,0
"110","4am",7708.632,158.669,0,0,74.355
"111","4am",5429.472,0,0,0,0
"112","4am",4341.403,0,0,0,0
"113","4am",13281.856,0,0,0,0
"114","4am",11170.666,0,0,0,71.259
"115","4am",15634.927,72.437,0,0,145.248
"116","4am",9810.101,513.216,0,0,0
"117","4am",9214.134,75.062,0,0,0
"118","4am",18484.356,822.93,0,0,297.803
"119","4am",12249.474,65.811,0,0,0
"120","4am",4215.849,18.51,0,0,0
"121","4am",21061.264,41.802,0,0,0
"122","4am",1092.262,0,0,0,0
"123","4am",13271.571,295.103,0,0,107.191
"124","4am",8206.771,90.419,0,0,106.912
"125","4am",10527.892,0,0,0,7.941
"126","4am",11469.58,888.348,0,0,0
"127","4am",6343.791,53.703,0,0,0
"128","4am",10928.844,140.166,0,0,0
"129","4am",9004.237,73.49,0,0,0
"130","4am",9391.377,73.729,0,0,29.849
"131","4am",4818.039,0,0,0,0
"132","4am",9549.029,0,0,0,68.019
"133","4am",10461.499,149.025,0,38.465,245.935
"134","4am",6685.629,192.949,0,0,26.503
"135","4am",6345.783,0,0,0,0
"136","4am",10787.404,0,0,0,0
"137","4am",12345.843,0,0,0,32.7
"001","5am",12611.505,519.777,0,0,93.019
"002","5am",5276.36,0,0,0,0
"003","5am",5574.929,0,0,0,0
"004","5am",17724.35,757.614,0,0,321.396
"005","5am",23718.206,666.556,0,0,106.324
"006","5am",7591.367,418.006,0,0,280.096
"007","5am",11788.934,298.861,0,0,41.304
"008","5am",20486.125,695.443,0,0,0
