"district","hour","act1","act2","act3","act4","act5"
"001","4am",96.95834,2.3407034,0,0,0.70095257
"002","4am",100,0,0,0,0
"003","4am",100,0,0,0,0
"004","4am",98.24511,0,0,0,1.75488735
"005","4am",97.74215,1.827264,0,0,0.43059052
"006","4am",93.20571,4.1419836,0,0,2.6523114
"007","4am",98.69473,0.9635328,0,0,0.34173487
"008","4am",99.81308,0.1869182,0,0,0
"009","4am",95.02961,3.2889271,0,0,1.68146135
"010","4am",98.40714,1.2460306,0,0,0.34683116
"011","4am",97.6105,0.6635797,0,0,1.72592104
"012","4am",99.56781,0,0,0,0.43218602
"013","4am",99.25244,0.7475573,0,0,0
"014","4am",98.68043,1.319571,0,0,0
"015","4am",98.48957,1.5104349,0,0,0
"016","4am",98.85358,0,0,0,0.40313139
"017","4am",98.20543,0,0,0,1.7945678
"018","4am",100,0,0,0,0
"019","4am",100,0,0,0,0
"020","4am",99.43028,0.5697199,0,0,0
"021","4am",99.85805,0,0,0,0.14195115
"022","4am",97.39133,2.6086711,0,0,0
"023","4am",97.50978,2.4902183,0,0,0
"024","4am",94.93987,4.2372571,0,0,0.82287289
"025","4am",96.48751,2.1936099,0,0,1.31888505
"026","4am",96.52874,3.4712641,0,0,0
"027","4am",100,0,0,0,0
"028","4am",98.21177,0.8878176,0,0,0.90040968
"029","4am",98.20721,1.1919882,0,0,0.60080107
"030","4am",99.41112,0.5888788,0,0,0
"031","4am",96.35598,1.3255913,0,2.3184311,0
"032","4am",97.88759,1.6968234,0,0,0.41558769
"033","4am",98.81905,1.1809469,0,0,0
"034","4am",98.59607,0.4118946,0,0,0.9920339
"035","4am",98.59559,1.4044135,0,0,0
"036","4am",100,0,0,0,0
"037","4am",97.89304,2.1069567,0,0,0
"038","4am",93.34695,6.6530516,0,0,0
"039","4am",99.69008,0,0,0,0.30992345
"040","4am",98.00443,0.8306338,0,0,1.1649328
"041","4am",99.39124,0.6087581,0,0,0
"042","4am",96.18207,2.3425147,0,0,1.47541225
"043","4am",100,0,0,0,0
"044","4am",95.65157,3.6447496,0,0,0.70367627
"045","4am",100,0,0,0,0
"046","4am",99.59562,0.4043754,0,0,0
"047","4am",100,0,0,0,0
"048","4am",100,0,0,0,0
"049","4am",97.17654,0.5420218,0,0,2.2814416
"050","4am",100,0,0,0,0
"051","4am",96.71332,3.2866814,0,0,0
"052","4am",100,0,0,0,0
"053","4am",98.75974,1.2402631,0,0,0
"054","4am",100,0,0,0,0
"055","4am",100,0,0,0,0
"056","4am",100,0,0,0,0
"057","4am",100,0,0,0,0
"058","4am",97.76409,2.2359082,0,0,0
"059","4am",98.64631,0.9164846,0,0,0.43720614
"060","4am",99.58868,0,0,0,0.41131849
"061","4am",98.21687,1.7831344,0,0,0
"062","4am",98.45424,1.5457573,0,0,0
"063","4am",98.91288,1.0871199,0,0,0
"064","4am",100,0,0,0,0
"065","4am",98.12947,0.8282797,0,0,1.04225128
"066","4am",96.88623,1.2474485,0,0,1.86631884
"067","4am",99.28388,0.7161213,0,0,0
"068","4am",93.46976,6.5302425,0,0,0
"069","4am",100,0,0,0,0
"070","4am",97.31992,2.6800811,0,0,0
"071","4am",99.47927,0,0,0,0.52073307
"072","4am",96.70494,0.7939879,0,0,2.50107268
"073","4am",95.71512,3.5118908,0,0,0.77298627
"074","4am",99.37218,0.6278241,0,0,0
"075","4am",94.9013,2.3108562,0,0,2.78784769
"076","4am",98.19584,1.8041632,0,0,0
"077","4am",92.7221,6.0451375,0,0,1.23276023
"078","4am",96.65226,3.3477409,0,0,0
"079","4am",99.05887,0,0,0,0.64361448
"080","4am",100,0,0,0,0
"081","4am",99.56442,0.4355834,0,0,0
"082","4am",100,0,0,0,0
"083","4am",100,0,0,0,0
"084","4am",96.81296,0.3847977,0,0,2.80223898
"085","4am",95.18645,0,0,0,4.81354657
"086","4am",99.68813,0.3118673,0,0,0
"087","4am",98.052,1.9479954,0,0,0
"088","4am",100,0,0,0,0
"089","4am",95.63699,1.914154,0,0,2.44885956
"090","4am",100,0,0,0,0
"091","4am",99.25799,0.7420102,0,0,0
"092","4am",99.25525,0.4892622,0,0,0.2554833
"093","4am",87.50689,12.0370747,0,0,0
"094","4am",100,0,0,0,0
"095","4am",100,0,0,0,0
"096","4am",97.93195,2.0680505,0,0,0
"097","4am",96.74231,3.2576869,0,0,0
"098","4am",99.46021,0.5397871,0,0,0
"099","4am",98.78883,0.9253946,0,0,0.28577736
"100","4am",98.90257,0,0,0,1.09742901
"101","4am",98.66841,1.3315879,0,0,0
"102","4am",100,0,0,0,0
"103","4am",100,0,0,0,0
"104","4am",100,0,0,0,0
"105","4am",99.04812,0.9518827,0,0,0
"106","4am",100,0,0,0,0
"107","4am",98.94118,0.3637615,0.6950563,0,0
"108","4am",95.41397,2.1394825,0,0,2.44654918
"109","4am",100,0,0,0,0
"110","4am",97.0658,1.9979334,0,0,0.93626569
"111","4am",100,0,0,0,0
"112","4am",100,0,0,0,0
"113","4am",100,0,0,0,0
"114","4am",99.36613,0,0,0,0.63386831
"115","4am",98.62682,0.4569405,0,0,0.91624018
"116","4am",95.02857,4.9714254,0,0,0
"117","4am",99.19194,0.808057,0,0,0
"118","4am",94.28346,4.1975326,0,0,1.51900866
"119","4am",99.46562,0.5343847,0,0,0
"120","4am",99.56286,0.4371382,0,0,0
"121","4am",99.80192,0.198085,0,0,0
"122","4am",100,0,0,0,0
"123","4am",97.05793,2.1581535,0,0,0.7839115
"124","4am",97.65197,1.0758913,0,0,1.27214068
"125","4am",99.92463,0,0,0,0.07537135
"126","4am",92.81151,7.1884866,0,0,0
"127","4am",99.16056,0.8394381,0,0,0
"128","4am",98.73371,1.2662921,0,0,0
"129","4am",99.19044,0.8095639,0,0,0
"130","4am",98.90913,0.7765071,0,0,0.31436695
"131","4am",100,0,0,0,0
"132","4am",99.29272,0,0,0,0.70727525
"133","4am",96.02177,1.3678388,0,0.3530543,2.25733562
"134","4am",96.82188,2.7943047,0,0,0.38381881
"135","4am",100,0,0,0,0
"136","4am",100,0,0,0,0
"137","4am",99.73583,0,0,0,0.26416679
"001","5am",95.36614,3.9304686,0,0,0.70339446
"002","5am",100,0,0,0,0
"003","5am",100,0,0,0,0
