"district","hour","educmen1","educmen2","educmen3","educmen4"
"001","4am",28.14103,47.97889,11.061946,12.8181336
"002","4am",20.717409,50.02116,6.691402,22.5700307
"003","4am",17.703722,59.44165,8.692516,14.1621109
"004","4am",7.76084,53.96461,17.355378,20.9191769
"005","4am",13.28156,43.03441,21.467864,22.216165
"006","4am",12.059926,45.4676,22.48009,19.9923817
"007","4am",5.60514,41.17425,24.368478,28.8521362
"008","4am",7.091719,41.05658,15.544701,36.3069958
"009","4am",20.542832,44.90252,18.985302,15.5693486
"010","4am",16.451696,49.18087,17.983091,16.3843378
"011","4am",10.486707,50.51407,27.28132,11.7179045
"012","4am",11.988633,55.33223,15.286566,17.392574
"013","4am",17.305453,64.16936,8.489143,10.0360417
"014","4am",24.917152,64.58952,4.555412,5.9379159
"015","4am",10.343534,36.59484,24.260242,28.8013803
"016","4am",24.75128,55.10918,11.311471,8.8280636
"017","4am",14.019658,58.88004,25.839924,1.2603756
"018","4am",8.505179,53.05099,23.24411,15.1997234
"019","4am",11.792196,48.10004,17.816629,22.2911399
"020","4am",32.643323,43.76459,9.540596,14.0514909
"021","4am",31.437937,61.9541,4.202005,2.4059588
"022","4am",43.278705,52.46705,3.224807,1.0294391
"023","4am",51.12661,44.59953,3.834555,0.4393082
"024","4am",11.941927,46.12484,15.176809,26.756427
"025","4am",26.889704,53.47756,5.395144,14.2375878
"026","4am",19.385327,64.40566,11.8643,4.3447161
"027","4am",7.955851,73.92497,8.347309,9.7718659
"028","4am",10.565488,68.62055,19.913552,0.9004097
"029","4am",33.348759,44.67361,17.321864,4.6557687
"030","4am",21.076537,75.94401,2.356571,0.6228824
"031","4am",31.434187,62.6953,4.612997,1.2575111
"032","4am",38.891131,55.91888,4.145109,1.0448755
"033","4am",29.303227,51.43174,17.061771,2.2032619
"034","4am",5.483374,60.30676,14.542301,19.6675696
"035","4am",13.441971,52.56793,21.555016,12.4350788
"036","4am",2.543091,55.17513,13.618131,28.6636468
"037","4am",29.187087,60.11167,8.66435,2.0368958
"038","4am",10.07541,57.09204,23.172977,9.659574
"039","4am",15.071175,53.83203,11.767606,19.3291877
