"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364";"4646.364"
"4am";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0"
"6am";"422.565";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"575.502";"  0.000";"  0.000";"0";"0"
"7am";"2432.789";" 982.175";"1823.923";"1422.642";" 829.312";"1405.760";"   0.000";" 823.562";"1248.273";" 836.024";"   0.000";" 838.983";"1088.176";"1641.829";"   0.000";"   0.000";" 559.015";"   0.000"
"8am";"4124.340";"1792.791";"3473.741";"2368.461";"1328.819";"2218.341";"   0.000";"1272.518";"2336.436";"1672.074";" 611.247";"1966.295";"1738.342";"3357.666";"   0.000";" 830.195";"1017.228";"   0.000"
"9am";"4516.349";"2171.460";"3809.341";"2554.358";"1501.946";"2402.861";" 519.405";"1317.192";"2345.468";"1779.703";" 834.805";"2526.780";"1844.100";"3589.462";"   0.000";" 914.769";"1244.115";"   0.000"
"10am";"4646.364";"2191.537";"4266.089";"2488.198";"1345.106";"2405.131";" 532.252";"1531.537";"2449.118";"1829.868";"1020.975";"2914.674";"1983.255";"3721.719";"   0.000";" 920.237";"1497.457";"   0.000"
"11am";"4421.574";"1912.169";"3418.110";"2581.046";"1274.628";"2387.476";" 498.986";"1189.561";"2343.768";"1903.663";" 919.249";"2447.230";"1989.179";"3575.771";"   0.000";" 920.237";"1093.085";"   0.000"
"12am";"2809.039";"1654.454";"1967.042";"1923.677";" 985.825";"1694.229";"   0.000";" 950.905";"1612.441";"1015.113";" 622.896";"1844.342";"1475.023";"2712.080";"   0.000";" 752.243";"1026.189";"   0.000"
"1pm";"3733.317";"2026.594";"2848.302";"2301.040";" 975.105";"2434.071";" 539.436";" 996.877";"2315.768";"1615.955";" 889.170";"2297.165";"1875.477";"2685.060";"   0.000";" 997.961";" 909.598";"   0.000"
"2pm";"4027.499";"2170.935";"3185.805";"2276.909";" 956.198";"2486.772";" 605.908";"1070.645";"2443.306";"1545.843";"1050.210";"2480.929";"2129.730";"2980.781";"   0.000";"1051.595";"1402.853";"   0.000"
"3pm";"4396.265";"2066.630";"3120.621";"2297.490";"1039.350";"2272.576";" 690.166";"1047.173";"2319.947";"1443.690";" 946.146";"2439.779";"2128.618";"3042.095";"   0.000";" 935.986";"1938.628";"   0.000"
"4pm";"3933.603";"2067.437";"2633.341";"2029.547";" 672.523";"1808.029";" 623.606";" 763.196";"1662.480";"1503.772";" 782.684";"2539.252";"1849.253";"2720.466";"   0.000";" 601.072";"1516.041";"   0.000"
"5pm";"2875.468";" 863.830";"1741.333";"1581.658";"   0.000";"1132.519";" 397.936";" 386.968";" 730.062";"1085.828";" 665.555";"1828.981";"1547.533";"2081.800";"   0.000";"   0.000";"1130.424";"   0.000"
"6pm";"2145.174";" 495.451";"1311.429";" 905.892";"   0.000";" 765.536";"   0.000";"   0.000";" 449.770";"   0.000";"   0.000";"1051.622";" 934.741";"1332.516";"   0.000";"   0.000";" 578.402";"   0.000"
"7pm";"1669.436";"   0.000";"1129.012";" 639.602";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 378.310";" 516.869";" 656.307";"   0.000";"   0.000";"   0.000";"   0.000"
"8pm";"1321.143";"   0.000";" 903.302";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 351.375";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9pm";"1256.618";"   0.000";" 644.305";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 351.375";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"10pm";"740.261";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
