"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559";"4.10334346504559"
"max";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256";"63.7571157495256"
"4am";"13.247863";" 6.935484";" 9.291339";"13.573407";" 7.979626";"14.102564";"10.714286";"12.717537";"13.147410";"10.590015";"11.982882";"13.103448";" 9.441233";"12.406015";"13.573407";"10.620690";"10.271903";"10.978836";" 8.532934";"11.111111";"10.830861"
"5am";"12.994350";" 6.891026";" 9.276730";"13.573407";" 8.277027";"14.164306";"10.948905";"12.803235";"13.112583";"10.486322";"11.832612";"13.073713";" 9.702970";"12.530414";"13.380282";"10.664820";"10.403727";"10.918775";" 8.858859";"10.962567";"10.992366"
"6am";"12.881806";" 6.687403";" 9.815951";"13.528591";" 8.006536";"14.225941";"11.128049";"12.466844";"13.806971";"10.138249";"12.030075";"13.609467";" 9.684211";"11.751412";"14.112291";"11.194030";"11.111111";"10.540541";" 9.247649";"11.209440";"10.855263"
"7am";"20.094340";" 5.065359";"14.551084";"10.194175";" 6.924101";" 9.985935";"10.756303";"13.075780";"17.412935";" 8.345753";"12.048193";"14.003591";" 7.673861";" 8.651911";"11.926606";"10.806175";"11.198428";" 9.447674";" 8.362369";"10.801964";" 9.765625"
"8am";"22.083333";" 4.103343";"17.524339";" 8.462867";" 6.220096";" 7.769784";"10.889292";"12.171053";"20.092915";" 7.536232";"10.300429";"12.320329";" 8.226221";" 6.693307";"11.914062";"10.091743";"11.250000";" 8.208955";" 8.208955";"10.175439";" 9.730849"
"9am";"23.282134";" 4.471545";"17.724868";" 8.258528";" 6.329114";" 7.715134";"10.857143";"12.086093";"20.022624";" 6.726457";" 9.876543";"12.389381";" 8.108108";" 6.511176";"12.164948";"10.357815";"10.840708";" 8.066971";" 8.055010";"10.218978";"10.021786"
"10am";"23.126511";" 5.056890";"17.437252";" 7.992895";" 6.387921";" 8.333333";"10.748560";"12.605042";"20.023015";" 6.973294";" 9.793103";"11.982571";" 8.379888";" 6.457740";"12.236287";"10.444874";"10.502283";" 8.437500";" 7.587549";"10.526316";"10.755149"
"11am";"23.063830";" 5.080545";"16.818774";" 8.347826";" 6.537530";" 8.510638";"11.450382";"12.698413";"19.415205";" 6.901840";"10.231924";"11.428571";" 9.116022";" 7.032755";"12.348178";" 9.960938";"10.392610";" 8.655332";" 7.824427";"10.583942";"10.690423"
"12am";"23.493976";" 6.289308";"14.876033";" 8.873720";" 6.532067";" 8.854962";"10.800745";"12.559618";"19.691578";" 6.746627";"10.405405";"10.859729";" 8.659218";" 7.621951";"12.328767";"10.742188";" 9.887640";" 9.831029";" 7.824427";" 9.660107";"10.810811"
"1pm";"23.234811";" 5.896510";"14.398943";" 9.515260";" 6.279621";" 9.023669";"10.677618";"12.624585";"19.248292";" 7.727273";"10.869565";"10.755149";" 8.611111";" 7.305503";"11.224490";"11.660079";"10.023310";" 9.316770";" 8.008214";" 9.836066";"10.983982"
