"hour";"101";"102";"103";"104";"105";"106";"107";"108";"109";"110";"111";"112";"113";"114";"115";"116";"117";"118";"119";"120";"121";"122";"123";"124";"125";"126";"127";"128";"129";"130";"131";"132";"133";"134";"201";"202";"203";"204";"205";"206";"207";"208";"209";"210";"211";"212";"213";"214";"215";"216";"217";"218";"219";"220";"221";"222";"223";"224";"225";"226";"227";"228";"229";"230";"231";"232";"233"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365";"10869.2365"
"4am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0";"0";" 0";"0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";"0";"0"
"5am";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"507.5022";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000"
"7am";" 457.0614";"   0.0000";"   0.0000";"   0.0000";" 511.2247";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1616.9796";"1333.5552";" 742.0508";"   0.0000";"   0.0000";"   0.0000";" 483.7863";" 809.5524";"   0.0000";"   0.0000";"   0.0000";" 953.2857";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 527.7984";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 554.6975";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";" 804.9731";"1589.4087";"   0.0000";"   0.0000";"1226.4167";"   0.0000";" 943.7174";"   0.0000";"   0.0000";"   0.0000";"3297.2129";"1719.3458";" 948.4700";"   0.0000";"   0.0000";"   0.0000";"1336.9109";"1449.1102";"   0.0000";" 409.1591";"   0.0000";"1643.1748";"   0.0000";"   0.0000";" 564.2927";"   0.0000";"   0.0000";" 770.4360";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1136.4296";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 725.7658";" 764.2450";"   0.0000";"   0.0000";"   0.0000";"1726.7975";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2188.5129";" 842.5828";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";" 893.9918";"1684.5986";"   0.0000";"   0.0000";"1307.6839";" 813.1838";"1008.1840";" 585.6911";"   0.0000";"   0.0000";"3993.1189";"1925.4096";" 980.4464";"   0.0000";"   0.0000";"   0.0000";"1870.6254";"1624.9292";" 440.9629";" 516.7256";"   0.0000";"1859.7665";"   0.0000";"   0.0000";" 668.9614";"   0.0000";"   0.0000";" 759.1363";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1067.9133";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 656.4889";" 710.7138";"   0.0000";"   0.0000";"   0.0000";"1859.7736";"   0.0000";" 794.1688";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2385.4965";"1175.7706";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"1095.9487";"1747.0352";"   0.0000";"   0.0000";"1307.6839";" 893.8116";" 990.0629";" 630.4813";"   0.0000";"   0.0000";"4134.8556";"2273.4423";"1065.2307";"   0.0000";"   0.0000";"   0.0000";"1813.6481";"1618.1736";" 759.3678";" 485.5054";"   0.0000";"2110.3001";" 506.6922";"   0.0000";" 772.1655";"   0.0000";"   0.0000";" 707.8025";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1067.9133";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 896.6964";" 770.1770";"   0.0000";"   0.0000";"   0.0000";"1946.2408";"   0.0000";" 894.3872";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2261.8016";"1265.3605";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
