"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541";"9009.19541"
"4am";"4349.195";"3458.772";"4686.562";"5558.155";"3522.492";"5178.123";"3567.383";"3544.216";"4474.084";"5972.389";"3168.743";"6888.168";"5713.122";"4149.972";"4330.412";"4645.657";"8234.579";"4429.848";"6224.533";"5317.093";"2459.439";"2278.072";"2053.608";"2657.278";"3149.212";"2185.983";"2477.732";"2888.623"
"5am";"4205.699";"3458.772";"4638.467";"5635.985";"3522.492";"5178.123";"3506.391";"3518.201";"4552.765";"6053.451";"3074.128";"6757.985";"5604.173";"4199.096";"4603.441";"4753.980";"8227.116";"4298.798";"6167.281";"5179.287";"2431.474";"2256.913";"2002.703";"2598.192";"3116.267";"2185.983";"2451.017";"2885.860"
"6am";"4155.805";"3593.737";"4606.608";"5408.054";"3202.327";"5273.531";"3481.923";"3198.664";"4492.605";"6145.344";"2974.879";"7019.722";"5417.358";"4600.916";"4624.926";"4824.266";"8016.452";"4016.955";"5992.709";"4888.359";"2438.513";"2218.816";"1786.844";"2384.526";"3058.403";"2213.621";"2177.626";"2807.524"
"7am";"4187.570";"4145.346";"5602.839";"5430.737";"3482.654";"5797.925";"3177.366";"2925.310";"4316.605";"6402.331";"2736.252";"6689.772";"4317.443";"4868.323";"5272.835";"4380.447";"6348.849";"2983.698";"5489.669";"3157.125";"1948.480";"1599.153";"1335.812";"1830.361";"2288.780";"1520.603";"1745.676";"1972.377"
"8am";"6500.9327";"4824.9633";"7375.3397";"6484.4352";"4185.9123";"6156.4367";"3449.3105";"3082.7890";"3203.7017";"6533.7923";"2210.6302";"6998.2323";"3717.6535";"4769.8803";"5996.7432";"4581.4234";"5566.4124";"2530.2676";"4664.3551";"2668.4165";"1222.1590";"1182.6302";" 768.6202";"1610.2061";"1867.8363";"1168.3779";"1344.3794";"1552.5582"
"9am";"7445.8730";"4696.0100";"7526.0349";"6384.7427";"4306.2374";"6102.6525";"3471.1391";"3285.4698";"3124.6697";"6498.0431";"2226.0198";"7036.2236";"3571.8638";"4247.2526";"6195.3966";"4645.6837";"5438.2492";"2307.9390";"4255.5741";"2625.1746";"1156.9062";"1181.2863";" 732.1382";"1471.6167";"1815.3881";"1091.4297";"1320.0091";"1425.5611"
"10am";"7773.6633";"4573.8678";"7284.1416";"6486.5090";"4079.5371";"6602.8745";"3491.7360";"3233.8409";"3068.5341";"6265.2352";"2201.4435";"7409.3067";"3494.7188";"4129.7857";"6024.0793";"4314.6940";"5326.5455";"2157.3404";"4402.0539";"2491.6817";"1202.9860";"1064.4313";" 654.0944";"1368.7334";"1857.6046";" 972.7641";"1145.8909";"1486.4914"
"11am";"7831.7527";"5033.4136";"7679.7038";"5985.0292";"4037.2614";"6612.1982";"3372.2887";"2863.9503";"3582.4140";"5692.3511";"2426.8775";"6910.8841";"3498.5158";"4535.5277";"5622.2012";"4706.7886";"5215.6446";"2336.6336";"4594.4123";"2374.0359";"1225.3514";"1093.7999";" 706.0683";"1356.7399";"1761.7507";"1011.3635";"1180.8691";"1448.4972"
