"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853";"56.853"
"max";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18";"3100.18"
"4am";"1645.747";" 945.058";"2396.769";" 920.101";" 685.877";"1793.926";" 943.419";"1766.464";"1510.566";"1030.212";" 835.652";"1418.308";"1256.664";" 843.300";" 665.331"
"5am";"1645.747";" 945.058";"2346.400";" 920.101";" 685.877";"1793.926";" 943.419";"1766.464";"1510.566";" 953.161";" 824.189";"1418.308";"1256.664";" 843.300";" 665.139"
"6am";"1645.747";" 950.721";"2413.197";" 948.205";" 685.877";"1793.926";" 941.198";"1702.024";"1432.578";" 937.432";" 790.123";"1156.925";"1313.452";" 734.107";" 665.139"
"7am";"1953.637";"1178.912";"2499.318";" 891.429";" 598.494";"1705.568";" 814.475";"1780.537";"1085.085";" 745.166";" 829.149";" 886.941";"1173.491";" 628.379";" 614.505"
"8am";"2056.633";"1826.209";"3100.180";" 711.993";" 886.361";" 888.235";"1082.589";"1730.176";" 708.052";" 424.681";" 572.086";" 752.445";" 962.130";" 481.260";" 313.908"
"9am";"1994.402";"1784.153";"3041.071";" 753.400";" 853.556";" 841.760";" 882.383";"1793.654";" 594.264";" 474.138";" 517.689";" 813.141";" 936.251";" 446.650";" 348.628"
"10am";"1996.941";"1781.749";"2637.248";" 803.136";" 845.077";" 867.124";" 951.829";"1866.562";" 516.276";" 453.919";" 450.290";" 787.005";" 947.952";" 889.511";" 328.621"
"11am";"1922.533";"1433.564";"2511.960";" 995.799";" 840.043";"1094.974";" 876.128";"1757.564";" 759.617";" 538.241";" 422.859";" 916.336";"1041.424";" 529.372";" 321.396"
"12am";"1874.693";"1098.820";"2170.726";"1011.302";" 545.982";"1524.587";" 753.307";"1954.304";" 956.155";" 611.508";" 713.917";"1127.234";"1094.744";" 798.893";" 403.636"
"1pm";"1896.926";"1607.253";"2458.332";"1002.811";" 480.346";"1219.876";" 843.446";"1806.952";" 781.835";" 499.699";" 870.711";" 845.573";"1133.162";" 643.826";" 372.542"
"2pm";"2169.375";"1604.480";"2594.600";" 576.970";" 479.883";" 968.998";"1184.409";"1667.010";" 585.699";" 496.909";" 398.881";"1165.265";"1072.161";" 628.831";" 340.624"
"3pm";"2030.531";"1642.512";"2498.966";" 693.289";" 412.341";" 847.336";"1194.300";"1608.367";" 526.321";" 485.377";" 490.198";"1107.264";"1164.955";" 834.489";" 367.823"
"4pm";"2044.488";"1684.468";"2569.475";" 680.236";" 546.098";"1019.821";" 739.209";"1314.447";" 549.332";" 683.222";" 489.810";"1342.123";" 966.247";" 836.006";" 398.245"
"5pm";"1878.663";"1058.711";"2342.433";" 939.947";" 615.292";" 737.098";" 717.746";"1707.230";" 675.482";" 961.751";" 518.221";"1529.179";" 937.945";" 977.228";" 482.601"
"6pm";"1276.835";" 961.496";"2232.268";"1055.007";" 539.213";"1877.205";" 959.708";"1655.861";"1211.648";"1120.158";" 512.285";"1273.175";"1236.377";" 993.347";" 480.772"
"7pm";"1437.646";"1031.494";"2631.883";" 843.195";" 528.358";"1874.820";" 938.328";"1831.728";"1371.559";"1206.672";" 565.301";"1374.140";"1212.126";" 828.153";" 599.030"
"8pm";"1382.098";"1131.382";"2672.861";" 776.186";" 674.684";"1849.428";" 926.425";"1663.011";"1321.905";"1345.678";" 443.287";"1387.175";"1209.890";" 886.479";" 553.017"
"9pm";"1602.188";"1149.383";"2692.814";" 776.186";" 674.684";"1831.427";" 695.662";"1542.630";"1417.576";"1357.956";" 443.287";"1478.653";"1177.467";" 879.469";" 614.030"
"10pm";"1561.445";"1116.444";"2653.171";" 789.097";" 714.327";"1808.901";" 695.662";"1629.610";"1440.102";"1357.956";" 464.956";"1451.288";"1164.556";" 879.469";" 628.777"
"11pm";"1483.660";"1095.944";"2667.367";" 803.192";" 725.520";"1857.371";" 729.301";"1645.850";"1465.262";"1385.963";" 475.863";"1481.239";"1207.735";" 843.300";" 665.331"
"12pm";"1461.731";"1095.944";"2667.367";" 777.148";" 725.520";"1849.959";" 743.223";"1671.894";"1489.427";"1385.963";" 491.282";"1481.239";"1207.735";" 843.300";" 679.378"
"1am";"1650.596";" 945.058";"2478.502";" 777.148";" 725.520";"1849.959";" 894.109";"1671.894";"1489.427";"1385.963";" 491.282";"1481.239";"1207.735";" 843.300";" 679.378"
"2am";"1650.596";" 945.058";"2478.502";" 777.148";" 725.520";"1849.959";" 894.109";"1699.167";"1489.427";"1385.963";" 491.282";"1481.239";"1207.735";" 843.300";" 679.378"
"3am";"1650.596";" 945.058";"2813.279";" 777.148";" 725.520";"1849.959";" 894.109";"1699.167";"1489.427";"1111.122";" 491.282";"1481.239";"1207.735";" 843.300";" 679.378"
