"11am",18773.91811,5930.86043,1867.56311,2300.57707,4847.80025,3359.46545,2854.07119,894.01175,2316.27609,4111.39631,7821.20115,2413.32055,5219.28274,3542.47753,2083.98835,3519.10517,2410.98844,11619.09996,3873.59004,995.22881,2845.61157,5659.72207,2237.45017,1188.79514,1889.93368,2721.93475,1076.23589,0,659.10198,4399.4137,4645.63816,634.49552,1303.45174,959.18515,2368.75672,623.45565,1345.79981,962.35067,0,1343.41893,744.85565,1193.31715,695.66799,1271.58101,805.04155,885.16122,1388.52492,4862.88167,1999.90782,0,2652.70166,1934.76529,940.29924,0,0,584.15186,0,4504.55916,1864.10718,1091.20914,1025.14849
"12am",17786.81833,5268.32967,1467.01822,2012.58385,3420.92367,3422.88596,2535.59214,605.12252,2323.25368,3373.98005,5834.78904,2130.02937,4417.16305,2759.44896,1482.46806,2272.76051,2128.95265,10917.42827,3417.31789,0,2150.22084,5083.26973,2002.90027,941.22202,1630.92848,2529.70354,724.76496,668.01857,0,4787.4633,3569.02389,0,1017.26708,759.20346,2341.16588,0,1050.09833,828.05317,0,834.7128,565.53242,1019.42299,611.88467,1051.49741,805.04155,958.2518,1200.56379,3704.57129,1056.93518,0,2142.01351,1844.3039,804.44382,0,0,0,0,3810.62108,1470.21841,1042.02097,975.69062
"1pm",19434.87428,6190.89387,1986.31237,2109.71083,4582.34269,3502.01681,3129.83745,1050.47659,2243.53626,3988.75084,6951.55047,2429.37461,5357.178,3526.47143,1974.02026,3549.53535,2679.78911,11776.7291,3959.39686,948.27765,2526.3286,6146.00745,2417.98646,1105.49162,1507.69844,2767.06458,1129.98989,0,734.65473,4394.63126,4445.12951,804.66626,1319.27116,785.252,3107.16504,577.20068,800.00642,885.1202,0,982.06166,981.74574,1160.97996,741.90468,1199.2335,957.91431,944.57886,1149.18573,4018.55862,1885.7224,0,2434.83126,2169.90673,822.51252,0,585.05515,544.10209,0,4655.10932,1644.88018,1230.49497,935.03674
"2pm",22252.25219,7006.32628,2026.95081,2300.03345,4866.08326,4127.72787,3065.92956,1101.24299,2729.36026,4448.10628,7555.70436,2679.13507,5431.97019,3254.73649,2177.57839,4079.10682,3391.73742,12045.8873,4505.98364,1147.23963,2749.32753,6564.69919,2479.72329,1285.05171,1709.50819,3415.58024,1473.95547,0,886.06658,4595.24226,4263.9948,755.41358,1261.79521,810.68319,3491.37258,624.48962,1025.43146,1010.00025,591.13452,1082.61308,1021.10558,1334.43244,854.12875,1406.26471,722.23508,1020.9709,1260.71531,4961.02756,1990.11081,0,2773.18454,2412.07678,817.42779,522.46044,536.4291,698.58578,0,5090.81156,1798.68539,1588.58097,944.1395
"3pm",22065.53168,7122.42661,1961.13875,2178.70172,4446.33376,3866.55781,3008.73529,833.85382,2575.39414,4242.06378,8160.44159,2388.78948,4760.99883,3035.69257,1983.35371,4299.11844,3409.45465,11552.79408,4263.02612,1083.24422,2668.26023,5826.10818,2101.41347,1281.37809,1812.25346,3490.15579,1413.08178,0,922.01713,4567.4375,4351.42982,755.41358,1349.59822,717.56325,3765.22124,0,1127.21736,1009.72113,569.74472,842.58285,1028.67629,1374.48461,852.3351,1131.2484,727.9965,1010.44656,1309.63757,4397.11099,1961.88249,701.19488,2857.50625,2217.96838,754.25431,0,549.49206,810.5507,647.96779,5038.34835,1558.71837,1246.21603,688.02054
"4pm",17309.79308,5747.61233,1565.69124,1649.87684,4090.26184,2708.0852,2401.97765,664.83151,1981.81924,3215.6136,6950.00696,1848.53315,4331.35929,2656.50254,1756.15082,3329.18094,2789.454,8811.20083,3695.09476,974.98548,2459.56153,5224.97286,1458.19327,1127.11936,1522.88711,2990.1921,1124.38184,0,0,4878.88838,3545.24047,664.08654,1167.64955,924.03188,2708.64255,0,968.8742,756.20134,661.4759,755.50725,728.99193,1002.90239,778.38475,973.23772,0,914.70534,935.99495,3688.08005,1770.26095,0,2017.38187,2182.69692,579.05049,0,491.6403,603.54451,0,4172.85529,1029.24909,988.57796,0
"5pm",11697.1365,3373.33169,1531.14974,984.29001,1725.86009,1636.53071,2037.36604,0,1291.19224,2205.98369,4864.62457,1079.35113,2694.56044,1224.93592,1003.4239,2619.88662,2325.58947,5623.82102,1971.23464,554.47771,1514.73844,4087.00397,875.74974,701.88041,1041.56414,2603.86321,610.41483,0,0,3802.08467,2427.11171,0,841.7611,0,2049.81083,0,0,0,0,0,548.63689,0,0,504.43995,0,0,616.20738,2232.41309,954.09305,0,1559.34781,1150.63151,0,0,0,0,0,2173.72381,665.61136,717.35861,0
"6pm",5176.28535,2217.22032,778.08144,577.70555,948.3101,794.01619,660.24733,0,1041.77271,921.29125,2770.72393,0,1191.21167,751.46285,0,1484.95068,1277.53817,3248.29987,935.84305,0,987.52186,2405.52694,771.03118,0,961.39892,1774.60421,0,0,0,2831.29432,1359.6976,0,0,0,1627.34012,0,0,0,0,0,0,0,0,0,0,0,0,1319.19501,534.51677,0,741.30006,650.74726,0,0,0,0,0,1484.04407,0,611.75452,0
"7pm",3339.4419,1520.86103,545.31098,675.25507,799.02794,754.90195,0,0,925.38277,819.34519,2074.96237,0,1161.41758,1052.91147,0,1095.53546,1071.93744,2427.79968,900.75078,0,0,1288.47609,556.68399,0,780.36574,739.15531,0,0,0,1489.35247,1229.29452,0,0,0,1064.98173,0,0,0,0,0,0,0,0,0,0,0,0,824.32285,0,0,0,0,0,0,0,0,0,889.00065,0,0,0
"8pm",2896.83566,1410.01187,0,0,0,568.26583,0,0,607.05909,733.06847,1691.25125,0,1021.33354,677.55287,0,729.86463,0,1484.29832,0,0,0,1109.25551,0,0,806.86627,0,0,0,0,783.40268,1070.6845,0,0,0,1084.43398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.78534,0,0,0
"9pm",2521.15612,876.24289,0,0,0,0,0,0,0,0,1925.17432,0,934.81152,0,0,681.81475,0,1151.44517,0,0,0,662.40427,0,0,550.50335,0,0,0,0,0,793.63067,0,0,0,904.89012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10pm",2098.99727,0,0,0,0,0,0,0,0,0,1821.93575,0,643.73742,0,0,0,0,868.46126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671.33371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11pm",1516.92158,0,0,0,0,0,0,0,0,0,1458.85768,0,0,0,0,0,0,682.84121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12pm",959.4977,0,0,0,0,0,0,0,0,0,781.25688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1am",827.44969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2am",552.22519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3am",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
