"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845";"13465.845"
"4am";" 657.239";" 777.017";" 689.170";"1013.824";"1906.772";"1115.522";"1045.646";" 985.828";"1109.634";" 704.961";"1004.689";"1031.548";" 793.346";" 744.917";"1449.009";" 526.281";" 810.728";" 583.401";"1269.311";" 751.366";" 362.991";" 379.879";"1257.862";" 963.577";" 929.902";" 945.065";" 866.950";" 287.999";" 950.844";" 566.800";"1322.735";" 738.523";" 532.608";" 244.903";" 796.861";"1283.097";"1111.487";" 411.121";" 633.392";" 296.938";" 634.790";" 427.085";" 958.271";" 326.755";" 583.192";"1012.971";" 830.977";"1249.935";" 725.150";"1173.952";" 995.482";" 860.712";"1269.899";" 656.122";"1759.501";"1036.661";"1432.373";"1283.917";" 679.366";" 896.488";"1404.038";" 346.338";"1632.815";" 168.453";" 429.223";"1321.929";"  31.742";" 655.095";"   0.000";NA;"   0.000";NA;NA;" 120.065";" 848.033";" 762.302";" 188.296";"2490.277";" 716.032";"  81.154";"  10.013";"  64.586";"2029.852";" 426.128";"1432.973";" 417.388";"1314.635";" 808.127";" 608.425";" 590.282";" 967.648";"1266.698";" 536.243";"1088.034";"1437.415";"2593.769";" 704.113";" 696.114";" 452.576";" 601.968";NA;NA;"   0.000";"1684.543"
"5am";" 657.239";" 835.670";" 689.170";"1013.824";"1906.772";"1206.314";"1045.646";" 985.828";"1109.634";" 704.961";" 912.087";"1031.548";" 702.554";" 744.917";"1449.009";" 526.281";" 810.728";" 583.401";"1269.311";" 751.366";" 362.991";" 512.130";" 968.921";" 880.762";" 929.902";" 945.065";" 866.950";" 287.999";" 950.844";" 566.800";"1322.735";" 738.523";" 493.019";" 244.903";" 796.861";"1283.097";" 979.236";" 411.121";" 633.392";" 296.938";" 634.790";" 427.085";" 871.670";" 326.755";" 583.192";"1012.971";" 830.977";"1249.935";" 725.150";"1094.639";" 995.482";"1004.734";"1269.899";" 656.122";"1855.449";"1036.661";"1373.720";"1283.917";" 679.366";" 831.779";"1404.038";" 312.793";"1502.430";" 168.453";" 429.223";"1301.316";"  31.742";" 655.095";"   0.000";NA;"   0.000";NA;NA;" 120.065";" 892.152";" 762.302";" 188.296";"2490.277";" 846.417";"  81.154";"  10.013";"  64.586";"1943.082";" 426.128";"1378.323";" 395.767";"1397.450";" 808.127";" 695.195";" 567.784";" 967.648";"1170.750";" 536.243";"1088.034";"1437.415";"2504.571";" 793.311";" 696.114";" 452.576";" 601.968";NA;NA;"   0.000";"1684.543"
"6am";" 569.060";" 891.414";" 689.170";" 941.296";"1791.511";"1142.398";"1045.646";" 923.211";"1034.491";" 704.961";" 865.786";"1029.672";" 645.282";" 703.885";"1721.338";" 526.281";" 775.028";" 576.855";"1269.311";" 543.304";" 362.991";" 530.567";" 883.734";" 890.495";" 832.304";" 846.547";" 961.710";" 287.999";" 844.233";" 520.521";"1197.523";" 686.357";" 493.019";" 213.341";" 902.388";"1270.093";" 871.053";" 469.153";" 942.384";" 296.938";" 634.790";" 427.085";" 629.779";" 326.755";" 647.121";"1012.971";" 830.977";"1200.101";" 725.150";"1029.745";" 907.439";"1004.734";" 954.782";" 629.186";"1724.617";"1070.206";"1263.082";"1211.251";" 679.366";" 825.968";"1348.668";" 312.793";"1252.563";" 168.453";" 429.223";"1261.727";"  31.742";" 493.701";"   0.000";NA;"   0.000";"   0.000";NA;" 120.065";" 810.143";" 867.068";" 142.355";"2856.905";" 846.417";"  43.242";"  10.013";"  49.579";"1886.791";" 426.128";"1172.149";" 374.146";"1183.152";" 858.660";" 695.339";" 567.784";" 846.141";" 999.457";" 536.243";"1088.034";"1437.415";"2504.571";" 793.311";" 755.944";" 452.576";" 601.968";NA;"   0.000";"   0.000";"1562.677"
"7am";" 733.743";"1159.375";" 735.957";" 829.659";"1411.534";"1046.949";" 958.252";" 791.040";"1024.214";" 694.107";" 797.793";" 971.036";" 885.336";" 620.088";"2045.892";" 273.270";" 812.619";" 494.607";"1059.590";" 691.341";" 276.781";" 497.274";"1197.924";" 722.399";" 732.461";" 768.952";" 724.224";" 192.849";" 700.328";" 711.678";"1147.685";" 686.357";" 337.481";" 162.067";"1162.863";"1211.551";" 564.308";" 503.672";" 931.892";" 296.692";" 156.842";" 394.088";" 373.176";" 339.371";" 474.705";"1116.822";" 776.577";" 824.777";" 544.971";" 918.813";" 907.439";" 732.043";" 975.854";" 533.022";"1786.688";" 655.108";" 790.360";" 870.580";" 741.028";" 825.968";"1254.327";" 621.162";"1053.450";" 143.221";" 457.544";"1077.778";"  16.264";" 701.538";"   0.000";"   0.000";"   0.000";" 141.666";"   0.000";" 120.065";" 571.090";"1485.829";" 386.870";"1895.051";" 716.392";"  43.242";"  10.013";"  49.579";"1625.040";" 297.737";"1033.405";" 684.484";"1181.059";" 592.223";" 652.896";" 882.494";" 650.218";" 900.623";" 634.406";" 741.798";"1152.182";"2594.620";"1057.853";" 872.272";" 549.840";" 592.085";"   0.000";"   0.000";"   0.000";"1641.677"
"8am";" 861.606";"1923.995";"1118.277";" 990.212";"1093.198";"1171.547";"1205.171";" 651.371";"1064.457";" 649.145";" 780.434";" 778.346";"1135.328";" 533.295";"2198.736";" 231.611";" 681.262";" 339.516";" 746.838";" 494.853";" 418.162";" 449.880";"1213.778";" 798.452";" 797.225";" 462.610";" 928.229";"  95.150";" 239.475";" 648.084";"1464.459";" 427.486";" 450.662";"  93.574";"1728.949";" 840.672";" 586.110";" 569.316";" 896.225";" 380.948";" 450.615";" 246.066";" 491.537";" 186.863";" 753.418";" 816.812";" 640.869";" 949.220";" 323.822";" 594.028";" 904.070";" 606.160";" 772.940";" 432.964";"1542.620";" 525.208";" 540.247";"1058.524";"1169.481";" 663.933";"1077.346";" 595.547";" 708.200";"  87.728";" 438.898";" 954.723";"  16.264";" 771.292";"  54.181";"   0.000";"   0.000";" 141.666";"   0.000";" 101.298";" 524.734";"3093.541";" 860.064";"1899.628";" 534.348";"  64.719";"  10.013";"  49.579";"1551.929";" 367.480";" 971.798";" 671.544";"1017.697";" 583.013";" 828.142";" 663.921";"1227.484";" 569.583";" 651.301";" 759.735";" 596.790";"2296.004";"1309.628";"1132.877";" 767.815";" 837.637";"   0.000";"  50.327";"   0.000";"1231.153"
"9am";"1105.656";"2248.174";"1126.557";" 989.120";"1007.703";"1201.333";"1317.406";" 611.593";"1079.463";" 509.513";" 695.409";" 769.460";"1059.946";" 491.934";"2201.080";" 275.405";" 641.703";" 386.244";" 713.131";" 501.517";" 418.162";" 449.880";"1250.999";" 746.429";" 666.371";" 564.756";" 803.333";" 135.345";" 173.043";" 907.290";"1554.175";" 249.196";" 465.791";"  93.574";"2006.901";" 967.885";" 528.078";" 601.052";"1111.055";" 320.736";" 657.139";" 256.079";" 446.481";"  87.358";" 541.352";" 761.180";" 606.270";"1122.450";" 323.822";" 516.264";" 959.649";" 619.152";" 625.395";" 432.964";"1597.720";" 525.208";" 464.872";"1253.290";"1193.215";" 303.718";"1158.198";" 774.491";" 586.335";" 119.233";" 528.566";" 959.230";"  16.264";" 820.262";"  54.181";"   0.000";"   0.000";" 131.915";"   0.000";"  63.764";" 403.399";"3913.725";"1036.934";"1831.982";" 594.409";"  64.719";"  10.013";"  49.579";"1551.929";" 277.937";" 872.695";" 569.141";"1073.040";" 626.301";" 846.909";" 698.501";"1105.977";" 711.885";" 510.090";" 759.735";" 418.976";"2506.862";"1312.540";"1006.700";" 865.978";"1036.008";"  89.914";"  50.327";"   0.000";"1418.837"
"10am";"1306.264";"2530.628";"1136.624";" 998.730";" 842.235";"1250.667";"1296.562";" 603.667";" 911.866";" 470.582";" 583.972";" 727.637";"1093.466";" 908.470";"2131.423";" 275.405";" 904.298";" 327.639";" 562.211";" 539.372";" 418.162";" 488.811";"1084.797";" 828.438";" 666.371";" 321.480";" 803.333";"  87.770";" 106.611";" 904.409";"1350.299";" 154.794";" 428.934";"  56.643";"2265.425";" 825.790";" 477.927";" 691.996";"1035.020";" 320.736";" 668.980";" 337.094";" 380.940";"  49.987";" 609.401";" 761.180";" 606.270";"1122.450";" 323.822";" 471.243";" 893.791";" 468.945";" 506.475";" 432.964";"1782.775";" 424.531";" 326.849";"1287.591";"1193.215";" 304.882";" 975.734";" 757.133";" 716.720";" 119.233";" 500.778";" 846.203";"   7.739";" 879.085";"  54.181";"  44.202";"   0.000";" 131.915";"   0.000";"  63.764";" 403.399";"3870.613";"1137.611";"1698.047";" 671.806";"  64.719";"   0.000";"  49.579";"1380.985";" 277.937";" 771.629";" 569.141";" 950.873";" 666.023";"1016.823";" 786.883";"1192.747";" 743.167";" 594.081";" 759.735";" 418.976";"2135.701";"1287.034";" 976.476";" 770.628";"1428.457";"  89.914";"  50.327";"   0.000";"1798.934"
"11am";"1178.247";"2659.264";" 997.247";" 952.530";"1071.564";"1055.581";"1439.925";" 736.898";" 911.866";" 394.763";" 717.058";" 730.529";" 964.421";" 822.414";"2099.925";" 275.405";" 851.512";" 461.387";" 584.571";" 581.589";" 418.162";" 560.384";"1102.583";" 694.406";" 755.478";" 362.302";" 700.839";"  87.770";" 173.043";" 782.070";"1330.651";" 151.962";" 474.443";"  36.931";"2275.171";" 654.874";" 559.936";"1406.799";"1035.020";" 346.627";" 673.269";" 337.094";" 380.940";"  98.350";" 541.352";" 795.481";" 518.597";"1028.402";" 335.805";" 471.243";" 933.202";" 150.207";" 506.475";" 169.286";"1843.420";" 327.471";" 358.820";"1287.277";" 926.763";" 704.793";" 946.009";" 671.729";" 854.139";" 119.233";" 613.636";" 961.775";" 104.676";" 904.224";"  54.181";"  44.202";"   0.000";" 131.915";"   0.000";"  63.764";" 379.205";"3703.577";"1137.611";"1587.902";" 680.331";"  64.719";"   0.000";"  49.579";"1314.496";" 333.224";" 733.255";" 521.683";" 935.547";" 653.697";"1160.270";" 764.990";"1142.991";" 833.613";" 472.353";" 429.146";" 507.883";"2340.123";"1503.266";" 976.476";"1006.982";"1169.326";" 170.658";"  50.327";"   0.000";"1414.221"
