"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768";"8591.768"
"4am";"1223.979";"1622.124";"2040.049";"1870.386";"2416.272";"2370.969";"2425.039";"2709.899";"1281.624";"1427.711";"2316.512";"1744.713";"2781.000";"1104.626";"3153.170";"3182.333";"1383.093";"1754.026";"3145.710";" 726.450";"1447.587";" 852.473";"  97.982";"2334.482";"2250.233";"3311.322";"1906.442";"2091.034";"2079.677";" 825.176";"1202.049";"2032.745";"1687.846";" 934.748";"1037.189";"1224.909";"1623.031";"1115.057";"3295.118";"1607.636";"1231.482";" 499.608";"1854.053";" 890.970";"2384.106";"3030.082";"1657.581";"1899.674";"2266.184";"1603.980";"2372.807";"1798.901";"1726.618";"1112.584";"2232.940";"6124.232";"3604.067";"3369.421";"1493.519";"1717.911";"1912.212";" 838.371";"1738.294";" 613.098";"2295.076";"1988.816";" 357.767";"1322.743";"   0.000";NA;"  87.588";NA;NA;"1120.533";"4673.169";"2456.660";"1392.089";"5062.053";"2290.623";"  37.912";"   0.000";" 651.270";"4502.441";" 790.139";"1747.364";"1116.589";" 895.234";"2250.625";" 866.398";"1259.491";"2057.850";"3693.402";"1911.436";"3609.807";"3142.638";"1732.187";"2484.760";"2957.819";"1756.193";"1766.447";NA;NA;"   0.000";"3976.254"
"5am";"1223.979";"1680.777";"2076.922";"1928.126";"2475.607";"2370.969";"2425.039";"2709.899";"1281.624";"1427.711";"2316.512";"1744.713";"2713.937";"1104.626";"3096.517";"3182.333";"1383.093";"1754.026";"3145.710";" 735.773";"1447.587";" 984.724";"  97.982";"2321.012";"2250.233";"3311.322";"1906.442";"2091.034";"2079.677";" 787.264";"1202.049";"2032.745";"1687.846";" 934.748";"1000.316";"1224.909";"1490.780";"1115.057";"3295.118";"1511.143";"1172.147";" 499.608";"1854.053";" 890.970";"2384.106";"2943.076";"1657.581";"1899.674";"2266.184";"1603.980";"2372.807";"1729.556";"1639.910";"1112.584";"2319.946";"6124.232";"3545.414";"3300.835";"1493.519";"1717.911";"1980.798";" 838.371";"1738.294";" 613.098";"2234.445";"1988.816";" 357.767";"1322.743";"   0.000";NA;"  87.588";NA;NA;"1087.851";"4673.169";"2456.660";"1392.089";"5062.053";"2290.623";"  37.912";"   0.000";" 651.270";"4502.441";" 790.139";"1692.714";"1095.366";" 978.049";"2165.576";" 887.621";"1259.491";"1896.038";"3693.402";"1911.436";"3609.807";"3142.638";"1732.187";"2646.572";"2957.819";"1756.193";"1766.447";NA;NA;"   0.000";"3976.254"
"6am";"1223.979";"1868.837";"2136.752";"1928.126";"2387.190";"2309.832";"2315.455";"2709.899";"1281.624";"1427.711";"2270.211";"1817.069";"2707.359";"1124.338";"3316.804";"3264.004";"1424.023";"1699.799";"3145.710";" 553.230";"1395.421";"1134.011";"  97.982";"2312.768";"2059.666";"3116.256";"2088.060";"1982.257";"1783.218";" 703.073";"1326.769";"2037.375";"1650.989";" 809.612";"1105.759";"1224.909";"1490.780";"1144.460";"3213.943";"1511.143";"1172.147";" 499.608";"1608.495";" 861.567";"2324.801";"2776.180";"1635.215";"2003.639";"2266.184";"1603.980";"2269.475";"1734.407";"1704.153";"1079.995";"2327.899";"5621.910";"3441.449";"3091.040";"1493.519";"1717.911";"1809.990";" 875.302";"1738.294";" 613.098";"2125.636";"2110.869";" 357.767";"1257.297";"   0.000";NA;"  87.588";"   0.000";NA;"1036.402";"4581.006";"2525.203";"1392.089";"4901.134";"2290.623";"   0.000";"   0.000";" 592.814";"4383.551";" 722.047";"1697.813";"1067.927";" 978.049";"2165.576";" 874.949";"1344.895";"1887.754";"3500.857";"1911.436";"3398.186";"3050.293";"1890.041";"2755.381";"3079.547";"1756.193";"1853.943";NA;"   0.000";"   0.000";"3818.400"
"7am";"1298.051";"1876.366";"2167.845";"1839.851";"2206.424";"1958.000";"3153.346";"2154.952";"1879.777";"1459.423";"1893.412";"1863.605";"2658.957";" 906.556";"3976.910";"2936.737";"1149.048";"1420.964";"2362.511";" 625.298";"1700.020";"1268.342";" 428.724";"2073.896";"1649.966";"2192.156";"1929.333";"1979.109";"1352.088";" 905.913";"1561.464";"2116.088";"1585.017";" 670.133";"1315.374";"1274.632";"1265.375";"1297.084";"2838.979";"1150.951";"1030.351";" 460.590";"1175.213";" 698.312";"2063.492";"2062.251";"1670.585";"1879.702";"2387.638";"1386.679";"2061.319";"1595.717";"1617.445";" 874.070";"2726.312";"4926.085";"2539.659";"2819.609";"1680.368";"1714.325";"1853.857";"1409.416";"1701.829";" 820.918";"2020.377";"2672.819";" 339.891";"1443.692";"   0.000";"   0.000";"  87.588";"  88.382";"  21.223";" 879.372";"3465.048";"3174.469";"1332.157";"3204.781";"2083.968";"  75.088";"   0.000";" 577.807";"4296.781";" 704.604";"1813.257";"1008.537";"1031.911";"2508.934";" 641.842";"1236.187";"1354.159";"3058.358";"1558.046";"2903.519";"3050.584";"1755.388";"2737.568";"3027.406";"2140.942";"2024.662";"   0.000";"   0.000";"   0.000";"3710.302"
"8am";"1222.240";"2293.075";"2771.451";"1971.048";"2180.691";"2508.642";"3255.229";"2256.385";"1720.666";"1387.780";"1688.551";"1448.414";"3012.079";"1119.024";"3972.917";"2725.214";"1061.619";"1378.341";"1940.043";"1047.109";"1782.044";"1658.416";" 528.558";"2071.810";"1455.569";"1894.948";"2150.860";"1662.853";"1101.176";"1162.164";"2149.720";"1587.998";"1592.931";" 532.766";"1736.140";"1155.884";"1515.074";"1323.525";"2751.849";" 838.286";" 930.316";" 501.474";"1054.803";" 755.679";"2162.167";"1856.327";"1506.653";"2124.287";"2301.998";" 986.544";"2049.476";"1697.104";"1516.467";" 760.335";"2834.840";"4314.626";"1967.829";"3208.257";"2210.187";"1504.445";"1978.165";"1723.074";"1538.264";" 479.978";"1924.815";"3050.591";" 336.017";"1513.001";"   0.000";"   0.000";"  87.588";"  88.382";"  21.223";" 727.194";"2557.736";"5259.189";"1229.102";"2980.189";"1831.302";"  96.565";"   0.000";" 530.507";"3950.950";" 738.267";"1677.869";" 916.453";"1305.641";"1780.282";" 748.036";"1382.516";"1549.271";"2943.018";"1471.371";"3248.583";"2380.897";"2018.600";"3268.716";"2998.620";"2202.325";"2645.716";"   0.000";"  50.327";"   0.000";"2942.496"
"9am";"1400.477";"3210.532";"3001.170";"2223.716";"2207.682";"2617.101";"3891.750";"1972.243";"1775.514";"1204.923";"1532.342";"1459.879";"2701.140";"1122.398";"3905.302";"2064.196";"1159.759";"1291.162";"1679.789";"1074.654";"1826.817";"1695.137";" 650.424";"2305.826";"1452.980";"1917.464";"1830.059";"1476.965";" 860.687";"1421.370";"2285.031";"1646.864";"1502.424";" 489.354";"2098.148";" 883.844";"1689.861";"1377.334";"2715.854";" 992.293";" 906.825";" 476.082";"1114.138";" 557.522";"2184.180";"1910.034";"1305.938";"2612.537";"2120.064";" 907.186";"1796.202";"1425.431";"1473.093";" 760.335";"2867.878";"4637.883";"1532.516";"3193.471";"2352.388";"1183.926";"2047.669";"2093.054";"1070.315";" 434.310";"1740.939";"3092.434";" 304.666";"1907.373";"   0.000";"  58.932";" 213.525";"  88.382";" 107.993";" 553.566";"2165.485";"6000.252";"1254.674";"3051.585";"1734.455";"  96.565";"  79.486";" 502.065";"3551.896";" 691.398";"1666.991";" 816.380";"1350.196";"2001.233";" 885.330";"1409.367";"1377.321";"3151.230";"1137.164";"2729.626";"2176.398";"2772.979";"3356.242";"2834.020";"1873.209";"3053.866";"   0.000";"  50.327";"  52.621";"3399.180"
"10am";"1531.027";"3994.748";"2993.479";"2326.880";"2234.264";"3124.689";"3906.990";"2011.385";"1622.155";"1328.972";"1458.339";"1374.433";"2085.086";"1260.197";"3829.643";"2206.710";"1255.180";"1020.134";"1891.807";"1045.375";"1699.792";"1501.651";" 683.013";"2177.067";"1233.109";"1561.405";"1823.051";"1491.667";" 998.362";"1398.713";"2234.720";"1608.848";"1057.607";" 611.371";"2536.430";" 709.597";"1693.092";"1449.198";"2731.370";" 827.725";"1066.533";" 439.660";"1078.460";" 506.684";"2014.254";"2080.014";"1195.532";"2910.029";"2258.503";" 959.650";"1820.053";"1344.662";"1301.831";" 760.335";"2781.917";"4143.805";"1502.040";"2981.398";"2546.091";"1205.661";"1770.616";"2125.136";"1073.711";" 313.710";"1830.863";"3254.037";" 371.607";"2298.781";" 136.764";"  58.932";" 213.525";"  88.382";" 107.993";" 526.757";"2127.619";"6269.842";"1159.866";"3015.509";"1748.473";"  96.565";"  79.486";" 450.207";"3378.356";" 697.284";"1418.486";"1264.604";"1275.912";"2021.198";" 900.028";"1627.351";"1457.344";"2631.728";" 862.420";"2571.952";"2081.382";"2634.538";"3192.167";"2761.525";"1568.871";"3692.484";"   0.000";"  50.327";"   0.000";"3583.378"
"11am";"2020.665";"3406.414";"2944.802";"2306.330";"2599.528";"2987.710";"3604.970";"2141.851";"1684.188";"1220.390";"1391.276";"1607.993";"2353.314";"1294.065";"3529.917";"1941.606";"1282.919";"1120.477";"1781.668";"1087.603";"1771.134";"1349.697";" 642.373";"2124.139";"1368.658";"1699.882";"1908.595";"1380.879";"1027.660";"1285.664";"2267.775";"1406.063";" 952.591";" 476.348";"2765.091";"1113.754";"1488.467";"1393.467";"2910.455";" 914.674";"1219.907";" 470.567";"1168.173";" 588.295";"1891.123";"1684.487";"1376.909";"2523.750";"2306.635";"1011.828";"2118.166";"1305.644";"1215.123";" 760.335";"2996.903";"4674.442";"1446.061";"3605.418";"2103.701";"1328.000";"1966.196";"1454.875";"1120.511";" 338.942";"1981.360";"3070.909";" 313.948";"2187.470";"  50.124";"  58.932";" 213.525";"  88.382";" 107.993";" 532.630";"2443.998";"5951.050";"1275.327";"2716.299";"1694.866";"  96.565";"  79.486";" 421.765";"3499.698";" 736.862";"1530.947";"1031.523";"1014.894";"1729.069";"1308.678";"1543.567";"1325.799";"3202.261";"1151.591";"2588.643";"2110.264";"2109.224";"3461.317";"2509.620";"1869.775";"3932.545";"   0.000";"  50.327";"  52.621";"3449.402"
