"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395";"9950.395"
"4am";" 815.088";" 726.916";" 777.203";" 948.386";"1527.131";" 980.512";"1043.166";" 970.063";"1493.149";" 288.371";" 908.173";"1294.055";"2206.487";"1498.117";"1502.868";" 629.440";"1000.433";" 588.713";" 800.006";"1733.639";" 790.309";"1085.360";"1931.014";" 340.191";"1048.651";"1264.688";" 912.706";" 260.031";" 866.315";"1170.725";"3100.489";" 939.136";" 762.149";" 377.796";" 669.402";"1456.238";"1092.606";"1013.087";" 912.680";" 718.742";"1311.028";" 566.579";"1558.739";" 652.902";" 654.373";"1181.591";" 749.009";"1004.101";"1920.451";"2170.549";"1201.528";"1043.549";"2825.768";"1217.955";"3343.554";" 725.857";" 660.993";" 961.715";"1138.586";"1305.144";"1538.999";" 639.629";"1851.474";" 258.575";"1270.969";"1413.678";"  38.977";" 963.262";"   0.000";NA;"   0.000";NA;NA;" 345.182";" 586.419";" 433.588";" 338.109";"3506.855";"1534.765";"  21.621";"  10.013";" 407.815";"1821.956";" 615.794";"1598.342";" 436.017";"1818.007";"1487.016";" 948.775";" 844.607";"1472.966";"1647.571";" 847.510";"2322.571";"1488.955";"2746.634";"1838.112";" 623.470";" 143.611";" 645.337";NA;NA;"   0.000";"1639.045"
"5am";" 777.144";" 735.142";" 777.203";" 948.386";"1552.588";" 980.512";"1043.166";" 908.243";"1483.296";" 288.371";" 861.872";"1232.492";"2206.487";"1944.640";"1502.868";" 629.440";"1049.232";" 622.420";" 766.299";"1679.058";" 746.819";"1085.360";"1652.317";" 340.191";" 921.749";"1264.688";" 912.706";" 212.456";" 866.315";"1211.518";"2938.641";" 939.136";" 762.149";" 377.796";" 843.443";"1462.528";"1042.455";" 993.636";" 912.680";" 718.742";"1271.486";" 535.672";"1481.094";" 604.539";" 654.373";"1125.959";" 749.009";"1004.101";"1853.432";"2091.236";"1201.528";"1043.549";"2393.233";"1185.366";"3816.833";" 725.857";" 660.993";"1011.866";"1138.586";"1384.457";"1538.999";"1024.578";"1715.793";" 242.346";"1270.969";"1469.170";"  38.977";" 963.262";"   0.000";NA;"   0.000";NA;NA;" 326.415";" 586.419";" 373.898";" 338.109";"3506.855";"1495.176";"  21.621";"  10.013";" 407.815";"1671.293";" 655.516";"1489.042";" 414.396";"1928.948";"1518.298";" 972.143";" 979.234";"1351.459";"1380.330";" 618.103";"2322.571";"1488.955";"2746.634";"1905.604";" 623.470";" 229.606";" 599.604";NA;NA;"   0.000";"1639.045"
"6am";" 777.144";" 735.142";" 851.355";" 760.443";"1578.402";" 985.116";"1002.971";" 846.423";"1221.948";" 332.274";" 811.788";"1152.879";"2005.150";"1658.326";"1538.366";" 667.101";"1006.907";" 622.420";" 766.299";"1495.352";" 746.819";" 914.906";"1235.426";" 350.204";" 899.295";"1193.945";" 900.332";" 212.456";" 866.315";"1306.859";"2753.274";" 819.934";" 762.149";" 340.865";"1283.325";"1576.017";"1162.168";" 898.823";"1035.180";" 758.301";"1233.413";" 449.307";"1176.233";" 641.470";" 602.436";"1210.355";" 614.537";" 858.525";"1586.636";"1816.224";"1025.442";"1043.549";"1900.531";"1346.025";"3734.134";" 791.398";" 569.239";" 939.200";"1039.597";"1196.349";"1601.251";"1070.143";"1528.868";" 208.180";"1270.969";"1469.170";"  38.977";" 952.172";"   0.000";NA;"   0.000";"   0.000";NA;" 276.968";" 508.905";" 470.342";" 329.516";"3233.486";"1527.156";"  21.621";"  10.013";" 364.366";"1671.293";" 643.190";"1333.326";" 366.938";"1483.753";"1518.504";"1015.820";"1073.606";"1525.178";"1446.819";" 618.103";"2287.211";"1488.955";"2764.571";"1848.215";" 683.300";" 229.606";" 599.604";NA;"  80.189";"   0.000";"1474.505"
"7am";" 741.723";" 689.766";" 973.428";" 582.154";"1564.134";"1053.542";"1146.420";" 512.897";"1634.350";" 292.163";" 821.345";"1093.586";"2121.568";"1660.176";"1186.320";" 505.459";" 995.427";" 531.689";" 770.605";"1443.390";" 746.819";" 707.159";" 970.834";" 389.065";" 895.111";"1029.089";" 766.098";" 212.456";" 745.950";"1251.404";"2389.861";" 730.789";" 546.468";" 309.303";"1479.388";"1908.308";" 957.714";"1200.575";"1057.489";" 945.259";"1141.915";" 546.961";" 906.314";" 507.760";" 544.521";"1201.080";" 770.810";" 637.061";"1611.499";"1397.582";" 962.607";"1003.593";"1748.272";"1249.861";"3737.096";" 842.608";" 493.864";" 739.781";"1093.231";"1267.573";"1781.200";"1493.127";"1197.493";" 334.548";" 984.708";"1322.896";" 180.972";"1757.298";"   0.000";" 153.813";"   0.000";"  53.284";"   0.000";" 276.968";" 772.590";" 573.064";" 365.327";"2646.108";"1252.470";"  21.621";"  80.462";" 335.924";"1658.411";" 569.764";"1165.319";" 284.931";"1340.912";"1178.737";"1017.893";"1207.779";"1195.637";"1695.392";" 519.291";"1824.451";"1350.120";"2728.957";"1858.745";" 854.338";" 397.988";" 737.031";"   0.000";"  80.189";"   0.000";"1619.630"
"8am";" 746.831";" 904.254";" 927.649";" 697.983";"1546.557";"1287.697";" 954.723";" 593.510";"1298.790";" 411.992";" 863.116";"1063.479";"2220.305";"1573.914";"1154.757";" 509.441";" 886.339";" 554.149";" 609.896";"1327.151";" 523.906";" 750.173";" 855.968";" 421.033";"1019.062";"1028.682";" 714.851";" 164.700";" 655.978";"1287.552";"2216.587";" 714.397";" 615.234";" 252.660";"2029.886";"1957.254";" 939.078";"1040.533";"1309.770";" 905.505";" 931.567";" 570.338";" 897.358";" 422.026";" 589.462";"1036.450";" 633.507";" 966.849";"1229.536";"1336.938";"1153.541";" 874.316";"1557.722";"1246.982";"4081.618";" 918.898";" 802.321";" 741.434";"1414.642";" 961.473";"1377.327";"1680.352";"1086.858";" 318.319";" 924.077";"1433.283";" 180.972";"2123.248";"  93.723";" 121.224";"   0.000";"  53.284";"   0.000";" 252.328";" 630.097";" 690.780";" 471.338";"2478.508";"1110.840";"  21.621";"  80.462";" 335.924";"1590.247";" 643.210";"1141.667";" 340.274";"1205.508";"1325.501";"1112.156";"1026.052";" 970.864";"1922.288";" 466.243";"1796.168";"1264.651";"2542.168";"2054.634";"1271.854";" 415.457";" 866.572";"   0.000";"  80.189";"   0.000";"1622.362"
"9am";"1120.204";"1131.075";" 840.271";" 703.891";"1577.088";"1422.612";" 914.050";" 799.724";"1182.002";" 350.222";" 745.082";" 999.023";"1847.859";"1465.078";"1270.675";" 553.235";" 758.581";" 449.428";" 711.205";"1221.323";" 556.994";" 614.865";" 893.189";" 318.927";" 967.088";" 984.519";" 852.806";" 218.213";" 593.045";" 982.938";"2164.481";" 474.063";" 550.558";" 252.660";"2092.700";"1616.252";"1128.543";"1091.785";"1432.430";" 832.869";"1308.448";" 581.616";"1014.126";" 466.946";" 589.462";" 927.548";" 583.751";" 966.849";"1266.650";"1336.938";"1092.413";" 912.399";"1416.021";"1248.741";"4349.461";"1029.043";" 764.801";" 824.543";"1360.484";"1379.267";"1334.942";"1653.411";" 931.112";" 296.992";" 871.421";"1420.447";" 180.972";"2210.473";"  93.723";" 121.224";"   0.000";"  43.533";"   0.000";" 252.328";" 635.663";" 690.780";" 559.396";"2149.059";"1240.304";"  21.621";"  80.462";" 364.366";"1266.044";" 863.230";"1321.418";" 350.671";"1216.113";"1381.075";"1162.252";" 915.501";"1037.872";"1782.070";" 555.441";"1981.698";"1211.895";"1922.576";"1570.223";"1218.087";" 303.956";"1016.091";"  89.914";" 206.292";"   0.000";"1952.230"
"10am";"1348.657";"1441.096";" 832.234";" 672.446";"1470.704";"1337.095";"1085.538";"1466.256";" 968.709";" 354.659";" 691.839";"1071.210";"1997.688";"1506.736";"1216.926";" 509.441";" 483.780";" 488.446";" 680.632";"1274.607";" 566.782";" 577.451";" 856.211";" 330.470";" 781.150";" 732.043";" 876.319";" 325.755";" 489.319";"1051.858";"2155.366";" 586.994";" 552.867";" 227.578";"2214.602";"1565.073";" 936.497";"1291.461";"1469.728";" 793.115";"1140.747";" 707.652";" 775.383";" 410.777";" 638.550";"1089.055";" 533.995";"1033.868";"1197.544";"1356.811";"1011.213";" 857.965";"1347.255";"1248.741";"4396.321";" 989.726";" 726.946";" 746.055";"1360.484";"1533.246";"1287.012";"1781.252";"1336.718";" 345.246";" 840.256";"1177.516";" 172.447";"2276.194";"  93.723";" 121.224";"   0.000";"  43.533";"   0.000";" 227.688";" 635.663";" 631.090";" 518.732";"1878.409";"1317.219";"  21.621";"  70.449";" 347.080";"1437.530";" 812.968";"1178.665";" 306.552";"1277.447";"1440.314";"1039.867";" 959.620";" 989.834";"1841.116";" 466.243";"1629.501";"1338.514";"2109.794";"1924.538";"1209.399";" 303.956";"1198.011";"  89.914";" 172.747";"   0.000";"1898.463"
"11am";"1171.473";"1250.133";"1023.579";" 738.639";"1274.747";"1545.003";"1339.361";" 959.701";" 981.235";" 314.983";" 890.953";"1203.969";"1875.133";"1448.756";"1374.028";" 553.235";" 668.342";" 534.562";" 648.089";"1236.606";" 667.013";" 843.547";" 659.586";" 434.516";" 861.772";" 991.590";" 855.410";" 117.306";" 489.319";"1036.670";"2085.949";" 603.386";" 589.219";" 301.596";"1920.064";"1716.610";" 659.049";"1223.446";"1469.728";" 732.903";" 962.690";" 638.886";" 840.924";" 451.172";" 638.550";"1150.563";" 583.751";"1016.605";" 931.650";"1357.828";" 867.191";" 990.452";"1604.086";"1101.753";"4579.495";"1044.376";" 802.321";"1045.742";"1557.058";"1311.486";"1536.076";"1451.982";"1253.429";" 352.249";" 953.114";"1263.708";" 180.186";"2151.912";"  93.723";" 121.224";"   0.000";"  43.533";"   0.000";" 227.688";" 745.766";" 793.485";" 488.458";"1805.652";"1188.608";"  21.621";"  70.449";" 347.080";"1439.584";" 762.706";"1200.315";" 327.775";"1311.719";"1350.060";" 933.026";" 931.390";"1037.872";"2012.409";" 524.696";"1779.521";"1246.169";"2290.653";"1570.697";"1270.279";" 265.953";" 887.215";" 170.658";" 172.747";"   0.000";"1919.531"
