"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464";"48.162464"
"max";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552";"4988.2552"
"4am";"2146.670";"1548.079";"1912.738";"2249.875";"1699.447";"2525.089";"2304.918";"2456.286";"2703.978";"1795.772";"2242.995";"2435.645";"1671.926";"3199.364";"2518.209";"2552.611";"2511.328";"2325.559";"2139.789";"2717.739";"2222.354"
"5am";"2181.072";"1575.601";"1912.738";"2256.755";"1706.327";"2559.491";"2201.713";"2421.884";"2710.859";"1775.131";"2194.832";"2401.243";"1575.601";"3364.492";"2449.405";"2538.850";"2394.362";"2284.277";"2126.029";"2593.893";"2091.627"
"6am";"2415.004";"1671.926";"1988.422";"2256.755";"1837.054";"2648.936";"2015.943";"2497.568";"2655.816";"1726.968";"2002.182";"2139.789";"1396.711";"3825.476";"2132.909";"2208.593";"2077.866";"2236.114";"1940.259";"2174.191";"1802.652"
"7am";"3570.903";"1541.199";"1720.088";"1905.858";"2724.619";"2738.380";"1658.165";"2015.943";"2814.064";"1905.858";"2022.823";"1451.754";"1128.378";"4719.921";"1527.438";"1754.490";"1589.361";"2002.182";"1568.720";"1830.174";"1314.147"
"8am";"3969.963";"1747.609";"1960.900";"1809.533";"3220.005";"2759.021";"1431.113";"1782.011";"2917.269";"2084.747";"2222.354";"1217.822";"1045.814";"4857.529";"1389.831";"1527.438";"1486.156";"2002.182";"1424.233";"1692.567";"1217.822"
"9am";"4038.767";"2002.182";"2098.507";"1802.652";"3398.894";"2697.098";"1355.429";"1775.131";"2999.833";"2050.345";"2325.559";"1100.856";"1032.053";"4912.571";"1245.344";"1499.917";"1396.711";"1974.661";"1362.310";"1658.165";"1149.019"
"10am";"4004.365";"2070.986";"2091.627";"1823.293";"3343.851";"2648.936";"1355.429";"1720.088";"2931.030";"2139.789";"2366.841";"1059.574";"1004.531";"4974.494";"1259.104";"1506.797";"1321.028";"1954.020";"1389.831";"1610.002";"1066.455"
"11am";"3956.202";"2153.550";"2132.909";"1885.216";"3268.167";"2628.294";"1355.429";"1850.815";"2937.910";"2091.627";"2332.439";"1093.976";"1004.531";"4891.930";"1321.028";"1506.797";"1286.626";"1954.020";"1479.276";"1644.404";"1100.856"
"12am";"3866.7578";"2146.6698";"2119.1484";"1837.0540";"3192.4833";"2607.6534";"1444.8739";"1857.6950";"2896.6282";"2098.5074";"2463.1660";"1045.8135";" 970.1296";"4657.9983";"1355.4293";"1520.5578";"1389.8311";"1933.3789";"1458.6346";"1720.0880";"1066.4546"
"1pm";"4128.2112";"2070.9860";"2084.7467";"1761.3701";"3233.7654";"2690.2176";"1369.1900";"1733.8487";"3006.7138";"2084.7467";"2415.0036";"1093.9760";" 963.2493";"4988.2552";"1272.8651";"1596.2417";"1334.7883";"1967.7807";"1424.2329";"1720.0880";"1066.4546"
"2pm";"4100.690";"2084.747";"2050.345";"1823.293";"3199.364";"2690.218";"1410.472";"1713.208";"2992.953";"2146.670";"2394.362";"1114.617";"1018.292";"4912.571";"1348.549";"1561.840";"1369.190";"1947.140";"1437.994";"1775.131";"1121.497"
"3pm";"3825.476";"2057.225";"2064.106";"1864.575";"3082.398";"2703.978";"1520.558";"1747.609";"3089.278";"2070.986";"2408.123";"1204.062";"1080.215";"4651.118";"1499.917";"1713.208";"1499.917";"1967.781";"1499.917";"1823.293";"1183.421"
"4pm";"2559.491";"2077.866";"2291.157";"2077.866";"2332.439";"2421.884";"1843.934";"1981.541";"2834.705";"1726.968";"2408.123";"1596.242";"1382.951";"3942.442";"1940.259";"1947.140";"1905.858";"2036.584";"1726.968";"2084.747";"1582.481"
"5pm";"2373.721";"1981.541";"2167.311";"2105.388";"1954.020";"2593.893";"2002.182";"2084.747";"2648.936";"1747.609";"2476.927";"1981.541";"1499.917";"3199.364";"2208.593";"2242.995";"2057.225";"2036.584";"2009.063";"2394.362";"1885.216"
"6pm";"2421.884";"1974.661";"2126.029";"2050.345";"2043.465";"2600.773";"2105.388";"2098.507";"2717.739";"1775.131";"2435.645";"1981.541";"1465.515";"3171.842";"2242.995";"2270.516";"2119.148";"2098.507";"2098.507";"2435.645";"1974.661"
"7pm";"2415.004";"2009.063";"2084.747";"2070.986";"2084.747";"2463.166";"2064.106";"2146.670";"2752.141";"1878.336";"2421.884";"2050.345";"1499.917";"3178.723";"2236.114";"2284.277";"2194.832";"2064.106";"2132.909";"2456.286";"1981.541"
