"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299";"22248.1299"
"4am";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";"0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";"0";"0";"0";"0";"0";"0";"0";"0";"0";" 0"
"5am";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";"0";"0";" 0";"0";"0";"0";"0";"0";" 0";" 0"
"6am";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1418.670";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1407.396";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1446.784";"   0.000";"   0.000";"   0.000";"2100.070";"2014.033";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"1314.593";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"   0.000";"   0.000";"   0.000";"0";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000";"0";"   0.000";"0";"0";"   0.000";"   0.000"
"7am";"   0.0000";"1414.2674";"1720.4778";"1721.5360";"1089.9555";"3250.4436";"1403.9453";"1130.7517";"1020.7803";"   0.0000";"   0.0000";"   0.0000";"1699.6594";"   0.0000";"   0.0000";"2320.3533";"1483.3711";"2621.6149";"   0.0000";"   0.0000";"1879.0334";"   0.0000";"5597.0711";"3629.8324";"5105.7908";"   0.0000";"1181.9601";"3494.7188";"8236.1199";"7643.4732";"   0.0000";"2140.3034";" 820.9567";"   0.0000";"2007.2095";" 797.0421";"3307.8262";"4302.2691";"   0.0000";"   0.0000";"1808.6025";"1564.5856";"   0.0000";"   0.0000";"   0.0000";"2595.5698";"1492.9789";"   0.0000";"2278.1442";"1131.9922";"   0.0000";"   0.0000";"   0.0000";"1853.6167";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1057.2128";"0";"   0.0000";"   0.0000";"1742.0841"
"8am";" 1186.5371";" 3616.0345";" 3977.1731";" 3421.8949";" 1576.2895";" 5425.3818";" 2566.2486";" 1927.2687";" 1767.6310";" 1577.3250";"  946.2522";"    0.0000";" 2156.1223";" 1205.1676";" 1240.6336";" 2859.8306";" 4160.3348";" 3890.2045";"    0.0000";" 1655.6286";" 3095.9261";"  856.2884";"12099.7993";" 6176.5835";" 9831.7925";" 1290.3559";" 3634.7205";" 9234.6300";"15277.7996";"16941.0379";" 1590.8335";" 3771.7601";" 2209.0446";" 2221.8248";" 2573.5661";" 1278.0576";" 5589.2904";" 8510.1873";" 1233.6473";" 1339.0973";" 3298.4713";" 2397.7417";" 1518.3737";" 1912.4958";" 1035.9056";" 6550.5358";" 2249.3142";"    0.0000";" 3665.5279";" 2175.4190";" 1102.5650";"    0.0000";" 1128.6167";" 5040.3610";"    0.0000";" 1847.3890";"    0.0000";"    0.0000";"    0.0000";"    0.0000";"    0.0000";" 1854.6817";"0";"    0.0000";" 1086.6301";" 3415.5700"
"9am";" 1565.3056";" 4086.1672";" 4506.3058";" 4522.0220";" 2155.6742";" 6043.9661";" 3160.0992";" 2652.5745";" 2404.4262";" 1851.7106";" 1332.0898";"  927.7386";" 3238.9937";" 1583.6977";" 1167.1715";" 3153.8941";" 4929.4228";" 4035.9522";" 1388.6688";" 2609.2830";" 3909.6861";" 1015.5379";"15446.4033";" 7370.4186";"11000.4733";" 1614.6412";" 3755.0387";"11918.1793";"17928.6573";"21494.7031";" 2141.7022";" 4427.5881";" 3619.8376";" 2558.5519";" 3422.0828";" 1973.0119";" 6032.0349";" 8963.9439";" 1658.9408";" 1594.1913";" 5231.4129";" 2339.0547";" 1881.5069";" 2031.0995";" 1328.0434";" 8106.1599";" 2449.1977";"    0.0000";" 5025.2485";" 2647.7990";" 1489.8026";" 1338.5310";" 1171.4922";" 5463.2569";"    0.0000";" 2991.3751";"    0.0000";"    0.0000";"  943.0817";"    0.0000";"    0.0000";" 2183.7757";"0";" 1025.2944";" 1086.6301";" 3271.2010"
"10am";" 1588.0394";" 4519.1464";" 4790.2412";" 4362.4258";" 2374.4353";" 5783.8858";" 2591.4992";" 2800.6787";" 2337.2285";" 1975.9593";" 1526.7953";" 1004.3387";" 3579.4531";" 1257.6289";" 1248.0200";" 3118.4137";" 6063.6647";" 4530.0531";" 1573.6175";" 2497.5700";" 4791.0761";" 1512.3063";"16169.5083";" 7974.8552";"11540.3005";" 1614.6412";" 3664.2116";"12831.0980";"18658.6039";"22248.1299";" 2497.8394";" 5124.9595";" 3506.2514";" 2640.1748";" 3444.6147";" 1789.1346";" 6384.3285";" 9700.6284";" 1909.2207";" 1583.2742";" 5418.0793";" 2846.6060";" 1683.4428";" 2392.9764";" 1370.6157";" 9246.7283";" 3155.1754";"    0.0000";" 6835.2415";" 2333.5523";" 1659.1123";" 1907.4521";" 1399.8379";" 5245.2547";"    0.0000";" 3080.8177";"    0.0000";"    0.0000";" 1130.2205";"    0.0000";"    0.0000";" 2427.6012";"0";"  874.5901";" 1128.8893";" 3220.2972"
"11am";" 1267.5430";" 4712.1707";" 4645.1305";" 4163.0041";" 2334.6340";" 5670.1353";" 2392.9466";" 2327.7139";" 2384.6663";" 1938.6019";" 1548.5876";"    0.0000";" 3841.6565";" 1447.9875";" 1292.7345";" 2965.4313";" 5466.4713";" 4565.8201";" 1809.3966";" 1987.2530";" 4665.1574";" 1363.1275";"15462.3285";" 8013.1929";"10541.7573";" 1696.7039";" 2972.2046";"11880.4423";"17235.6232";"21691.0732";" 2278.8821";" 4928.9816";" 3237.5281";" 2600.9347";" 2879.4503";" 1748.0231";" 6780.2985";" 9672.9711";" 1570.8456";" 1535.5045";" 4090.4081";" 1986.7190";" 1250.7056";" 2372.8486";" 1409.7309";" 8899.3098";" 2529.8975";"    0.0000";" 6366.1099";" 2595.3140";" 1716.3338";" 1625.5047";" 1458.6291";" 5368.7421";"    0.0000";" 2500.7811";"    0.0000";"    0.0000";"  964.3618";"    0.0000";"    0.0000";" 1991.0131";"0";"  874.5901";" 1555.8908";" 3009.3466"
