"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049";"4824.95049"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";"0";"0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"6am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"7am";" 798.2810";"2521.9860";"   0.0000";"1575.9250";"   0.0000";" 648.1314";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 827.6726";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1554.5874";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";" 804.7645";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"8am";"1376.1325";"2981.6498";"   0.0000";"1944.6439";"   0.0000";" 865.2921";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1146.9342";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1827.7033";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1054.6905";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"9am";"1846.9719";"3220.3093";"   0.0000";"1950.9454";"   0.0000";" 956.8272";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1399.1879";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2228.5995";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1300.0250";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"10am";"2200.6812";"3315.8107";"   0.0000";"1903.8418";"   0.0000";" 894.6863";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1374.7436";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2208.7740";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1300.0250";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
"11am";"2071.4325";"3201.0519";"   0.0000";"1903.8418";"   0.0000";" 894.6863";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1153.7379";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"2100.1827";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"   0.0000";"1241.4071";"   0.0000";"   0.0000";"   0.0000";"   0.0000"
