"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067";"67.3261862199067"
"4am";"37.95547";"52.45677";"53.86832";"52.43269";"32.03162";"41.53651";"48.11951";"32.81574";"51.85189";"48.75243";"47.60259";"43.09490";"47.44993";"65.04977";"51.37338";"42.13623";"38.50127";"57.27309";"61.64881";"57.10712";"63.13027";"55.33576";"47.77425";"57.38537";"58.69215";"56.29803";"48.78100";"45.77488";"40.22080";"49.05937";"55.89034"
"5am";"38.11381";"51.36612";"53.43538";"51.98777";"32.67580";"41.53651";"48.85182";"32.58179";"51.52261";"48.85709";"48.49189";"44.20923";"48.52426";"64.01465";"49.07443";"41.37591";"39.88565";"58.44276";"64.90508";"57.75261";"62.63090";"54.68550";"48.40637";"57.69566";"56.00597";"54.76913";"48.36699";"44.54185";"40.37368";"48.26209";"55.89034"
"6am";"39.68352";"49.20670";"54.49234";"51.08917";"33.15327";"43.43103";"49.69973";"34.28181";"52.98835";"48.91059";"48.54318";"43.39109";"48.47651";"61.52536";"48.99380";"39.64308";"40.80516";"58.98008";"66.14074";"57.20619";"61.87186";"54.20107";"49.92535";"57.79245";"56.74684";"54.46688";"48.68321";"45.00559";"39.27714";"46.75667";"55.47591"
"7am";"40.82607";"50.71526";"52.07301";"51.11570";"34.26798";"43.90165";"57.15875";"36.87099";"53.09698";"49.93123";"51.37274";"45.02248";"44.71951";"55.41095";"52.76822";"44.46869";"44.23532";"56.68608";"63.15415";"55.04727";"65.04478";"54.57981";"52.76787";"60.59005";"53.39287";"59.76600";"48.33115";"47.09901";"42.14842";"46.37641";"55.11075"
"8am";"38.72673";"52.27731";"50.62156";"50.33042";"37.58232";"41.31294";"56.10755";"34.02478";"53.85632";"50.43299";"54.69042";"43.50880";"46.04684";"50.47443";"51.50366";"44.19984";"45.27498";"56.24529";"58.45065";"55.95728";"67.32619";"54.60772";"54.07193";"58.79928";"55.82540";"61.98744";"49.64466";"47.73735";"46.52087";"43.17508";"55.00991"
"9am";"41.59331";"55.23391";"49.42048";"49.62015";"38.67010";"41.89452";"53.67312";"39.31064";"56.01366";"50.01582";"52.07908";"45.40087";"50.83053";"50.93572";"48.68002";"39.09662";"42.27331";"54.04577";"60.87898";"52.52403";"66.75175";"54.37993";"53.00839";"62.02330";"57.05522";"62.79436";"57.00796";"47.50105";"45.19832";"45.68618";"51.93754"
"10am";"38.42902";"53.80792";"50.64939";"53.20190";"39.07922";"43.26265";"55.28874";"38.26408";"58.44692";"51.10554";"53.44937";"47.18713";"51.06349";"52.76859";"52.94293";"41.96258";"48.57532";"57.39919";"54.31724";"50.34065";"63.60574";"53.03450";"51.06671";"63.16117";"57.03385";"59.58145";"52.68685";"49.69071";"44.95652";"44.67108";"52.42374"
"11am";"41.03572";"54.18556";"50.53296";"51.82209";"37.41097";"41.53659";"59.82408";"37.51231";"56.55342";"49.91095";"54.32085";"46.24554";"45.96500";"50.94713";"52.55652";"48.47668";"43.74219";"56.31237";"56.71960";"48.21294";"64.37748";"53.98416";"52.67400";"63.52741";"59.54423";"60.98965";"56.09652";"44.35177";"45.61979";"44.27597";"53.90728"
"12am";"39.80210";"55.72401";"53.11613";"51.37908";"38.73756";"43.20692";"55.30861";"40.65031";"52.97548";"51.71263";"48.86831";"41.34253";"46.24535";"50.31427";"52.72907";"43.05361";"48.86311";"57.05049";"57.45816";"50.07815";"64.20803";"52.38009";"50.53125";"60.95890";"57.53652";"63.80504";"52.68289";"47.75629";"42.97856";"45.93537";"53.50673"
