"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384";"2029.70384"
"4am";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"5am";"110.0856";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"  0.0000";"0";"165.1284";"  0.0000";"  0.0000";"0";"  0.0000";"  0.0000";"  0.0000";"  0.0000"
"6am";"302.73549";"123.84634";"116.96598";"130.72669";"151.36774";"220.17126";"  0.00000";"123.84634";"130.72669";" 89.44458";"  0.00000";"  0.00000";"  0.00000";"447.22288";"  0.00000";"  0.00000";"  0.00000";"151.36774";"  0.00000";"  0.00000";"  0.00000"
"7am";"1396.7115";" 302.7355";" 426.5818";" 233.9320";" 722.4370";" 454.1032";" 178.8892";" 316.4962";" 694.9156";" 378.4194";" 233.9320";"   0.0000";"   0.0000";"1038.9332";" 130.7267";" 144.4874";"   0.0000";" 282.0944";" 178.8892";" 130.7267";"   0.0000"
"8am";"1850.8147";" 495.3853";" 722.4370";" 330.2569";" 970.1296";" 591.7103";" 227.0516";" 385.2997";" 963.2493";" 509.1460";" 509.1460";"   0.0000";"   0.0000";"1210.9420";" 151.3677";" 192.6499";"   0.0000";" 309.6158";" 220.1713";" 165.1284";"   0.0000"
"9am";"1995.30208";" 763.71907";" 866.92435";" 350.89795";"1038.93315";" 598.59062";" 220.17126";" 426.58182";"1045.81350";" 502.26570";" 591.71027";"   0.00000";"   0.00000";"1279.74547";" 144.48739";" 233.93197";"   0.00000";" 344.01760";" 233.93197";" 178.88915";"  96.32493"
"10am";"2029.70384";" 825.64224";" 846.28330";" 344.01760";"1052.69386";" 605.47098";" 240.81232";" 378.41936";"1032.05280";" 550.42816";" 577.94957";"  89.44458";"   0.00000";"1355.42934";" 178.88915";" 247.69267";"   0.00000";" 357.77830";" 268.33373";" 185.76950";"   0.00000"
"11am";"1850.81469";" 798.12083";" 811.88154";" 323.37654";"1004.53139";" 591.71027";" 227.05162";" 399.06042";" 915.08682";" 460.98358";" 522.90675";"  89.44458";"   0.00000";"1286.62582";" 172.00880";" 233.93197";"   0.00000";" 337.13725";" 240.81232";" 199.53021";"   0.00000"
