"hour","cs1","cs2","cs3","cs4","cs5"
"4am",0.142153643074543,0.154478275468588,0.0796391287097575,0.178129187798597,0.266597685787969
"5am",0.139168734257096,0.170586418854101,0.0732024684228881,0.167050803834762,0.270817143042786
"6am",0.117454895568921,0.175321319727883,0.0594522956465868,0.157541926010773,0.25065402226218
"7am",0.0503012308313254,0.251916331608616,0.0550284041629543,0.122884919168556,0.278359843021731
"8am",0.073775216576637,0.22531511070537,0.0664987304554558,0.194955120198366,0.303185638262116
"9am",0.0708328508504983,0.170455034311997,0.0444584104646598,0.20497730070931,0.239139846320461
"10am",0.0355875993266953,0.128206819825249,0.0679329511674046,0.22635222533644,0.22145070932822
"11am",0.0208939833943309,0.206057551255347,0.0614821407132642,0.231539168774542,0.287217501852283
"12am",0.0472354590551438,0.198257424598377,0.0870442576073265,0.173355045927356,0.338085617610147
"1pm",0.0583647412491584,0.151607744178303,0.0652019086029488,0.240961128572869,0.285176030810718
"2pm",0.0527820495337808,0.109307897722323,0.00554016456879877,0.208430820853416,0.294142672801998
"3pm",0.0185341228766923,0.161113499838291,0.0416947440791717,0.190729314501307,0.330078287897312
"4pm",0.0561904564901466,0.184776745717413,0.0742786236732694,0.229577064985603,0.250479136483931
"5pm",0.0681423459416415,0.175611390082614,0.0847425417211765,0.255393112928635,0.295175772550785
"6pm",0.11528337295813,0.132086382735081,0.0940920727625146,0.253114976444142,0.310624989742262
"7pm",0.163191773677406,0.127834569820779,0.154319261178844,0.193621342085629,0.332858345276414
"8pm",0.145676739782738,0.144641774468136,0.119985882566781,0.153611460978702,0.325124657767343
"9pm",0.160388292208788,0.139383222816951,0.104190454936827,0.153969131891495,0.297532680437318
"10pm",0.153309265667477,0.15759546404961,0.119568502975288,0.152037316228573,0.285344868628309
"11pm",0.150122808753918,0.184833196646731,0.0947968456741849,0.144130394991907,0.268007035329838
"12pm",0.136891869042819,0.162591918151295,0.0951723036599285,0.155510246379019,0.262837874967515
"1am",0.139658253098563,0.162336493583145,0.0879800708387819,0.147193899056433,0.271006033325172
"2am",0.137414027626545,0.147634788285054,0.100360265522205,0.145138736173484,0.265047987170634
"3am",0.13697488172968,0.153534686984022,0.0993627523206105,0.149814828700026,0.265393032685476
