"hour","act1","act2","act3","act4","act5"
"4am",0.064537320195685,0.0885792587809481,-0.0203246679299365,0,0.0209612071784456
"5am",0.0923530179152332,0.137039169454157,-0.0341727294671531,0,0.0175453097429198
"6am",0.168433178437231,0.167377507739994,-0.00805985758937632,-0.0771005313645363,0.026834124018302
"7am",0.184574841472228,0.199226304964262,-0.0382770280206433,-0.0204999557085488,-0.0496354027578156
"8am",0.207020721131021,0.193325738894407,-0.01173628647154,-0.0794494954907129,-0.00738515455596928
"9am",0.273857768342947,0.204659826034475,-0.0127426945892345,0.0193672835511005,-0.0344863159031944
"10am",0.269289380946007,0.212757431075386,-0.0198661411204885,-0.0132274047331427,-0.00908554277710862
"11am",0.251965260550076,0.196945608779052,-0.0139734221889217,-0.0192888299196229,0.0546379590530575
"12am",0.311873006834194,0.261678778393276,-0.0228410453593062,0.0388554716353105,0.158197392138401
"1pm",0.329795612331281,0.245580592170295,-0.00138898017982306,0.0399104643367038,0.0737186210461882
"2pm",0.307537942327706,0.21111409055089,-0.000390885992975882,-0.00123023037028383,0.0585672791855472
"3pm",0.280337533577631,0.213774540862313,-0.00713923711252,-0.0134952978233725,0.00492591359849566
"4pm",0.244252143732956,0.185159763687088,-0.00779293128998728,-0.0312675842925841,0.0830370255383634
"5pm",0.21176233649305,0.180314078199294,-0.0220938773498853,-0.106251152658709,0.26018287543554
"6pm",0.21865769915898,0.223137896314709,0.0436237405155471,-0.0390480032211659,0.196095284311079
"7pm",0.29618855444313,0.200063738645398,0.0233740722056887,-0.0439815258172971,0.36677116576672
"8pm",0.35454249003762,0.154843637252428,0.0159592828463801,-0.000525853773142107,0.374886969210411
"9pm",0.418789245856064,0.197768217660819,-0.0226587341867313,-0.0910238506932436,0.418931718318641
"10pm",0.403538176045851,0.217959751758598,0.0112496018259949,-0.0228345906422894,0.404597442462118
"11pm",0.410478380246812,0.135344535803278,-0.0403155754254873,-0.0128815628815629,0.429546098582357
"12pm",0.367016327451898,-0.0990874745028063,-0.0400579463775103,-0.0128815628815629,0.420001973721456
"1am",0.287851574905197,-0.103306182452802,-0.0196015070672045,-0.0128815628815629,0.359433397174087
"2am",0.279657355678526,-0.0895742550645941,-0.0194118196502769,-0.0128815628815629,0.322879501118916
"3am",0.255530840612418,-0.0837747678713403,-0.0194118196502769,-0.0128815628815629,0.303793455688187
