"hour","resarea1","resarea2","resarea3"
"4am",0.460149932774234,0.434944757111763,0.737302529561044
"5am",0.459597583536213,0.435259918766379,0.739077641444976
"6am",0.45663459081375,0.438326759298238,0.745094163298503
"7am",0.453452474526665,0.433170331179349,0.757111830715691
"8am",0.464484621780803,0.426417101780514,0.759305147671691
"9am",0.471488639329682,0.425080361285632,0.759270618246328
"10am",0.480516867359789,0.434443749357103,0.763664291921807
"11am",0.479318904116053,0.42300667473014,0.758234035695779
"12am",0.475437330582703,0.424015628548758,0.752362383018765
"1pm",0.480307727548542,0.426387255262416,0.757958647902082
"2pm",0.474697787694278,0.427273553282124,0.760981581335682
"3pm",0.479219376196851,0.429677351785368,0.76062568710265
"4pm",0.481099656209013,0.43829563258727,0.768009207240982
"5pm",0.467114614300829,0.43835879840352,0.770352127037674
"6pm",0.464817256717188,0.448433582757657,0.763986110822725
"7pm",0.45788977196887,0.433868422848225,0.750760690960357
"8pm",0.459993758371784,0.432265733689751,0.742559450418819
"9pm",0.460983085199088,0.430887965061573,0.739287228687583
"10pm",0.458981703859454,0.432488221171711,0.739011449501481
"11pm",0.457982762700363,0.434751927814612,0.739623254334912
"12pm",0.457177612574612,0.43449264068398,0.738415137215164
"1am",0.456394206112865,0.435927151475877,0.738338191793123
"2am",0.457131013077257,0.435143095369518,0.737656328189639
"3am",0.457846852449856,0.435334499203419,0.737422375951773
