"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.0594293236243811,0.270638134083676,-0.0549578683123468,0.366259760046927
"5am",0.0581997134151907,0.278453928072098,-0.0466872243095422,0.366725815618116
"6am",0.0635495309014938,0.244059487237198,-0.021667200787072,0.350509766679729
"7am",0.102985345396803,0.321455615878597,-0.0913049464482676,0.381576792201379
"8am",0.136187085391779,0.368592275359247,0.00835193390715188,0.421192727109152
"9am",0.155018528547244,0.380823958591925,0.0372834275417541,0.39875344074299
"10am",0.159418761309776,0.311374152734307,-0.00765634642040458,0.335689246483205
"11am",0.190047182230164,0.352340752206452,0.0354319792626396,0.340470691671626
"12am",0.178321445219818,0.385761513701152,-0.00317375318464198,0.408535721789363
"1pm",0.168303516414455,0.370147703747677,0.0497560130890641,0.392116655910921
"2pm",0.115576601929961,0.37443405821697,0.0207661379979539,0.375622548327496
"3pm",0.121197891990998,0.349509234213624,0.0157020343467925,0.386723408711034
"4pm",0.104922874314021,0.365683532464072,-0.0403474478215266,0.366579463433954
"5pm",0.0706181707311419,0.337521271832047,-0.0165356279877178,0.38271287138121
"6pm",0.0463218188242818,0.274777440207578,0.0486272428785986,0.407750715152804
"7pm",0.0504131187366498,0.335633137205571,-0.0370051385547911,0.401737105601266
"8pm",0.0535012664180954,0.30310237698662,-0.0314423049967185,0.385389909035907
"9pm",0.051517752048979,0.281505419863918,-0.0114597996735446,0.367068579990078
"10pm",0.0595804027775233,0.277069860290827,-0.0408859702808583,0.366246904578135
"11pm",0.0438826194840622,0.288392971773446,-0.0422163685255496,0.354802349007575
"12pm",0.0534394419564119,0.28850422274844,-0.0308721823281581,0.360906798780474
"1am",0.0485001501197414,0.280600947336752,-0.0320681454378898,0.361057301077118
"2am",0.0476377424073976,0.268339566207355,-0.038132249874247,0.36471304649976
"3am",0.0475355767497534,0.269933271993478,-0.0376417120055054,0.36976270323925
