"hour","age1","age2","age3","age4"
"4am",0.395725477258606,0.453675462290765,0.695915422371679,0.143334670160543
"5am",0.393877344516,0.463829466275041,0.699583383485839,0.140967859418033
"6am",0.404154892257396,0.461266059161268,0.66984931270208,0.144711871195043
"7am",0.324467201428204,0.460006709473343,0.477473142173138,0.165043570656313
"8am",0.245305406998014,0.291393234852882,0.311698537076057,0.164838761948598
"9am",0.189477850221558,0.210713503169942,0.286523940408542,0.13514236961569
"10am",0.183876634390625,0.195375806275136,0.266788275551945,0.167175396643678
"11am",0.206964075936785,0.249347734493197,0.275184375361577,0.200348345911234
"12am",0.265750245194568,0.237958287743964,0.289791728894422,0.230119963711792
"1pm",0.224918033981704,0.225174217944492,0.304795241761723,0.218591893615808
"2pm",0.189277654100695,0.219461835677396,0.285799235638971,0.19652373919525
"3pm",0.196010270609973,0.187214086422673,0.296921325477219,0.199527154155007
"4pm",0.239492944046897,0.306503842204294,0.369622665053999,0.218128712386764
"5pm",0.296358457603743,0.369414897852128,0.525564650636605,0.166419332751617
"6pm",0.307043368366684,0.404677228094001,0.619438352494049,0.110490557632636
"7pm",0.353441933421784,0.370137095686402,0.64932891924135,0.121007869304872
"8pm",0.362845712850437,0.40382674578766,0.654538208612707,0.122050943939951
"9pm",0.397508348669233,0.411685683599105,0.665479343539449,0.143639363350446
"10pm",0.400606538634034,0.403664986167521,0.67577724282815,0.155830639136402
"11pm",0.395583896921696,0.432553752696293,0.682624825655713,0.153316401780803
"12pm",0.395043339352862,0.444585948825343,0.694108229964386,0.149394101046322
"1am",0.394499044712074,0.43306439663241,0.697753133305677,0.153473687844796
"2am",0.390497504847173,0.441034127288098,0.697093975567982,0.153947390888464
"3am",0.387801550273987,0.43991122574484,0.69683821392283,0.153460440679193
