"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",0.199747161181422,0.164693551791198,0.167059828793775,0.0569262788011961,0.316918013467168
"5am",0.198409676754001,0.168595402348448,0.176995006324516,0.0503372086583274,0.320058366750247
"6am",0.162040353580021,0.187215524011422,0.1565935227023,0.0459533890579265,0.30617973921687
"7am",0.109319888079303,0.208655588526452,0.0410801666769821,-0.059847969325186,0.358533776156268
"8am",0.101849314147174,0.200721186943323,0.0162309532623814,-0.128142398707045,0.373033085462732
"9am",0.136660168363286,0.175691955486378,0.0534631680616067,-0.0484527340488424,0.325101731995028
"10am",0.104217499207412,0.112460413809782,0.0487683904105661,-0.101570443126446,0.285759418349469
"11am",0.0461849216664068,0.181670881200192,0.0207982319294603,-0.0744339843128805,0.349980185669707
"12am",0.0830602812522015,0.186616522325309,0.00135418833604244,-0.0669920743833131,0.38614145375906
"1pm",0.106887328875263,0.139807288560291,0.0548426092340035,-0.0586010092292276,0.351367044410436
"2pm",0.134701766772831,0.134369298020641,0.0317959245736179,-0.0642379263919394,0.358574502284589
"3pm",0.0937621625445974,0.181193251528509,0.0822631362928281,-0.0949356043905984,0.378299138396516
"4pm",0.101429313302457,0.205872124078393,0.0940882618055202,-0.0456072282772721,0.309739369045997
"5pm",0.0909471345573926,0.24423837303832,0.178124409478601,-0.0727559841271562,0.34728547262564
"6pm",0.131688567053714,0.193867237385751,0.173145106071684,0.0554850270661396,0.378565523423601
"7pm",0.178194993762647,0.169389837467901,0.200243375210619,0.085468906410396,0.38545209137351
"8pm",0.16760676135064,0.15468738079875,0.189615582116061,0.0620610791351436,0.37768182662584
"9pm",0.181510253426255,0.167603535941909,0.177914047865261,0.0558866720122815,0.363041086949471
"10pm",0.180999709294113,0.194071522288328,0.184843101620156,0.0468949698511276,0.338770297944633
"11pm",0.191271222176713,0.191862135698529,0.165345136620836,0.0438491014124088,0.307284452476838
"12pm",0.174203425414739,0.186218576265838,0.158667299984334,0.0477407340083941,0.305411941520407
"1am",0.172447053220341,0.1871500729594,0.152710731455337,0.0428387583936802,0.313681224318711
"2am",0.170672576079904,0.170528581482261,0.171024211793376,0.0509147077478193,0.319896741135478
"3am",0.169933973543793,0.172400431855133,0.169484095406327,0.0562146252660405,0.320795850609036
