"hour","act1","act2","act3","act4","act5"
"4am",0.062855375860026,-0.0340429017523635,0,0,-0.0407505251622047
"5am",0.343100829376961,-0.0446821326423267,0,-0.0205966933016222,0.284136778759802
"6am",0.492102457062967,0.276350090300906,0.019881770023386,0.0657188239636892,0.272834868637311
"7am",0.2905743801043,0.210564469537561,-0.00748089769378036,-0.0572701123560238,0.0150900713867698
"8am",0.291510923021242,0.223484360443183,0.0183147812498548,-0.0471547991858982,0.158629210698242
"9am",0.26703990211852,0.181950011720731,0.0917771362161195,-0.0420922705761609,0.376672083749551
"10am",0.312164874436708,0.209125352274539,0.0973958190581739,0.0494706593652138,0.456259769756422
"11am",0.33617976602776,0.188829990549537,0.150887783452255,0.0185193552298302,0.480544767418833
"12am",0.361330592700945,0.19616116232556,0.162609668492692,0.0185362752018987,0.505359271990986
"1pm",0.343844818704929,0.170093793245248,0.151662565160392,0.0200458843140875,0.289465568447826
"2pm",0.310093814791052,0.187834594512723,0.145680359422085,0.0256219174304466,0.448031097233475
"3pm",0.343923434816975,0.182083059225538,0.145617031296777,0.0635707665307571,0.405319031684798
"4pm",0.274296250903987,0.20038404495465,0.147508537966372,-0.0136155395583918,0.126091482525767
"5pm",0.27919640603357,0.185203189651652,0.211941628965756,0.00438312583911523,-0.0020360777116918
"6pm",0.190558625076696,0.151814386793076,0.102515914479837,-0.0194321583496906,0.0304318541530629
"7pm",0.0393192647749438,0.0124627375165097,-0.0198388373012696,-0.0622310302924198,0.108070164669393
"8pm",0.0631664444157431,0.0113660783501471,0.0173080027212643,-0.0392503748546786,0.11646941460923
"9pm",0.0701741855996911,0.201472010186508,0.0835943468818816,-0.0248792788184083,0.0799091219541727
"10pm",-0.0581784840079307,0.225148583996349,-0.00792031098153547,-0.0113095238095238,-0.0563032399144228
"11pm",-0.0553248457475269,0.148494248286859,0,0,-0.036170753490291
"12pm",-0.0429312929809692,0.0986128111436348,0,0,-0.0311840377890213
"1am",-0.0385062897325408,0.131187725109321,0,0,-0.0273124258161866
"2am",-0.0372749565509945,0.122607673856348,0,0,-0.0261242690975608
"3am",-0.0361133949328868,0.120689051342154,0,0,-0.025124959930453
