"hour","mode1","mode2","mode3"
"4am",0.460531997018948,0.585371218308739,0.546515544758069
"5am",0.500429835784102,0.63092590709818,0.578356832256775
"6am",0.504553630089654,0.62245603907814,0.559345313430247
"7am",0.552789096337465,0.687701820678787,0.587253250317143
"8am",0.492350209743955,0.717847691331015,0.586043085372398
"9am",0.452282602372389,0.69702885212412,0.570081636500337
"10am",0.484919635131528,0.697078606876815,0.559391732861484
"11am",0.480687305868305,0.701200509887153,0.547720705485807
"12am",0.420235913052892,0.646620331742268,0.564740830958343
"1pm",0.459934805016895,0.666898930456346,0.565729665394717
"2pm",0.407145319908155,0.634235277826639,0.555847079679689
"3pm",0.274934489635818,0.575966397325573,0.490435918134118
"4pm",0.352883949456243,0.592827756397442,0.51485514802165
"5pm",0.586955672863503,0.638398969564967,0.543876298719309
"6pm",0.567281563621669,0.497872898170926,0.387631974009988
"7pm",0.563806844086857,0.449207037643574,0.340366637916508
"8pm",0.55641842641903,0.445320187470582,0.342098508641909
"9pm",0.538438967876312,0.441192594366091,0.339067427929748
"10pm",0.521149488336554,0.443849491431801,0.347217220643004
"11pm",0.517691179175313,0.443972166830306,0.354512259128408
"12pm",0.516829080119,0.439020669398895,0.352362694585852
"1am",0.518041373985748,0.441501049292447,0.355500403757577
"2am",0.520206861403787,0.442359819892426,0.356870759342081
"3am",0.519134070190679,0.441811455728868,0.357080224615062
