"hour","cleduc1","cleduc2","cleduc3","cleduc4"
"4am",0.225678935902563,0.0257219786044512,-0.123633888287643,0.0883084961108328
"5am",0.221336707647264,0.0358548726809486,-0.122236110921284,0.0891453741659796
"6am",0.249892574824213,0.0400904946980425,-0.0322058998946859,0.0989318937525887
"7am",0.119454874184057,0.12768622286659,0.266019657548952,0.0562302641645229
"8am",0.227256769996175,0.0574167577341017,0.225706518260563,-0.00502095855895179
"9am",0.253491158061662,0.142582602273511,0.261219123027364,0.146009910366379
"10am",0.299424055160586,0.237380960873012,0.0528412439736408,0.106292966441401
"11am",0.306726267266388,0.170866307775725,-0.0148476976077864,0.104556873961811
"12am",0.293455609893169,0.187933489505702,-0.0861380497835373,0.0724532116366177
"1pm",0.276326042764218,0.116825020304091,-0.0926721733450051,0.0397702190534718
"2pm",0.29658250571438,0.0984352399363147,-0.120600902147361,0.0940870861578362
"3pm",0.310556951955028,0.0827791255967954,-0.110866432466592,0.138402129217117
"4pm",0.392563156479907,0.119210804629966,0.101237749700901,0.107769033684299
"5pm",0.337159719706497,0.16242105568598,0.125999308432955,0.0349770924861152
"6pm",0.32177548039689,0.217149022103192,-0.0320460685096796,0.343320240715108
"7pm",0.135492804564368,0.321996035785167,0.166436802444125,0.594395596354531
"8pm",0.134371685786569,0.312176628643656,0.163713215208397,0.467203719485772
"9pm",0.12582082593393,0.29790129887334,0.138217240395673,0.455924456287263
"10pm",0.12230201406303,0.293247498073612,0.142698806577433,0.452196567984814
"11pm",0.222534379282817,0.300919396690044,0.183553148418073,0.467659015441154
"12pm",0.23421285648913,0.293360206901572,0.184916703978951,0.468801095244218
"1am",0.231860534304924,0.293653798424329,0.181408951762916,0.466961480225049
"2am",0.234022288421818,0.290211388869256,0.171012319734585,0.46383389617553
"3am",0.23367511164238,0.289727786811596,0.168334319213496,0.46417568651898
