"hour","cspmen1","cspmen2","cspmen3","cspmen4","cspmen5"
"4am",-0.117994230481727,0.117684813088828,0.344912535630746,-0.0459294039557438,-0.0446549852307402
"5am",0.103632161776531,0.105409526163003,0.352597369896575,0.171246879328471,-0.0516362084387078
"6am",-0.0416775989384279,-0.0234278768689889,0.104065916759618,0.200127000678759,-0.0182331185916916
"7am",-0.0963812135124306,-0.130737330639671,0.20407947312536,0.138180638052131,0.0444866856423832
"8am",-0.137863157195077,-0.0521131925113258,0.0710408152335982,-0.0264798000943171,-0.0342305641554608
"9am",-0.139381540342931,0.115132678812176,0.1421739894944,0.254785066340831,0.0161194056258472
"10am",-0.104072144287114,0.127463748084756,0.109396987040474,0.157719568966806,0.0192244718565061
"11am",-0.0828696938814886,0.145287056098511,0.121898362344128,0.168796918165513,0.0509220869752741
"12am",-0.0816777827178113,0.146683249301098,0.0795527869407569,0.13191265330902,0.0206293943766412
"1pm",-0.0881452588522737,0.15416011087147,0.1265190990829,0.149624637937043,0.0518573153010882
"2pm",-0.038203176548842,0.171996872340221,0.130378933031405,0.142294211761377,0.00892207385153956
"3pm",-0.061369974898334,0.156762061131382,0.114391445526015,0.0955664043061262,0.274584269874508
"4pm",-0.00887488895406206,0.175738910497294,0.0104079201611405,0.106428992890326,0.0680428164282258
"5pm",0.103889652280617,-0.0117980072191022,-0.0651364051641234,0.165386777734763,0.0238291316930933
"6pm",0.069550155873174,0.0702529164142473,0.0663728165109398,0.0351723974274773,0.146125614031449
"7pm",0.120944878026623,0.012884812243622,0.433103194958929,-0.103294016233778,0.286511576236273
"8pm",0.118955294748131,0.0238955110063532,0.375895270494564,-0.056625874186031,0.285876706794729
"9pm",0.226231361355019,-0.00279632561142945,0.371742094666384,-0.0560119949915736,0.288774279843954
"10pm",0.217109382330535,0.0831719766347865,0.335727564901709,-0.0614592460933185,0.356589383732759
"11pm",0.214593577437514,0.187166773540297,0.237108520628541,-0.0775915881236475,0.356830590395345
"12pm",0.220205022518595,0.200774107158069,0.393354391753966,-0.0661085932006137,0.357229472108061
"1am",0.22169645298221,0.195497882530235,0.388947401047139,-0.0673205776213419,0.356238323384647
"2am",0.221431715371565,0.192190971028851,0.389096588685842,-0.0650350549603522,0.356573708115844
"3am",0.221328306947119,0.194987430444778,0.386080802686045,-0.0642186994998491,0.356379201602786
