"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4";"10112.4"
"4am";"190.80";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"0";"165.36"
"5am";"407.04";"  0.00";"  0.00";"  0.00";"165.36";"  0.00";"  0.00";"178.08";"  0.00";"  0.00";"  0.00";"178.08";"  0.00";"  0.00";"216.24";"0";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"165.36";"  0.00";"0";"  0.00";"  0.00";"0";"648.72"
"6am";"1513.68";" 254.40";"   0.00";" 623.28";" 559.68";" 826.80";" 305.28";" 534.24";"   0.00";"   0.00";"   0.00";" 343.44";" 483.36";" 356.16";"1170.24";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 318.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"2722.08"
"7am";"5291.52";"1806.24";" 623.28";"2798.40";"2086.08";"1882.56";"1182.96";"1946.16";" 190.80";" 356.16";" 178.08";"1119.36";"1742.64";" 839.52";"2404.08";" 368.88";" 279.84";" 216.24";" 152.64";"   0.00";" 165.36";" 852.24";" 534.24";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"6741.60"
"8am";"8687.76";"3650.64";"1119.36";"4731.84";"3141.84";"2251.44";"2022.48";"2798.40";" 305.28";" 585.12";" 445.20";"2149.68";"2722.08";"1144.80";"2633.04";" 483.36";" 407.04";" 343.44";" 178.08";"   0.00";" 178.08";"1297.44";" 610.56";"   0.00";"   0.00";" 190.80";" 228.96";"   0.00";"9247.44"
"9am";"9031.20";"4032.24";"1170.24";"5164.32";"3421.68";"2264.16";"2086.08";"2811.12";" 330.72";" 610.56";" 496.08";"2454.96";"2887.44";"1132.08";"2633.04";" 521.52";" 457.92";" 356.16";" 165.36";"   0.00";" 190.80";"1322.88";" 610.56";"   0.00";"   0.00";" 216.24";" 241.68";"   0.00";"9743.52"
"10am";" 9209.28";" 4197.60";" 1182.96";" 5342.40";" 3498.00";" 2289.60";" 2162.40";" 2811.12";"  381.60";"  674.16";"  496.08";" 2493.12";" 2963.76";" 1119.36";" 2671.20";"  534.24";"  496.08";"  394.32";"  178.08";"    0.00";"  190.80";" 1348.32";"  648.72";"    0.00";"    0.00";"  216.24";"  228.96";"    0.00";"10074.24"
"11am";" 9018.48";" 4006.80";" 1144.80";" 5278.80";" 3498.00";" 2251.44";" 2098.80";" 2760.24";"  318.00";"  636.00";"  508.80";" 2531.28";" 2925.60";" 1157.52";" 2683.92";"  559.68";"  483.36";"  356.16";"  152.64";"    0.00";"  178.08";" 1348.32";"  661.44";"    0.00";"    0.00";"  190.80";"  228.96";"    0.00";"10061.52"
"12am";"8255.28";"3714.24";"1081.20";"4960.80";"3408.96";"2149.68";"2022.48";"2493.12";" 356.16";" 610.56";" 508.80";"2442.24";"2633.04";"1106.64";"2633.04";" 496.08";" 407.04";" 381.60";" 165.36";"   0.00";" 190.80";"1335.60";" 661.44";"   0.00";"   0.00";" 203.52";" 216.24";"   0.00";"9934.32"
"1pm";" 9031.20";" 4095.84";" 1182.96";" 5393.28";" 3510.72";" 2136.96";" 2086.08";" 2633.04";"  343.44";"  661.44";"  559.68";" 2505.84";" 2951.04";" 1081.20";" 2645.76";"  559.68";"  432.48";"  394.32";"    0.00";"    0.00";"  178.08";" 1335.60";"  674.16";"    0.00";"    0.00";"  203.52";"  216.24";"    0.00";"10112.40"
"2pm";"8827.68";"4121.28";"1157.52";"5189.76";"3447.12";"2149.68";"2086.08";"2683.92";" 330.72";" 686.88";" 508.80";"2391.36";"2963.76";"1093.92";"2607.60";" 610.56";" 445.20";" 432.48";"   0.00";"   0.00";" 165.36";"1284.72";" 572.40";"   0.00";"   0.00";" 203.52";" 190.80";"   0.00";"9870.72"
"3pm";"7860.96";"3587.04";"1055.76";"4668.24";"2963.76";"1933.44";"1780.80";"2365.92";" 279.84";" 597.84";" 470.64";"2086.08";"2696.64";" 966.72";"2289.60";" 597.84";" 457.92";" 318.00";"   0.00";"   0.00";" 152.64";"1182.96";" 407.04";"   0.00";"   0.00";" 165.36";" 190.80";"   0.00";"8446.08"
