"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108";"2921.108"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";" 927.490";" 757.578";"1101.911";" 631.157";"   0.000";" 595.899";" 404.619";"1077.309";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"2302.194";"2196.851";"2763.341";" 715.737";"   0.000";" 990.008";" 829.438";"1591.312";"   0.000";"   0.000";" 670.804";" 373.151";" 434.288";"   0.000";"   0.000"
"9am";"2415.539";"2129.060";"2840.478";"1012.833";"   0.000";"1097.710";" 878.149";"1709.921";"   0.000";"   0.000";" 678.684";" 414.501";" 434.288";" 447.118";"   0.000"
"10am";"2406.380";"2007.654";"2921.108";"1029.910";"   0.000";"1060.209";" 840.131";"1721.485";"   0.000";"   0.000";" 595.223";" 414.501";" 448.383";" 524.128";"   0.000"
"11am";"2648.239";"1580.860";"2372.305";"1064.245";"   0.000";" 938.775";" 725.211";"1616.008";"   0.000";"   0.000";" 573.625";" 461.370";" 445.751";"   0.000";"   0.000"
"12am";"1962.428";" 764.412";"1250.941";" 790.527";"   0.000";" 484.696";"   0.000";"1339.468";"   0.000";"   0.000";"   0.000";" 327.093";"   0.000";"   0.000";"   0.000"
"1pm";"2406.352";"1888.741";"2198.679";" 998.447";"   0.000";" 832.971";" 747.053";"1630.799";"   0.000";"   0.000";" 847.465";" 418.358";" 384.094";"   0.000";"   0.000"
"2pm";"2663.026";"2161.693";"2494.792";" 680.138";"   0.000";"1262.173";"1028.760";"1670.511";"   0.000";"   0.000";" 607.385";" 720.657";" 348.323";"   0.000";"   0.000"
"3pm";"2531.324";"2196.138";"2516.004";" 807.579";"   0.000";"1145.705";"1052.293";"1589.714";"   0.000";"   0.000";" 553.589";" 746.618";" 477.319";"   0.000";"   0.000"
"4pm";"2352.482";"2366.748";"2675.785";" 604.865";"   0.000";" 967.757";" 556.954";"1242.246";"   0.000";"   0.000";" 496.512";" 731.900";" 351.998";" 700.015";"   0.000"
"5pm";"1587.882";"1264.627";"2158.191";" 566.655";"   0.000";" 583.934";"   0.000";" 992.672";"   0.000";"   0.000";" 351.887";"   0.000";"   0.000";" 592.490";"   0.000"
"6pm";"843.536";"413.429";"901.658";"843.035";"  0.000";"  0.000";"  0.000";"665.773";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"627.363";"  0.000";"647.789";"  0.000";"  0.000";"  0.000";"  0.000";"456.501";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"257.253";"  0.000";"547.190";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"232.831";"  0.000";"  0.000";"  0.000";"0";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
