"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923";"4625.923"
"4am";"1989.539";"2322.267";"2003.741";"3089.848";"1825.258";"2079.934";"2034.602";"2909.581";"2200.303";"1719.495";"2018.377";"3773.061";"3185.512";"3233.702";"2586.104";"3477.514";"3320.490";"1762.190"
"5am";"2099.494";"2322.267";"2093.771";"3070.942";"1788.121";"2079.475";"2034.602";"2716.316";"2174.434";"1738.115";"1951.555";"3780.455";"3185.512";"3291.426";"2512.013";"3461.838";"3281.004";"1762.190"
"6am";"2164.148";"2297.852";"2130.875";"2979.821";"1737.998";"1924.390";"1939.638";"2742.652";"2156.325";"1839.658";"1846.721";"3782.639";"3382.922";"3386.366";"2411.514";"3172.585";"2924.918";"1606.937"
"7am";"2448.576";"2595.915";"2142.365";"3107.743";"1748.500";"2219.384";"1842.041";"2305.588";"2290.727";"2056.308";"1667.806";"3443.738";"3108.565";"3586.152";"1908.926";"2742.060";"2402.615";"1469.482"
"8am";"3306.271";"2576.629";"2163.315";"2857.568";"1884.509";"2095.475";"1495.846";"2343.690";"2407.528";"2169.221";"1492.212";"3068.876";"3200.742";"3939.890";"1693.545";"2287.675";"2484.706";"1018.509"
"9am";"3194.214";"2695.057";"2381.596";"2602.943";"1927.815";"2235.330";"1383.344";"2292.034";"2331.743";"2150.840";"1385.204";"3236.740";"3191.377";"3703.640";"1633.006";"2269.982";"2451.644";"1129.362"
"10am";"3467.001";"2369.081";"2807.042";"2626.305";"1670.865";"2024.752";"1247.842";"2433.316";"2404.543";"2244.709";"1302.280";"3426.658";"3154.024";"3714.422";"1447.248";"2384.826";"2288.722";"1002.176"
"11am";"3362.017";"2377.757";"2425.446";"2729.718";"1783.357";"2403.489";"1421.073";"2101.527";"2510.151";"2295.991";"1475.184";"3184.819";"2888.935";"3816.286";"1610.241";"2176.978";"2270.647";"1163.916"
