"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008";"60.3938360035008"
"4am";" 6.623451";" 9.741975";" 9.109163";" 6.255133";" 6.597491";"13.041685";"13.068757";"10.442611";" 9.389536";"18.219259";"11.967048";" 8.090148";"10.726343";"13.065356";" 7.070060";"10.279833";"15.296405";"11.747850"
"5am";" 7.095091";" 9.741975";" 8.255119";" 6.270979";" 6.643118";"13.043108";"13.146327";"11.047387";" 9.450784";"18.134872";"12.137446";" 8.159842";"10.726343";"12.910253";" 6.860207";"10.561486";"15.389498";"11.878191"
"6am";" 6.757151";"10.130270";" 8.239521";" 6.620088";" 6.725504";"13.181078";"13.546882";"10.960820";" 9.454233";"17.059581";"12.417970";" 8.101924";"10.423792";"13.488085";" 7.096888";"11.557596";"16.597869";"12.509495"
"7am";" 7.454051";" 7.932157";" 7.688499";" 6.646219";" 7.971878";"12.983853";"15.622595";"12.178216";" 9.166398";"16.149039";"14.367264";" 9.195394";"11.194363";"12.481385";" 7.887382";"12.002069";"21.045649";"15.231741"
"8am";" 7.630429";" 2.255277";" 9.295184";" 7.041483";" 8.615269";"12.906905";"18.420384";"12.629849";" 7.740840";"16.117300";"14.949240";"10.305714";"11.450268";"10.779668";"10.172935";"14.535129";"21.786471";"21.287033"
"9am";" 9.161577";" 5.922110";" 8.474674";" 6.359262";" 7.982348";"11.178651";"18.162123";"12.971435";" 7.986515";"15.853137";"14.394265";"10.291043";"11.022272";"11.780422";"10.597859";"13.854548";"19.975394";"20.080710"
"10am";" 8.933222";" 7.498029";" 6.822426";" 6.902769";" 9.023907";"11.943781";"18.888288";"12.268489";" 7.762353";"17.990337";"14.240236";" 8.369393";"12.031210";"11.535891";"11.230149";"12.615368";"18.228770";"22.787639"
"11am";" 6.870854";" 7.825791";" 7.143365";" 8.225839";" 9.928154";"11.179537";"18.181894";"13.627621";" 7.519245";"16.401289";"14.375820";" 8.151981";"13.686565";"11.107599";"11.006262";"13.563648";"21.090303";"17.898226"
"12am";" 4.533486";" 8.460836";" 8.657680";" 6.617796";" 9.188230";"11.948543";"15.980150";"10.998289";" 8.335578";"19.285595";"13.830672";" 8.609365";"12.664765";"12.043579";"10.571581";"12.819693";"20.682627";"16.108214"
"1pm";" 6.746765";" 7.790566";" 6.770195";" 7.803152";"11.033727";"10.292626";"17.447358";"12.668427";" 6.941691";"17.514960";"13.592127";" 9.064645";"11.768457";"12.437566";" 8.869166";"13.143139";"20.773705";"18.348151"
"2pm";" 8.099855";" 6.925477";" 7.423537";" 9.568011";" 9.328052";"10.631651";"15.763657";"12.230495";" 7.067381";"18.160902";"12.975978";" 9.412920";"11.635198";"11.607592";"10.690507";"12.574147";"17.785449";"16.490311"
"3pm";" 7.453874";" 5.805358";" 8.522713";" 8.924571";" 9.196425";"10.540623";"17.371196";"12.516776";" 6.807466";"19.194099";"13.518518";" 8.562004";"11.258520";"11.552809";"10.228207";"11.919683";"19.196244";"14.380149"
"4pm";" 6.768490";" 6.147454";" 6.879782";" 8.507467";"10.057164";"11.391713";"18.225361";"13.852398";" 7.790571";"17.796574";"14.469403";" 8.956649";"11.436576";"11.667052";"10.244680";"12.783551";"20.045758";"16.272448"
