"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041";"042";"043";"044";"045";"046";"047";"048";"049";"050";"051";"052";"053";"054";"055";"056";"057";"058";"059";"060";"061";"062";"063";"064";"065";"066";"067";"068";"069";"070";"071";"072";"073";"074";"075";"076";"077";"078";"079";"080";"081";"082";"083";"084";"085";"086";"087";"088";"089";"090";"091";"092";"093";"094";"095";"096";"097";"098";"099";"100";"101";"102";"103";"104"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31";"9991.31"
"4am";" 657.755";"1249.150";"2132.653";"1721.476";"1680.745";"2427.089";"1342.761";"1912.011";"1400.057";"1001.348";"1394.474";"1424.574";"2454.022";" 377.083";"1616.342";"1220.662";" 978.779";" 956.549";"1551.156";"1216.922";"1357.990";"1374.239";" 809.125";"1817.772";"2340.192";"1317.391";"1803.705";"1735.979";"2704.964";" 918.671";" 933.873";"1951.999";"1421.265";"1027.756";"3370.982";"1816.167";"2501.238";"1441.857";"1058.386";"1404.078";"1720.197";" 499.605";"1719.019";"1202.822";"1549.479";"4052.380";"1332.813";"1648.499";"1348.527";"1511.289";"2126.259";"2420.137";"3681.056";" 762.588";"2739.067";"2108.908";"1424.436";"2141.951";"1258.140";"1857.167";"2205.664";"1031.816";"2340.087";" 749.512";"2457.143";"2602.773";" 187.186";"1047.957";"   0.000";NA;"   0.000";NA;NA;" 562.756";"4807.484";"2948.948";"1581.089";"4327.773";"2611.602";"   0.000";"   0.000";" 411.921";"3756.472";" 874.494";"1855.395";" 842.769";" 983.167";"2937.316";"1051.824";"2330.373";"1846.618";"5359.262";"1262.918";"1875.689";"3834.461";"2277.454";"2415.748";"1584.306";"1340.039";"1738.476";NA;NA;"   0.000";"4229.445"
"5am";" 657.755";"1249.150";"2132.653";"1779.216";"1680.745";"2427.089";"1342.761";"1912.011";"1400.057";" 961.237";"1394.474";"1424.574";"2454.022";" 724.704";"1559.689";"1298.918";" 978.779";" 956.549";"1551.156";"1226.979";"1357.990";"1306.442";" 809.125";"1748.207";"2262.089";"1317.391";"1803.705";"1735.979";"2704.964";" 918.671";" 933.873";"1951.999";"1381.676";"1027.756";"3449.767";"1753.012";"2501.238";"1538.274";"1058.386";"1364.324";"1720.197";" 499.605";"1719.019";"1154.459";"1549.479";"3965.374";"1332.813";"1648.499";"1348.527";"1511.289";"2194.440";"2420.137";"3296.096";" 762.588";"2862.376";"2108.908";"1424.436";"2073.365";"1258.140";"1788.986";"2117.738";"1110.072";"2209.702";" 749.512";"2457.143";"2691.229";" 187.186";"1047.957";"   0.000";NA;"   0.000";NA;NA;" 562.756";"4807.484";"2948.948";"1532.222";"4201.254";"2614.154";"   0.000";"   0.000";" 411.921";"3669.702";" 849.363";"1800.745";" 821.148";" 983.167";"2968.598";"1107.312";"2391.583";"1846.618";"5359.262";"1262.918";"1875.689";"3834.461";"2277.454";"2415.748";"1710.825";"1340.039";"1738.476";NA;NA;"   0.000";"4229.445"
"6am";" 657.755";"1516.696";"2008.695";"1779.216";"1704.679";"2375.225";"1342.761";"1849.394";"1400.057";" 850.748";"1394.474";"1307.302";"2447.444";" 724.704";"1730.843";"1298.918";" 978.779";" 902.322";"1551.156";"1041.796";"1314.622";"1455.729";" 656.537";"1686.652";"2262.089";"1068.745";"1910.747";"1735.979";"2555.677";" 872.392";"1147.640";"1951.999";"1344.819";" 902.620";"3343.947";"1953.904";"2400.936";"1403.258";"1033.644";"1324.570";"1656.732";" 460.587";"1432.647";"1079.717";"1549.479";"3750.646";"1281.291";"1592.165";"1239.310";"1417.435";"2106.397";"2424.988";"3276.789";" 948.849";"2629.592";"2269.548";"1313.798";"2004.822";"1214.730";"1970.883";"2039.482";"1277.388";"1868.743";" 749.512";"2457.143";"2594.245";" 187.186";"1143.905";"   0.000";NA;"   0.000";NA;NA;" 543.989";"4725.475";"2946.845";"1486.281";"3927.260";"2614.154";"   0.000";"   0.000";" 396.914";"3590.534";" 783.742";"1902.817";" 810.318";" 943.445";"3003.875";"1085.835";"2337.816";"1890.546";"4726.837";"1262.918";"1664.068";"3834.461";"2277.454";"2497.881";"1832.553";"1435.147";"1749.396";NA;"  80.189";"   0.000";"4315.440"
"7am";" 965.734";"1923.133";"1808.250";"1600.927";"1520.766";"2374.280";"2128.317";"1475.598";"1689.706";" 951.909";"1098.726";"1261.086";"1923.822";" 778.284";"2051.343";"1453.566";"1055.668";" 633.039";"1112.140";" 992.788";"1324.032";"1207.345";" 796.569";"1866.521";"1913.965";" 699.376";"1350.829";"1608.315";"2254.324";"1080.202";"1351.849";"1780.017";"1068.273";" 511.367";"3538.153";"1552.809";"2395.804";"1235.612";"1185.018";" 957.361";"1037.699";" 265.773";"1284.181";" 771.128";"1176.618";"2491.649";"1478.500";"1769.420";"1306.974";"1087.215";"1860.767";"1860.671";"2297.229";" 875.571";"2689.076";"1779.812";"1079.193";"2031.706";"1120.893";"1619.877";"1767.311";"1829.376";"1768.099";" 715.058";"2196.870";"3075.204";" 160.281";"1280.169";"   0.000";"  73.649";"   0.000";NA;"   0.000";" 368.192";"4305.798";"3929.087";"1360.596";"2392.594";"2430.260";"   0.000";"   0.000";" 381.907";"2652.709";" 687.472";"2441.709";" 749.943";"1046.376";"2401.331";" 939.139";"2269.718";"1162.750";"4010.969";"1016.266";"1253.000";"3324.463";"2989.010";"2628.534";"2513.802";"1327.416";"1918.366";"   0.000";"  80.189";" 121.866";"3786.318"
"8am";"1135.411";"3153.915";"2734.253";"1661.388";"1351.681";"2409.362";"2632.448";"1533.694";"1877.249";"1004.215";" 888.971";" 973.735";"1935.243";" 699.349";"2318.217";"1439.026";"1086.868";" 451.081";"1137.461";"1049.688";"1617.888";"1453.439";"1088.032";"1666.621";"1596.596";" 399.177";"1501.257";"1019.562";"1799.956";"1099.134";"2157.871";"1275.043";" 908.428";" 230.872";"4362.276";"1201.871";"2097.533";"1548.887";"1078.750";" 857.745";"1337.659";" 269.517";"1137.711";" 619.656";"1349.697";"1727.704";"1246.493";"1879.028";"1338.417";" 642.355";"1390.521";"1689.814";"1903.322";" 828.116";"2523.417";"1468.608";" 643.264";"1980.953";"1765.515";"1197.289";"1572.884";"2235.002";"1369.050";" 647.237";"1856.301";"3510.612";" 122.594";"1388.204";"   0.000";"  73.649";"   0.000";NA;"   0.000";" 300.145";"3607.370";"5634.325";"1954.135";"2600.378";"1626.693";"   0.000";"   0.000";" 331.175";"2242.980";" 755.030";"2421.985";" 554.186";"1579.134";"1738.045";" 897.872";"1961.268";"1097.611";"3754.705";" 822.232";"1283.036";"2251.182";"4088.935";"2689.087";"3386.144";"1369.036";"2437.447";"   0.000";" 130.516";" 121.866";"3672.737"
"9am";"1425.632";"4262.141";"2512.230";"1854.392";"1443.851";"2806.610";"2867.915";"1496.254";"2030.051";" 880.971";" 746.285";" 813.865";"1836.098";" 817.484";"2553.681";"1239.481";"1293.875";" 516.977";" 975.194";"1065.161";"1463.806";"1260.253";"1214.694";"1696.174";"1589.235";" 459.548";"1183.036";" 915.826";"1385.007";"1426.296";"2696.525";" 693.705";" 705.574";" 164.716";"5364.252";"1122.030";"2352.098";"1452.456";"1202.841";" 974.696";"1648.862";" 235.847";" 975.444";" 509.708";"1392.417";"1677.580";"1086.288";"1953.968";"1211.048";" 577.461";"1532.621";"1488.993";"1828.712";" 766.963";"2885.680";"1572.574";" 586.561";"2173.288";"1927.397";" 712.059";"1546.068";"2431.408";"1151.968";" 458.204";"1670.120";"3294.843";" 103.811";"2023.140";"   0.000";"  73.649";"   0.000";"   0.000";"   0.000";" 219.204";"2843.511";"6335.110";"1977.966";"2512.161";"1464.887";"  54.792";"   0.000";" 302.733";"2112.455";" 751.122";"2337.156";" 493.937";"1598.744";"2088.277";"1107.285";"1634.806";"1250.557";"3675.992";" 954.483";"1064.044";"1796.840";"4408.363";"2720.014";"3494.421";"1231.911";"3594.885";"  89.914";" 130.516";" 121.866";"3551.874"
"10am";"1412.688";"5101.958";"2383.550";"1677.347";"1169.722";"2628.009";"2965.607";"1669.991";"1586.937";" 893.758";" 656.257";" 905.339";"1700.154";"1199.101";"2446.808";"1125.816";"1064.342";" 574.946";" 895.562";" 995.924";"1464.640";"1093.691";"1296.703";"1850.919";"1540.436";" 287.612";"1155.506";" 818.247";"1306.015";"1440.642";"2482.462";" 943.377";" 646.258";" 153.822";"5279.823";" 902.153";"1989.817";"1986.135";"1236.723";" 862.306";"1438.147";" 323.860";" 832.258";" 488.396";"1411.378";"1503.568";" 856.420";"2337.147";"1384.810";" 642.355";"1578.657";"1335.392";"1563.922";" 766.963";"2919.384";"1487.375";" 724.584";"2154.292";"1917.694";" 781.404";"1517.978";"2799.233";" 640.354";" 324.152";"1634.304";"3162.680";" 220.881";"2522.940";"  50.124";"  73.649";"  99.586";"   0.000";"   0.000";" 225.077";"2599.207";"6488.649";"1879.203";"2582.364";"1615.415";"  54.792";" 110.489";" 268.161";"1925.555";" 586.946";"2160.223";" 714.407";"1650.123";"2122.701";"1251.025";"2064.722";"1129.050";"3370.180";"1050.717";"1351.860";"1892.116";"4333.669";"2298.674";"3632.067";" 941.901";"3916.758";"  89.914";" 130.516";"   0.000";"3664.092"
"11am";"1622.001";"4876.583";"2608.978";"1748.435";"1326.511";"2983.893";"2780.892";"1694.110";"1998.759";" 949.883";" 538.392";" 985.647";"1756.277";"1035.250";"2117.797";"1311.498";"1057.798";" 553.565";" 982.202";"1117.230";"1274.508";"1174.628";"1215.688";"1672.113";"1589.235";" 411.935";"1227.917";" 720.548";"1483.429";"1486.943";"2924.872";"1034.320";" 806.978";" 227.840";"4787.394";" 839.918";"1946.965";"2078.915";" 964.703";" 777.462";"1405.866";" 235.847";" 832.258";" 333.290";"1111.805";"1147.973";"1018.098";"2039.980";"1473.435";" 656.819";"1475.325";"1160.676";"1682.842";" 769.254";"3268.562";"1392.741";" 724.584";"2397.349";"1773.672";"1019.280";"1457.011";"2871.496";" 926.162";" 347.610";"1658.980";"3288.419";" 308.532";"2267.472";"  50.124";"  73.649";"  99.586";"   0.000";"   0.000";" 262.611";"3119.249";"6095.928";"1827.616";"2225.034";"1496.593";"  54.792";" 110.489";" 268.161";"2085.671";" 627.222";"2206.156";" 861.971";"1415.058";"1845.875";"1501.815";"1705.918";"1119.012";"3912.088";" 743.690";"1116.679";"2346.673";"4257.389";"2414.581";"3210.462";"1292.741";"3588.885";" 170.658";" 130.516";"   0.000";"3934.927"
