"hour","sex1","sex2"
"4am",0.0193,0.0193
"5am",0.018,0.018
"6am",0.0159,0.0159
"7am",0.0174,0.0174
"8am",0.0213,0.0213
"9am",0.0279,0.0279
"10am",0.0298,0.0298
"11am",0.0322,0.0322
"12am",0.0316,0.0316
"1pm",0.033,0.033
"2pm",0.0317,0.0317
"3pm",0.0264,0.0264
"4pm",0.0232,0.0232
"5pm",0.0211,0.0211
"6pm",0.0218,0.0218
"7pm",0.0208,0.0208
"8pm",0.02,0.02
"9pm",0.0181,0.0181
"10pm",0.0193,0.0193
"11pm",0.0196,0.0196
"12pm",0.0198,0.0198
"1am",0.0202,0.0202
"2am",0.0203,0.0203
"3am",0.0206,0.0206
