"hour","rev5","rev1","rev2","rev3","rev4"
"4am",0.175271999629338,0.258003178598312,0.112167652414721,0.302082465455692,0.0590234338263227
"5am",0.198095749153205,0.247749810772687,0.113848276871024,0.268395510129212,0.0685362201479313
"6am",0.194677948044342,0.217273896058346,0.113053928735826,0.178032474435705,0.163930318315386
"7am",0.350690356421841,0.208966980591519,0.173165159130639,0.00840286606659192,0.302265949154459
"8am",0.393385432039598,0.223834958626431,0.199738264534877,-0.00378447345524096,0.39313108422942
"9am",0.401646098050822,0.200893355866215,0.241437689773731,-0.023729803480479,0.414932965445678
"10am",0.400201576389242,0.222940420417884,0.247782807805161,0.0650911875287882,0.44437606837409
"11am",0.403112726469068,0.22940970607819,0.271917056049524,-0.0160151290736726,0.446716853536878
"12am",0.425675242447641,0.233526348590619,0.264912918535269,0.00937585134268181,0.4586776136907
"1pm",0.469024621959051,0.219749376521426,0.260846863277435,0.00296658292711451,0.471147576862425
"2pm",0.44781482370475,0.219736944357015,0.241647964129446,-0.020804232415305,0.453851458799572
"3pm",0.450652167411151,0.228717091328848,0.238707802528336,0.0166490437838395,0.405515571003177
"4pm",0.36242723444162,0.253545596608926,0.234633372609803,0.153629067006934,0.312394660023637
"5pm",0.289461962116719,0.27372114139618,0.155587447328027,0.259961049460347,0.184333370320086
"6pm",0.253030731836015,0.291198448207806,0.125358736284081,0.271864224696526,0.147928171272682
"7pm",0.218016063248995,0.286945596642705,0.12447333357334,0.285458478891516,0.105809361750139
"8pm",0.276882526115975,0.278274882240314,0.117306352892072,0.332225297392294,0.107926336246919
"9pm",0.244890933759852,0.29567971839957,0.110525072374315,0.37526145565592,0.0800869390881725
"10pm",0.283567225542728,0.304063567291123,0.0691488475267737,0.363666152344409,0.0825182709041
"11pm",0.289900613349136,0.294488842339391,0.0871571886380929,0.345832717682504,0.0911938515486935
"12pm",0.258912488578606,0.297688992680499,0.0845657644926212,0.364397656251795,0.0844642727599969
"1am",0.250808943386186,0.29392087816223,0.0883055071637006,0.359059749978099,0.0816697469901906
"2am",0.243879167043002,0.295201448090295,0.0898625140658921,0.36136505430214,0.0775535063036996
"3am",0.238384484994368,0.294144733073388,0.094960004963036,0.363613702599442,0.0725038065121283
