"hour","mode1","mode2","mode3"
"4am",0.206173662468913,0.567658513851187,0.588020908099035
"5am",0.22766941605396,0.567094240348834,0.593004821563019
"6am",0.346159005345845,0.578855102274843,0.54777267541289
"7am",0.445331386299043,0.595823292663971,0.452666489138074
"8am",0.532948455484606,0.609262351075123,0.400083786788873
"9am",0.543573528375966,0.608532358019037,0.414140714941557
"10am",0.551487530943769,0.611467598892858,0.431434324911634
"11am",0.564756092699159,0.61312852369415,0.438189518487878
"12am",0.565935877333106,0.609092613827006,0.454676018895018
"1pm",0.566706836784548,0.601794722223942,0.4467526262637
"2pm",0.550992677545848,0.594624422421971,0.446518756427685
"3pm",0.525866891627776,0.587109711869217,0.487395809109583
"4pm",0.472112418937681,0.582562797039172,0.55972348175109
"5pm",0.327309089627597,0.565340469344093,0.592745824390381
"6pm",0.278144520308597,0.551011961880087,0.586627397037622
"7pm",0.29463174380605,0.555854924222324,0.584345543395303
"8pm",0.266875368152804,0.554133398939734,0.587496622746104
"9pm",0.25796673952087,0.551139624846379,0.588667116677264
"10pm",0.269342665790084,0.562925916384725,0.598909521769357
"11pm",0.245970268096468,0.553613427202004,0.598250919450841
"12pm",0.246149669163136,0.551428650770744,0.597369660359889
"1am",0.247910223658158,0.552790166686755,0.598264507583131
"2am",0.248591571632885,0.554665541064414,0.60103656226143
"3am",0.250083773276557,0.555885215558303,0.602696092235591
