"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793";"3129.793"
"4am";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";" 0";"0";"0";"0"
"5am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";"0";" 0"
"6am";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"7am";"1062.290";" 283.698";" 816.779";" 802.918";"   0.000";"   0.000";"   0.000";" 602.026";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8am";"1910.710";" 986.564";"1793.709";" 822.421";"   0.000";" 631.073";"   0.000";" 899.742";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"9am";"1966.420";" 945.419";"1865.661";" 999.784";"   0.000";" 703.414";"   0.000";"1133.530";"   0.000";"   0.000";" 389.542";" 349.442";"   0.000";"   0.000";"   0.000"
"10am";"2134.999";" 866.826";"1898.535";" 945.507";"   0.000";" 735.919";"   0.000";"1182.260";"   0.000";"   0.000";" 355.855";" 374.970";"   0.000";"   0.000";"   0.000"
"11am";"1922.861";" 535.074";"1488.111";"1144.081";"   0.000";" 546.754";"   0.000";" 969.557";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"12am";"1320.592";"   0.000";" 594.667";"   0.000";"   0.000";"   0.000";"   0.000";" 803.920";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"1pm";"1630.065";" 756.320";"1277.178";" 799.973";"   0.000";" 495.894";"   0.000";" 954.772";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"2pm";"1803.595";"1052.012";"1497.205";" 662.988";"   0.000";" 836.399";"   0.000";"1048.040";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"3pm";"1796.903";"1118.575";"1554.173";" 704.924";"   0.000";" 734.254";"   0.000";" 984.180";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"4pm";"1527.936";"1073.098";"1690.723";" 398.348";"   0.000";" 716.354";"   0.000";" 884.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"5pm";" 761.856";" 661.564";"1179.910";" 347.098";"   0.000";"   0.000";"   0.000";" 594.231";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"6pm";"287.069";"  0.000";"577.978";"  0.000";"  0.000";"  0.000";"  0.000";"362.383";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"7pm";"  0.000";"  0.000";"414.875";"  0.000";"  0.000";"  0.000";"  0.000";"356.931";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"8pm";"  0.000";"  0.000";"438.923";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"10pm";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0"
"11pm";" 0";" 0";" 0";" 0";"0";" 0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"12pm";" 0";" 0";" 0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"1am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"2am";" 0";" 0";"0";"0";"0";"0";"0";" 0";" 0";" 0";"0";" 0";"0";"0";" 0"
"3am";" 0";" 0";"0";"0";"0";"0";"0";"0";" 0";" 0";"0";" 0";"0";"0";" 0"
