"district","hour","rev5","rev1","rev2","rev3","rev4"
"101","4am",454.4,369.2,1050.8,937.2,568
"102","4am",596.4,340.8,766.8,880.4,454.4
"103","4am",0,0,0,369.2,0
"104","4am",0,0,0,0,0
"105","4am",511.2,0,766.8,766.8,681.6
"106","4am",0,0,0,568,0
"107","4am",0,0,397.6,710,0
"108","4am",0,0,624.8,596.4,823.6
"109","4am",0,0,0,0,0
"110","4am",0,0,0,0,0
"111","4am",0,0,369.2,397.6,0
"112","4am",0,0,454.4,0,0
"113","4am",0,0,0,369.2,0
"114","4am",0,0,0,0,0
"115","4am",0,0,0,0,0
"116","4am",0,0,596.4,482.8,0
"117","4am",0,0,0,0,0
"118","4am",0,0,0,0,0
"119","4am",596.4,0,1363.2,1590.4,795.2
"120","4am",0,0,0,0,0
"121","4am",0,0,0,0,0
"122","4am",0,0,0,0,0
"123","4am",0,0,0,0,0
"124","4am",0,0,0,0,0
"125","4am",0,0,0,0,0
"126","4am",0,0,0,0,0
"127","4am",0,0,0,0,0
"128","4am",0,0,624.8,426,0
"129","4am",397.6,0,0,340.8,0
"130","4am",1164.4,369.2,1164.4,1675.6,1817.6
"131","4am",0,0,0,0,0
"132","4am",0,0,0,0,0
"133","4am",0,0,0,0,0
"134","4am",0,0,0,0,0
"135","4am",0,0,0,0,0
"136","4am",0,0,0,0,0
"137","4am",0,0,0,0,0
"138","4am",0,0,0,0,0
"139","4am",0,0,0,0,0
"140","4am",0,0,0,0,0
"141","4am",0,0,0,0,0
"301","4am",0,0,0,0,0
"302","4am",0,0,0,0,0
"303","4am",0,0,0,0,0
"304","4am",0,0,0,0,0
"305","4am",0,0,0,0,0
"306","4am",0,0,0,0,0
"307","4am",0,0,0,454.4,0
"308","4am",0,0,0,0,0
"309","4am",0,0,0,596.4,0
"310","4am",0,0,0,0,0
"401","4am",0,0,0,0,0
"402","4am",0,0,0,0,0
"403","4am",0,0,0,426,0
"404","4am",0,0,0,0,0
"405","4am",0,0,0,0,0
"406","4am",0,0,653.2,766.8,0
