"district","hour","sex1","sex2"
"101","4am",11502,10110.4
"102","4am",37260.8,31325.2
"103","4am",35869.2,40981.2
"104","4am",32773.6,38027.6
"105","4am",43991.6,55181.2
"106","4am",45298,48365.2
"107","4am",62054,68188.4
"108","4am",60974.8,69154
"109","4am",25247.6,29223.6
"110","4am",45383.2,55664
"111","4am",34932,34534.4
"112","4am",42656.8,48535.6
"113","4am",24026.4,26639.2
"114","4am",25418,27746.8
"115","4am",3237.6,2982
"116","4am",20930.8,24679.6
"117","4am",33086,39561.2
"118","4am",34562.8,43878
"119","4am",43565.6,46434
"120","4am",11218,12950.4
"121","4am",9883.2,11274.8
"122","4am",9031.2,11331.6
"123","4am",2726.4,3322.8
"124","4am",13319.6,17096.8
"125","4am",3038.8,3408
"126","4am",2726.4,2754.8
"127","4am",32716.8,37999.2
"128","4am",34108.4,41464
"129","4am",18460,19936.8
"130","4am",14540.8,13802.4
"131","4am",14824.8,16301.6
"132","4am",22208.8,22691.6
"133","4am",3124,3521.6
"134","4am",11530.4,12609.6
"135","4am",2272,2556
"136","4am",29053.2,32290.8
"137","4am",12893.6,14256.8
"138","4am",11360,12212
"139","4am",3578.4,3550
"140","4am",2698,3294.4
"141","4am",1562,1760.8
"301","4am",17920.4,20362.8
"302","4am",35329.6,38680.8
"303","4am",14626,15875.6
"304","4am",10309.2,11700.8
"305","4am",2584.4,3010.4
"306","4am",11076,12013.2
"307","4am",40015.6,40498.4
"308","4am",37516.4,40640.4
"309","4am",19425.6,20902.4
"310","4am",11928,12467.6
"401","4am",12325.6,13688.8
"402","4am",15506.4,16301.6
"403","4am",39277.2,44559.6
"404","4am",30104,31836.4
"405","4am",25673.6,26752.8
"406","4am",38254.8,43054.4
"407","4am",12070,14200
"408","4am",13717.2,14626
"501","4am",10309.2,10735.2
"502","4am",10167.2,10621.6
"511","4am",43082.8,47797.2
"521","4am",15904,16330
"522","4am",11984.8,11644
"523","4am",12950.4,14654.4
"524","4am",13632,13859.2
"525","4am",3834,3748.8
"531","4am",18147.6,19312
"532","4am",17153.6,16557.2
"533","4am",18687.2,20362.8
"541","4am",3550,3550
"542","4am",10564.8,11899.6
"543","4am",11246.4,11899.6
"544","4am",22833.6,24424
"545","4am",11502,11502
"546","4am",21839.6,24566
"547","4am",3067.2,3890.8
"551","4am",10621.6,11331.6
"561","4am",10110.4,10337.6
"562","4am",19851.6,22322.4
"563","4am",3237.6,3067.2
"564","4am",2698,3266
"571","4am",10820.4,10678.4
"572","4am",16528.8,19141.6
"573","4am",16642.4,18062.4
"574","4am",12155.2,12524.4
"575","4am",3493.2,3663.6
"576","4am",10394.4,10280.8
"601","4am",10280.8,11587.2
"602","4am",24196.8,27974
"611","4am",42401.2,47087.2
"612","4am",14427.2,15336
"621","4am",14228.4,14739.6
"622","4am",24764.8,25673.6
"623","4am",18914.4,20107.2
"624","4am",11416.8,12410.8
"631","4am",20476.4,23288
"632","4am",10593.2,11842.8
"633","4am",16273.2,18090.8
"641","4am",12297.2,13177.6
"642","4am",13830.8,14682.8
"643","4am",23657.2,25361.2
"644","4am",15392.8,16500.4
"645","4am",11416.8,11615.6
"651","4am",20732,20987.6
"661","4am",32262.4,36976.8
"662","4am",10905.6,10706.8
"663","4am",15733.6,16216.4
"671","4am",16869.6,17863.6
"672","4am",10167.2,9968.4
"673","4am",9173.2,10138.8
"681","4am",12155.2,13859.2
"691","4am",18999.6,19851.6
"101","5am",18147.6,12325.6
"102","5am",40810.8,32489.6
"103","5am",35187.6,40640.4
"104","5am",33228,38084.4
"105","5am",45326.4,55550.4
"106","5am",45383.2,48478.8
"107","5am",61713.2,67961.2
"108","5am",61031.6,69324.4
"109","5am",25020.4,28740.8
