"district","hour","act1","act2","act3","act4","act5"
"101","4am",87.25361,11.0381078,0.26281209,0.26281209,0.3942181
"102","4am",94.90683,3.0641822,0.08281573,0.04140787,0.9937888
"103","4am",96.52624,1.2195122,0.03695492,0.03695492,1.0347376
"104","4am",96.02888,1.2033694,0.04011231,0.04011231,1.6044926
"105","4am",95.90493,1.5750286,0.5441008,0.05727377,1.0882016
"106","4am",96.78593,0.9399636,0.09096422,0.12128563,1.0612492
"107","4am",96.72918,0.9376363,0.06541648,0.04361099,1.0684693
"108","4am",96.85727,1.5058926,0.13094718,0.04364906,0.5674378
"109","4am",97.08029,1.3555787,0.05213764,0.05213764,0.6777894
"110","4am",97.35807,0.9836987,0.08431703,0,0.5340079
"111","4am",95.99346,1.8397383,0.08176615,0,0.8994276
"112","4am",96.07599,1.6194332,0.24914357,0.03114295,0.7474307
"113","4am",96.46861,1.6255605,0.05605381,0,0.6165919
"114","4am",97.4359,0.8547009,0,0.16025641,0.3739316
"115","4am",91.3242,7.7625571,0,0,0.456621
"116","4am",94.89415,3.3001245,0.0622665,0.124533,0.4358655
"117","4am",97.10711,1.1336982,0,0.03909304,0.5863956
"118","4am",96.52426,1.6292542,0.03620565,0.0724113,0.6879073
"119","4am",93.3733,4.5440202,0.15777848,0.09466709,0.6311139
"120","4am",97.2973,1.0575793,0,0,0.7050529
"121","4am",96.91275,0.8053691,0.13422819,0.13422819,1.2080537
"122","4am",97.48954,0.6973501,0,0,0.41841
"123","4am",97.65258,0.4694836,0,0,0
"124","4am",98.31933,0.3734827,0.09337068,0,0.3734827
"125","4am",97.35683,1.3215859,0.44052863,0,0
"126","4am",96.37306,1.0362694,0,0,1.0362694
"127","4am",97.14859,1.0040161,0.04016064,0.12048193,0.9638554
"128","4am",95.86622,2.104472,0.22547914,0.07515971,0.5636979
"129","4am",95.56213,2.8846154,0.14792899,0.0739645,0.6656805
"130","4am",89.07816,7.9158317,0.4008016,0,1.2024048
"131","4am",95.80292,2.3722628,0.09124088,0,0.6386861
"132","4am",98.29222,0.6325111,0,0,0.4427577
"133","4am",95.29915,0.4273504,0,0,2.1367521
"134","4am",95.64706,1.0588235,0.11764706,0,0.8235294
"135","4am",96.47059,1.1764706,0,0,0.5882353
"136","4am",97.5463,0.6481481,0.09259259,0,0.5092593
"137","4am",97.59414,1.0460251,0,0,0.5230126
"138","4am",97.46988,0.3614458,0,0,0.6024096
"139","4am",94.82072,3.5856574,0.39840637,0.39840637,0
"140","4am",94.78673,2.3696682,0,0,1.8957346
"141","4am",100,0,0,0,0
"301","4am",96.73591,1.3353116,0,0.07418398,0.8160237
"302","4am",96.7383,1.2279355,0,0.07674597,0.8058327
"303","4am",96.83426,0.9310987,0,0.09310987,1.0242086
"304","4am",96.77419,0.6451613,0.25806452,0,0.9032258
"305","4am",96.95431,1.0152284,0,0,1.0152284
"306","4am",95.07995,1.8450185,0.24600246,0,0.4920049
"307","4am",97.03704,1.5520282,0.03527337,0.07054674,0.2469136
"308","4am",97.34738,0.7267442,0.03633721,0.07267442,0.9084302
"309","4am",94.78873,3.028169,0.14084507,0.21126761,0.8450704
"310","4am",97.67171,0.9313155,0,0.23282887,0.4656577
"401","4am",96.39738,0.8733624,0,0,0.7641921
"402","4am",96.16071,1.6071429,0,0.08928571,1.0714286
"403","4am",96.78184,1.1856369,0.23712737,0.03387534,0.6097561
"404","4am",96.46951,0.7336084,0.04585053,0.04585053,0.87116
"405","4am",96.74973,0.9209101,0,0,1.1375948
"406","4am",95.63395,2.0957038,0.06985679,0.06985679,0.9779951
"407","4am",96.54054,1.0810811,0.21621622,0,0.7567568
"408","4am",95.69138,2.3046092,0,0,0.3006012
"501","4am",96.22132,0.6747638,0,0,0.9446694
"502","4am",95.08197,1.5027322,0.13661202,0,1.2295082
"511","4am",96.5,1.34375,0.09375,0.0625,0.75
"521","4am",95.85903,1.2334802,0.35242291,0,0.969163
"522","4am",96.63462,0.7211538,0.12019231,0,1.0817308
"523","4am",96.91358,0.8230453,0,0.10288066,0.7201646
"524","4am",96.07438,0.8264463,0,0.10330579,0.9297521
"525","4am",97.75281,0.7490637,0.37453184,0,0
"531","4am",96.36088,0.9097801,0.22744503,0.07581501,0.6065201
"532","4am",96.8829,1.179444,0.084246,0.084246,1.095198
"533","4am",96.94545,1.5272727,0,0,0.8727273
"541","4am",92.8,0.8,0,0,1.6
"542","4am",94.69027,1.3906448,0,0,1.3906448
"543","4am",95.82822,1.2269939,0.12269939,0,0.9815951
"544","4am",96.33413,0.7211538,0.06009615,0,1.1418269
"545","4am",96.54321,0.8641975,0.12345679,0,0.8641975
"546","4am",96.20563,1.4075887,0,0,1.1015912
"547","4am",98.36735,0.8163265,0,0,0
"551","4am",96.89521,1.164295,0,0,0.6468305
"561","4am",96.11111,2.0833333,0.13888889,0,0.9722222
"562","4am",96.70034,1.3468013,0,0,0.8080808
"563","4am",96.3964,0.4504505,0,0,0.9009009
"564","4am",96.66667,0.4761905,0,0,0.4761905
"571","4am",95.24439,1.5852048,0,0,1.321004
