"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029";"030";"031";"032";"033";"034";"035";"036";"037";"038";"039";"040";"041"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969";"51.2654678572969"
"4am";"31.962570";"40.064966";"22.416405";"35.178438";"14.945926";"19.442145";"15.891137";"26.132985";"28.578617";"22.147518";"15.569724";"20.519899";"17.376542";"10.187059";"17.857636";"21.392788";"18.983154";"15.692844";"50.608628";"36.787833";"10.445297";"19.137381";" 8.137317";"15.111904";"18.962545";"18.519039";"30.513191";"24.861852";"29.641884";"23.145780";"24.660793";"19.011569";"25.780246";"23.233275";"25.482301";"14.281668";"11.681437";"13.771980";"20.710744";" 8.479398";"34.276068"
"5am";"31.634105";"39.875795";"22.322624";"34.850847";"14.604653";"19.560051";"15.715979";"26.644985";"26.595085";"21.902697";"15.842391";"21.328890";"17.386260";"10.477154";"16.848321";"21.499529";"19.199358";"15.011828";"50.241075";"37.547502";"10.497929";"19.125837";" 8.240883";"14.411717";"16.906020";"16.918793";"29.940240";"26.071083";"30.556482";"21.091949";"25.464293";"20.604736";"26.213454";"21.982565";"27.107685";"14.340757";"11.693373";"14.486202";"21.175861";" 9.137391";"34.944413"
"6am";"30.804336";"40.820051";"20.382054";"33.520553";"15.367997";"16.108293";"15.471654";"24.456015";"27.472498";"22.913165";"16.447274";"20.657491";"18.503859";" 9.890511";"16.085022";"22.546679";"19.299535";"14.759659";"50.815867";"37.831743";"10.256585";"20.441129";"11.109464";"15.377142";"17.603498";"17.453260";"27.205124";"25.728318";"30.717471";"18.962048";"22.866191";"20.797937";"25.509396";"22.207029";"27.136243";"13.641757";"13.462132";"14.360945";"21.658015";"10.258793";"34.971572"
"7am";"33.351502";"33.555277";"22.018998";"29.105821";"14.082516";"13.783784";"18.088313";"23.752825";"26.103975";"23.047470";"16.721055";"20.328898";"16.193694";"10.918782";"16.547186";"23.502231";"18.999040";"14.122760";"50.408380";"38.210020";"12.681092";"19.731608";"11.363789";"15.447722";"14.318501";"11.725539";"26.935429";"24.522234";"34.354251";"14.004190";"24.109370";"20.260192";"21.498949";"23.020542";"25.902634";"13.884457";" 9.942451";"11.768924";"17.938345";" 9.695339";"34.147246"
"8am";"32.674130";"36.979957";"20.530417";"26.247176";"16.005628";"16.490891";"17.033890";"23.925559";"25.663256";"25.842006";"13.150446";"21.810327";"15.769383";"14.770470";"13.640969";"29.047662";"19.729954";"13.335407";"45.154334";"36.880358";"15.258368";"19.154644";"17.288394";"17.824981";"11.628104";"12.574735";"24.998299";"23.789160";"34.860221";"12.068188";"22.469980";"19.496541";"17.613606";"20.148463";"30.239647";"13.922282";" 9.738099";"14.663185";"20.230727";" 9.680864";"34.403675"
"9am";"32.088477";"33.832169";"24.371692";"25.573424";"16.064810";"15.969397";"18.685049";"23.194328";"24.115092";"24.700507";"15.288148";"22.458303";"16.540628";"15.591437";"14.701453";"23.945485";"21.559448";"12.672633";"44.259784";"37.375143";"14.893881";"13.924212";"19.949090";"18.676035";"13.843279";"11.233742";"24.294355";"22.633667";"34.075812";"11.436961";"20.871092";"21.944907";"17.020955";"19.704619";"29.941764";"14.764056";" 8.563653";"13.655502";"22.202176";"10.349092";"33.586407"
"10am";"31.677160";"34.476768";"21.634135";"28.562961";"14.810223";"16.427175";"20.114786";"22.428957";"24.993876";"24.922296";"17.711029";"22.397510";"15.238987";"14.887861";"15.068811";"26.795840";"21.337757";"12.065931";"43.903513";"39.298106";"13.519671";"15.812070";"17.432499";"15.329866";"14.909949";"12.475254";"23.136795";"20.976775";"33.008404";"10.126925";"23.354517";"19.551946";"16.693513";"20.656405";"27.514439";"14.904779";" 9.587502";"12.337163";"22.185821";"10.416151";"32.333807"
"11am";"32.095912";"34.304483";"18.250519";"23.140030";"13.780400";"17.691588";"19.590569";"24.637560";"26.818281";"24.521063";"16.602608";"22.305400";"17.172233";"12.687861";"13.275721";"26.228297";"16.959609";"12.023138";"48.497077";"38.706334";"14.449461";"16.325451";"15.601450";"13.526087";"14.449796";"13.143985";"25.462451";"21.502888";"32.008146";"12.882297";"20.995979";"16.785998";"16.603477";"20.086104";"26.243109";"13.958476";"13.672172";"13.115546";"20.087974";" 9.188724";"33.398392"
"12am";"31.879899";"37.608423";"19.182133";"24.764778";"15.732473";"15.708338";"16.221459";"24.099526";"26.091279";"22.609664";"16.247114";"23.376703";"16.493950";"15.623212";"16.533897";"23.116541";"16.154181";"12.883332";"49.066339";"38.476917";"15.599140";"18.443967";"16.779329";"13.396968";"12.955565";"13.649668";"25.218915";"24.509026";"31.594688";"13.265557";"22.987982";"17.770391";"17.079576";"18.328480";"24.757018";"15.397990";" 9.794582";"16.229802";"22.836410";" 9.896207";"33.978645"
"1pm";"32.366655";"37.882357";"19.927193";"23.938492";"13.756979";"16.104780";"18.838844";"24.397026";"25.772578";"26.051455";"16.528396";"20.910674";"15.518607";"15.164002";"15.670469";"22.973654";"16.305466";"12.669641";"49.294356";"38.647142";"14.997083";"15.828908";"17.160223";"12.574114";"14.698423";"16.442999";"29.382797";"21.662286";"32.784070";"14.436068";"20.309518";"17.014655";"19.202719";"17.923665";"25.075536";"15.257294";" 8.332982";"14.651873";"21.125691";" 9.528791";"30.704499"
"2pm";"28.590000";"37.713055";"18.257138";"24.456931";"12.202110";"20.765407";"21.372149";"23.352511";"25.983999";"28.341181";"15.535351";"19.229926";"19.364567";" 9.689921";"15.396531";"23.326398";"17.228679";"13.487785";"43.224329";"40.469047";"17.602414";"18.434900";"16.525164";"12.920041";"19.935463";"14.569047";"28.823729";"18.729897";"32.106227";"14.081744";"21.007124";"16.867254";"16.490723";"15.192348";"26.730897";"13.282300";" 7.430258";"16.092776";"21.744723";"10.090479";"27.430850"
"3pm";"29.939229";"38.335459";"18.845545";"25.994880";"13.316527";"18.844844";"22.204552";"27.024575";"23.916599";"26.428399";"17.005015";"20.493766";"18.828962";"10.822971";"13.872228";"22.149095";"16.717519";"14.834730";"41.006784";"41.156628";"18.059796";"17.136269";"14.748943";"13.254712";"18.563766";"14.993939";"25.015797";"18.893840";"31.302599";"13.369631";"20.152718";"15.082072";"14.672450";"20.713389";"27.846552";"14.950292";" 6.132664";"18.447826";"21.757163";" 9.892470";"26.936211"
"4pm";"32.881967";"40.029625";"22.167002";"26.073185";"13.364660";"18.707747";"22.242773";"25.158906";"26.030310";"24.105446";"14.694043";"17.935394";"22.992282";"14.306586";"13.694313";"24.000592";"18.218233";"17.704526";"43.907306";"37.554608";"14.124044";"18.510962";"11.887637";"12.828701";"21.233966";"14.536497";"19.393477";"22.509272";"28.950841";"16.414920";"21.986560";"17.044274";"18.898528";"19.755046";"28.595605";"15.356986";" 8.553019";"14.573928";"21.593439";" 9.111903";"26.068585"
"5pm";"30.540353";"38.149918";"21.031653";"29.928462";"10.878143";"19.713661";"16.772771";"25.490204";"29.954820";"19.638679";"22.256991";"21.018754";"18.880901";" 7.612883";"16.582982";"19.750039";"18.579518";"17.692080";"49.825156";"39.841328";"11.975883";"19.532489";" 9.072343";"11.710397";"19.054488";"13.579892";"24.802383";"23.904182";"27.954965";"20.564935";"25.160505";"17.124003";"19.114584";"22.537230";"27.542196";"17.023831";" 9.264378";"14.845763";"22.093968";" 9.719868";"34.296889"
"6pm";"30.696309";"37.793922";"29.919937";"28.743873";"14.895116";"22.406573";"15.394332";"27.083312";"26.888674";"19.208829";"21.259809";"19.721878";"19.031331";"10.145146";"18.079551";"18.945888";"16.835381";"16.652547";"49.035779";"37.277128";"12.869453";"19.563739";" 8.549280";"11.644802";"16.042445";"17.851904";"28.037267";"25.401668";"27.054932";"18.709054";"22.530512";"18.676480";"22.122702";"22.701025";"23.842933";"14.637063";" 7.784809";"15.857150";"22.186283";" 9.373797";"36.448031"
"7pm";"30.786654";"39.904632";"24.940556";"27.172082";"15.535177";"19.976595";"16.214712";"26.108487";"27.400487";"21.247441";"18.279933";"19.800475";"16.194020";"14.185309";"19.107425";"19.897216";"17.386876";"17.137381";"51.221726";"36.658071";"12.728080";"19.357572";" 8.050314";"10.933262";"14.781584";"19.613869";"28.532111";"24.728117";"27.353204";"19.360513";"24.941471";"20.039923";"24.429967";"20.143997";"25.586922";"13.480111";" 9.266186";"13.971606";"22.272815";" 9.322239";"33.145686"
