"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735";"4656.735"
"4am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"5am";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0"
"6am";"523.257";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"486.105";"  0.000";"  0.000";"  0.000";"0"
"7am";"1909.463";"   0.000";" 817.346";" 959.843";" 772.769";"1131.101";"   0.000";" 493.369";" 680.445";" 744.697";"   0.000";" 559.743";" 509.739";"1671.184";"   0.000";"   0.000";" 556.428";"   0.000"
"8am";"2636.999";" 597.584";"1830.752";"1563.411";" 995.795";"1689.496";" 532.115";" 693.526";"1153.310";" 887.160";"   0.000";"1082.753";" 658.671";"2503.207";"   0.000";"   0.000";" 756.442";"   0.000"
"9am";"2889.065";" 623.864";"2006.084";"1673.727";" 988.202";"1756.668";" 502.831";" 763.019";"1227.938";" 889.440";"   0.000";"1350.676";" 655.088";"2603.130";"   0.000";"   0.000";" 979.127";"   0.000"
"10am";"3058.315";" 765.032";"2313.055";"1570.003";" 898.401";"1784.617";" 459.100";" 902.247";"1303.377";" 834.296";" 659.519";"1525.746";" 674.633";"2402.142";"   0.000";"   0.000";"1070.740";"   0.000"
"11am";"2680.179";" 665.378";"1890.143";"1584.972";" 852.297";"1832.321";" 459.915";" 691.275";"1203.501";" 998.009";" 582.153";"1339.188";" 740.097";"2411.221";"   0.000";"   0.000";" 863.358";"   0.000"
"12am";"2055.863";" 659.787";" 872.683";"1143.425";" 536.704";"1415.143";"   0.000";" 626.523";" 792.090";" 600.045";"   0.000";"1036.886";"   0.000";"1626.037";"   0.000";"   0.000";" 865.879";"   0.000"
"1pm";"2156.383";" 884.245";"1483.300";"1365.731";" 640.861";"1765.631";" 500.365";" 679.617";"1208.326";" 856.399";" 627.483";"1212.342";" 645.979";"1897.576";"   0.000";"   0.000";" 728.599";"   0.000"
"2pm";"2387.137";" 830.579";"1551.868";"1363.640";" 609.171";"1687.257";" 500.365";" 766.637";"1384.614";" 891.304";" 765.960";"1188.901";" 810.154";"1965.268";"   0.000";"   0.000";" 939.274";"   0.000"
"3pm";"2444.224";" 803.342";"1497.841";"1325.036";" 571.620";"1575.843";" 563.302";" 690.028";"1329.193";" 712.532";" 625.551";"1276.111";" 809.044";"1900.609";"   0.000";"   0.000";" 972.928";"   0.000"
"4pm";"2334.064";" 631.458";"1577.317";"1146.446";"   0.000";"1122.609";"   0.000";" 486.416";" 914.701";" 748.249";"   0.000";"1139.695";" 675.282";"1660.477";"   0.000";"   0.000";" 961.301";"   0.000"
"5pm";"1490.451";" 424.645";" 908.536";"1025.949";"   0.000";" 658.180";"   0.000";"   0.000";"   0.000";" 636.506";"   0.000";" 968.873";" 839.595";"1013.743";"   0.000";"   0.000";" 546.689";"   0.000"
"6pm";"1165.737";"   0.000";" 923.808";" 457.952";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";" 478.826";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"7pm";"1075.109";"   0.000";" 467.652";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000";"   0.000"
"8pm";"588.955";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"9pm";"757.084";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"10pm";"586.725";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000";"  0.000"
"11pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0";" 0"
"12pm";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";" 0"
"1am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"2am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
"3am";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0";" 0";"0";" 0";" 0";" 0";" 0";" 0";" 0";"0";"0"
