"variable","code_sec","ressect","poidsp"
"h4","9113","9109",224.239152826497
"h4","9113","9114",4842.40743558915
"h5","9113","9109",224.239152826497
"h5","9113","9114",4842.40743558915
"h6","7803","7802",293.052064364964
"h6","7803","7804",2501.58282950962
"h6","7803","9308",416.324801446017
"h6","7803","9504",166.969813411817
"h6","9113","9109",224.239152826497
"h6","9113","9114",4685.7751166185
"h7","7503","7504",689.593032392788
"h7","7503","7505",516.641184410102
"h7","7503","7513",1293.74858656272
"h7","7503","7703",198.014864158635
"h7","7503","7706",123.328703092487
"h7","7503","7710",283.555201923294
"h7","7503","7804",284.914490951857
"h7","7503","9209",230.124449117333
"h7","7503","9310",224.430477735754
"h7","7503","9311",865.148562712442
"h7","7503","9409",607.485438364738
"h7","7503","9410",202.945265635937
"h7","7503","9505",265.687756332211
"h7","7503","9508",1261.44476162151
"h7","7503","9513",186.735897768439
"h7","7504","7508",471.336508232621
"h7","7504","7708",971.563162426683
"h7","7504","7806",329.849792020762
"h7","7504","9203",288.301375636794
"h7","7504","9303",509.860989219366
"h7","7504","9304",1767.43604958127
"h7","7504","9309",494.500108994547
"h7","7504","9310",219.101311241394
"h7","7504","9312",331.182761112067
"h7","7504","9505",529.826430618815
"h7","7504","9508",651.550601649206
"h7","7510","7512",699.252231973557
"h7","7510","7816",231.220424583963
"h7","7510","9103",306.286275019311
"h7","7510","9105",463.815330994391
"h7","7510","9204",397.431642690514
"h7","7510","9206",386.367485942657
"h7","7510","9208",159.936462885929
"h7","7510","9309",502.344414995335
"h7","7510","9311",230.490914194704
"h7","7510","9403",381.5143468529
"h7","7510","9408",212.374208427157
"h7","7510","9409",592.074215485125
"h7","7510","9412",84.253772954963
"h7","7701","7706",627.11534455387
"h7","7701","7707",135.065281266776
"h7","7701","7708",2278.3383590397
"h7","7701","7815",171.260331101699
"h7","7701","9302",73.5106139322127
"h7","7701","9306",1108.44289120351
"h7","7701","9309",494.500108994547
"h7","7701","9406",233.213477090855
"h7","7701","9408",239.063889104222
"h7","7701","9414",59.8666418657051
"h7","7701","9505",148.094046025476
"h7","7701","9509",167.394485180018
"h7","7803","7715",132.8543479366
"h7","7803","7802",293.052064364964
"h7","7803","7804",2157.43157485955
"h7","7803","9308",416.324801446017
"h7","7803","9504",166.969813411817
"h7","9111","7514",947.152878318366
"h7","9111","7716",272.722327103171
"h7","9111","9101",142.836700760207
"h7","9111","9102",285.743492341553
"h7","9111","9104",94.8454588762365
"h7","9111","9106",729.482389082238
"h7","9111","9107",233.268091912315
"h7","9111","9108",170.22048570982
"h7","9111","9112",347.997128891457
"h7","9111","9113",105.42747681498
"h7","9111","9114",156.632318970653
"h7","9111","9310",186.828912691687
"h7","9111","9510",321.265345328421
"h7","9113","9109",224.239152826497
"h7","9113","9114",4426.87052477603
"h7","9113","9211",342.466034057923
"h7","9113","9311",230.490914194704
"h7","9201","7807",417.957093579543
"h7","9201","7816",579.733094699696
"h7","9201","9302",106.237886485192
"h7","9201","9305",499.526046807906
"h7","9201","9311",1224.62088059128
"h7","9201","9502",153.593012726294
"h7","9201","9504",425.737133625988
"h7","9201","9505",494.897409672525
"h7","9201","9507",234.751312178433
"h7","9201","9509",132.401455121121
"h7","9201","9510",326.601535344233
"h7","9309","7702",410.541515159184
"h7","9309","7703",396.230759030073
"h7","9309","9305",295.296396368779
"h7","9309","9306",269.857384471753
"h7","9309","9307",555.561002291338
"h7","9309","9308",193.447934748479
"h7","9309","9310",232.486583110202
"h7","9309","9506",714.571302699534
"h7","9312","7703",484.958256068665
"h7","9312","7716",158.924974961979
"h7","9312","7806",566.5671987116
"h7","9312","9101",142.836700760207
"h7","9312","9307",280.080581131328
"h7","9312","9308",169.313137305208
"h7","9312","9310",443.621245622268
"h7","9312","9311",219.489373369917
"h7","9312","9501",199.818421854183
"h7","9312","9502",794.215755083343
"h7","9312","9503",186.626584244511
"h7","9312","9508",662.734998394823
"h7","9312","9513",106.701438044649
"h8","7501","7502",698.090237630815
"h8","7501","7505",486.120372608461
"h8","7501","7506",334.87708422507
"h8","7501","7513",433.778193236557
"h8","7501","7713",64.2665294667268
"h8","7501","7716",178.67982333972
"h8","7501","9104",371.102104297336
"h8","7501","9108",214.70825090807
"h8","7501","9110",630.04276041221
"h8","7501","9202",216.48386929241
"h8","7501","9209",736.94836654387
"h8","7501","9308",151.992750205507
"h8","7501","9309",270.536763231089
"h8","7501","9310",232.486583110202
"h8","7501","9311",381.027133256507
"h8","7501","9312",377.776554569637
"h8","7501","9404",358.873684218916
"h8","7501","9504",248.456852666284
"h8","7501","9506",65.7910591502236
"h8","7502","7702",501.365875460677
"h8","7502","7706",169.296582603926
"h8","7502","7807",173.215649729863
"h8","7502","9105",637.48797895971
"h8","7502","9113",169.265737139213
"h8","7502","9208",697.765740520264
"h8","7502","9303",359.076997410033
"h8","7502","9304",805.112656817774
"h8","7502","9307",342.144738894664
"h8","7502","9310",792.861359613478
"h8","7502","9402",268.35069619497
"h8","7502","9403",685.458546704944
"h8","7502","9405",237.009873415599
"h8","7502","9409",383.278811325502
"h8","7502","9411",233.859448068138
"h8","7502","9413",581.54250157423
"h8","7502","9414",95.8080434858755
"h8","7502","9507",466.032842784272
"h8","7503","7504",689.593032392788
"h8","7503","7511",643.895021370666
"h8","7503","7513",1293.74858656272
"h8","7503","7703",198.014864158635
"h8","7503","7706",123.328703092487
"h8","7503","7709",346.100951681503
"h8","7503","7710",283.555201923294
"h8","7503","7716",118.224691029478
"h8","7503","7804",815.936119112092
"h8","7503","7815",398.475289494435
"h8","7503","9102",150.661734494224
"h8","7503","9209",230.124449117333
"h8","7503","9303",509.860989219366
"h8","7503","9306",269.857384471753
"h8","7503","9310",826.57020388517
"h8","7503","9311",865.148562712442
"h8","7503","9404",327.59149446466
"h8","7503","9407",791.270386931518
"h8","7503","9409",607.485438364738
"h8","7503","9410",202.945265635937
"h8","7503","9411",186.987440143931
"h8","7503","9503",281.377068125713
"h8","7503","9505",265.687756332211
"h8","7503","9507",278.428418144041
"h8","7503","9508",1261.44476162151
"h8","7503","9509",189.468052379069
"h8","7503","9513",186.735897768439
"h8","7504","7508",471.336508232621
"h8","7504","7513",846.514387456091
"h8","7504","7708",2189.97362664947
"h8","7504","7806",329.849792020762
"h8","7504","9203",726.171251232483
"h8","7504","9303",509.860989219366
"h8","7504","9304",1767.43604958127
"h8","7504","9309",494.500108994547
"h8","7504","9310",431.860142335252
"h8","7504","9311",166.697712242957
"h8","7504","9312",699.874686644747
"h8","7504","9413",306.671967793692
"h8","7504","9503",281.377068125713
"h8","7504","9505",529.826430618815
"h8","7504","9508",651.550601649206
"h8","7504","9510",325.66477766656
"h8","7504","9513",221.026623031237
"h8","7506","7504",325.639084432415
"h8","7506","7508",769.448041209704
"h8","7506","7514",1173.18023759022
"h8","7506","7704",557.828251341832
"h8","7506","7705",328.027574960501
"h8","7506","7706",182.681560974196
"h8","7506","7711",348.063142767715
"h8","7506","7713",64.2665294667268
"h8","7506","7716",413.125740888573
"h8","7506","7815",156.239805292241
"h8","7506","9102",136.380489962661
"h8","7506","9106",287.977604453847
"h8","7506","9107",211.471313516975
"h8","7506","9109",201.860642936152
"h8","7506","9302",51.8006036814014
"h8","7506","9305",434.827629949235
"h8","7506","9308",417.207923596288
"h8","7506","9311",230.557923860619
"h8","7506","9312",869.815945809354
"h8","7506","9407",474.388418739588
"h8","7507","7702",461.793295873865
"h8","7507","7703",151.803993004368
"h8","7507","7713",119.102957890873
"h8","7507","7801",342.730884317246
"h8","7507","7807",222.381819820214
"h8","7507","9105",841.353631877591
