"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251";"69.4288133496251"
"4am";"36.795785";"15.715011";"25.644353";"16.589492";"19.496461";"17.526430";" 9.598556";"12.536822";" 7.125667";" 4.776480";"13.605161";"11.404833";"13.266378";"10.289235";" 6.118650";" 9.151988";" 9.128273";" 9.093576";" 6.173123";" 7.644762";" 4.563878";" 4.941610";" 8.638833";" 6.836356";" 9.129642";"11.018659";" 9.265065";" 6.814496"
"5am";"36.786606";"15.631740";"25.735603";"16.495990";"19.630370";"17.651701";" 9.736720";"12.579345";" 7.102526";" 4.720165";"13.962104";"11.539489";"13.297825";"10.139174";" 5.893487";" 9.040121";" 9.133233";" 9.253769";" 6.205118";" 7.900103";" 4.593386";" 4.972292";" 8.779580";" 6.935215";" 9.192256";"11.018659";" 9.332133";" 6.818471"
"6am";"38.303767";"15.697958";"25.796407";"16.862099";"19.857666";"16.690150";" 7.926754";"12.837995";" 5.259564";" 4.696779";"14.241272";"10.635330";"13.556684";" 8.789087";" 5.744503";" 8.347429";" 9.275501";" 9.800225";" 6.304756";" 8.287676";" 4.664574";" 3.529308";" 7.191835";" 7.504043";" 9.304332";" 9.822877";"10.078760";" 6.595811"
"7am";"39.753344";"14.941545";"28.653201";"15.680135";"31.072815";"15.462302";" 8.445680";" 6.614363";" 5.475754";" 5.106759";"13.256444";"12.638506";" 5.089585";"10.873416";" 6.181815";" 7.996639";" 6.783822";" 6.531844";" 3.867119";" 5.334938";" 2.483810";" 0.000000";" 1.728094";"11.324684";" 6.176009";" 6.306777";" 1.530478";" 1.783942"
"8am";"26.786811";"22.446510";"26.998649";"13.936699";"42.735548";"20.200692";"12.312219";" 6.770637";" 8.738365";" 5.170215";" 6.914795";" 8.895231";" 3.034123";" 8.140610";" 5.706201";" 5.052212";" 8.542003";" 5.382465";" 3.726552";" 1.137684";" 2.312654";" 0.000000";" 0.000000";" 8.859401";" 3.618441";" 4.541996";" 0.000000";" 1.362002"
"9am";"20.513947";"26.073735";"27.473186";"14.854004";"46.582019";"21.123105";"11.527283";" 5.548544";"10.458261";" 5.152042";" 5.116698";" 8.601956";" 1.245147";" 7.660916";" 5.967594";" 3.459652";" 7.760618";" 3.575119";" 3.986203";" 0.000000";" 2.353822";" 0.000000";" 0.000000";" 9.582869";" 3.812840";" 4.940341";" 0.000000";" 1.404545"
"10am";"20.244555";"25.715816";"27.516368";"15.333869";"50.214686";"21.406842";"10.331173";" 5.879596";" 8.756703";" 5.076975";" 4.656479";" 8.604363";" 2.427786";" 7.840844";" 5.865528";" 3.294994";" 8.107804";" 3.602750";" 3.991823";" 0.000000";" 2.232426";" 0.000000";" 0.000000";" 9.945112";" 3.648046";" 5.343021";" 0.000000";" 1.440868"
"11am";"18.690681";"24.002265";"27.766035";"15.422184";"50.184859";"21.068038";" 9.866803";" 7.055025";" 8.367006";" 5.239512";" 6.249676";" 8.643838";" 2.412373";" 8.575800";" 6.417348";" 4.076470";" 8.354303";" 3.384447";" 3.888092";" 0.000000";" 4.985872";" 0.000000";" 0.000000";" 6.711196";" 3.965326";" 5.078624";" 0.000000";" 1.415909"
"12am";"26.915602";"25.262287";"25.199269";"16.315889";"46.594156";"13.179508";"13.969702";" 8.428570";" 7.035275";" 5.292468";" 9.579992";" 9.435615";" 6.363056";" 6.457982";" 7.252736";" 4.306643";" 7.691597";" 3.093269";" 2.623060";" 1.857820";" 4.808625";" 0.000000";" 0.000000";" 5.821040";" 5.493866";" 4.715143";" 0.000000";" 1.360191"
"1pm";"24.953417";"22.619986";"29.228481";"12.758170";"46.430410";"14.519586";"13.924051";" 6.754337";" 6.612381";" 6.167469";" 9.026785";"10.039624";" 8.479959";" 7.121925";" 6.622819";" 3.449327";" 7.709744";" 3.096572";" 0.000000";" 1.910758";" 3.768501";" 0.000000";" 2.666401";" 6.524883";" 5.531485";" 7.593331";" 0.000000";" 1.593212"
"2pm";"24.816665";"21.307816";"29.728993";"14.438584";"43.344067";"16.157954";"12.724289";" 6.592263";" 8.573990";" 6.013952";" 4.793641";" 9.811502";" 8.993520";" 8.140698";" 8.347599";" 1.687189";" 9.496983";" 1.759073";" 0.000000";" 2.067268";" 3.799841";" 0.000000";" 2.782420";" 7.886945";" 3.731631";" 7.548040";" 0.000000";" 1.600284"
"3pm";"26.452618";"18.210383";"27.821675";"14.643926";"44.217727";"14.239456";"11.403901";"11.293523";" 8.813139";" 6.554884";" 6.227381";" 8.175703";" 9.325405";" 8.477735";" 8.661143";" 3.595889";" 8.212861";" 1.900551";" 2.763516";" 2.091115";" 3.235980";" 0.000000";" 0.000000";" 7.856324";" 4.099722";" 6.763357";" 0.000000";" 1.575889"
"4pm";"29.827299";"16.880649";"28.395681";"11.140437";"35.121455";"14.706087";"10.158469";"16.283199";" 8.111034";" 5.557344";" 3.620333";"11.230094";"12.577557";" 7.227500";" 8.857113";" 2.943332";" 7.419054";" 5.989033";" 2.628851";" 5.005300";" 5.452629";" 0.000000";" 2.676189";" 5.387145";" 8.076573";" 7.852633";" 0.000000";" 1.951565"
"5pm";"32.351199";"18.646124";"29.085831";"15.826305";"30.873655";"16.468907";" 8.612076";" 8.521117";" 8.972751";" 2.764588";"10.182566";" 7.305894";"10.297730";" 9.149588";" 6.789417";"10.725894";" 8.890169";" 7.280391";" 3.474839";" 5.708502";" 4.988912";" 1.424259";" 6.240679";" 9.033714";"14.202442";" 8.579217";" 1.601026";" 3.060187"
"6pm";"34.418532";"19.271135";"25.250415";"14.866569";"27.143247";"18.289192";" 9.618941";"10.693910";" 9.481147";" 3.617475";" 6.429227";" 9.743213";"12.765291";" 7.129840";" 7.069451";" 6.664882";"10.461002";" 8.972710";" 6.603694";" 7.636127";" 5.032778";" 5.445236";" 5.958349";" 7.538424";"11.501938";"13.091768";"11.268599";" 5.259386"
"7pm";"34.041458";"17.865108";"22.770265";"16.236066";"21.472821";"19.773873";" 9.130397";" 9.011591";"10.615743";" 3.355700";" 7.696512";"11.587992";"11.644787";" 8.651006";" 7.247855";" 8.347498";" 9.190777";" 8.986441";" 6.300142";" 8.951112";" 4.798784";" 5.216059";"10.370747";" 6.705468";"12.490732";"10.696062";" 9.827965";" 7.604875"
"8pm";"34.352365";"17.134718";"25.421514";"14.996059";"18.645705";"19.672599";"11.140585";" 9.383371";" 8.764389";" 2.834808";"12.294954";"10.496165";"11.024738";" 9.277276";" 7.270734";"12.080400";" 9.850810";"10.142633";" 7.560037";" 7.768999";" 4.710642";" 4.873409";"10.335236";" 6.429318";"12.086361";"10.683281";" 9.427606";" 7.653551"
"9pm";"36.057333";"15.734747";"26.739234";"15.162571";"18.068037";"17.651827";" 9.226406";" 9.240984";" 8.880960";" 2.821808";"10.764501";"11.410639";"11.212234";"10.694445";" 7.467305";"11.646733";" 9.715062";"10.066590";" 7.638518";" 7.570571";" 4.669361";" 4.675221";"10.702476";" 6.413480";"11.640335";"11.363240";" 9.427606";" 7.295896"
"10pm";"36.990790";"15.938686";"26.450319";"15.376045";"18.296273";"17.209576";"10.004962";"10.466567";" 7.367314";" 3.331055";"10.312280";"12.180254";"11.526637";"10.645279";" 7.522350";"10.006303";" 9.303239";" 9.037900";" 7.750753";" 7.385942";" 4.567425";" 4.580685";"10.634993";" 6.746924";"11.605005";"11.242557";" 9.220975";" 7.130773"
"11pm";"39.104232";"16.734966";"25.574711";"15.014567";"17.573423";"16.283031";" 8.447784";"10.356811";" 7.274036";" 4.373278";"10.300179";"12.129444";"12.226748";"10.155668";" 7.355399";"10.077046";" 9.940517";" 9.115931";" 7.527200";" 7.948990";" 4.497978";" 4.535135";"10.576728";" 6.746924";"11.528937";"11.153216";" 9.292693";" 6.890044"
"12pm";"39.758774";"16.160953";"25.416773";"15.072253";"18.035209";"15.764573";" 8.447784";"11.993520";" 7.182475";" 5.370137";"10.635749";"10.220393";"12.982517";" 9.856991";" 7.304624";" 9.915973";"10.584050";" 9.115931";" 6.296797";" 8.008655";" 4.497978";" 4.512540";"10.576728";" 6.746924";" 9.929024";"11.153216";" 9.354904";" 6.814951"
"1am";"40.599285";"16.137825";"23.889566";"15.072253";"18.035209";"15.698100";" 8.565642";"11.938539";" 7.178011";" 5.370137";"13.605161";"11.282627";"12.982517";" 9.808515";" 7.304624";" 9.848811";" 9.765004";" 9.007617";" 6.296797";" 7.951903";" 4.497978";" 4.939322";"10.576728";" 6.681370";" 9.929024";"11.009206";" 9.354904";" 6.814951"
"2am";"40.172736";"15.842559";"23.799745";"16.729551";"17.913020";"15.693745";" 8.565642";"11.882646";" 7.134983";" 5.370137";"13.605161";"11.282627";"12.982517";" 9.808515";" 7.304624";" 9.910070";" 9.703578";" 9.007617";" 6.296797";" 7.951903";" 4.497978";" 4.939322";"10.576728";" 6.681370";" 9.929024";"11.009206";" 9.354904";" 6.814951"
"3am";"39.859667";"16.046883";"23.799745";"16.896217";"17.913020";"15.603527";" 8.565642";"11.882646";" 7.134983";" 5.370137";"13.525198";"10.242347";"13.077079";" 9.808515";" 7.304624";" 9.753230";" 9.703578";" 9.007617";" 6.296797";" 7.951903";" 4.497978";" 4.939322";"10.576728";" 6.681370";" 9.929024";"11.009206";" 9.354904";" 6.814951"
