"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021";"022";"023";"024";"025";"026";"027";"028";"029"
"min";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"max";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04";"2857.04"
"4am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"392.34"
"5am";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"402.4"
"6am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"140.84";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"523.12"
"7am";"331.98";"  0.00";"  0.00";"261.56";"171.02";"  0.00";"402.40";"160.96";"  0.00";"352.10";"301.80";"211.26";"261.56";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"583.48"
"8am";"744.44";"171.02";"140.84";"472.82";"653.90";"  0.00";"734.38";"321.92";"  0.00";"985.88";"593.54";"362.16";"472.82";"  0.00";"  0.00";"150.90";"  0.00";"  0.00";"  0.00";"  0.00";"160.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"331.98";"  0.00";"814.86"
"9am";" 865.16";" 261.56";" 191.14";" 583.48";" 744.44";" 181.08";" 935.58";" 392.34";"   0.00";"1177.02";" 834.98";" 482.88";" 613.66";"   0.00";"   0.00";" 150.90";"   0.00";"   0.00";"   0.00";" 120.72";" 150.90";"   0.00";" 150.90";"   0.00";" 120.72";"   0.00";" 331.98";" 160.96";" 975.82"
"10am";" 834.98";" 241.44";" 221.32";" 563.36";" 845.04";" 231.38";" 895.34";" 402.40";"   0.00";"1166.96";" 945.64";" 503.00";" 643.84";"   0.00";"   0.00";" 181.08";" 140.84";"   0.00";" 120.72";" 140.84";" 160.96";"   0.00";" 130.78";"   0.00";" 130.78";"   0.00";" 372.22";" 150.90";"1016.06"
"11am";" 885.28";" 251.50";" 231.38";" 503.00";" 744.44";" 201.20";" 774.62";" 372.22";"   0.00";"1126.72";" 925.52";" 472.82";" 603.60";"   0.00";"   0.00";" 201.20";" 150.90";"   0.00";"   0.00";" 120.72";" 201.20";"   0.00";" 120.72";"   0.00";" 130.78";"   0.00";" 382.28";" 150.90";"1016.06"
"12am";" 794.74";" 352.10";" 211.26";" 583.48";" 724.32";" 201.20";" 814.86";" 331.98";"   0.00";"1096.54";"1197.14";" 432.58";" 593.54";"   0.00";"   0.00";" 372.22";"   0.00";"   0.00";"   0.00";"   0.00";" 201.20";"   0.00";"   0.00";"   0.00";" 150.90";"   0.00";" 352.10";" 120.72";"1046.24"
"1pm";" 865.16";" 452.70";" 281.68";" 593.54";" 814.86";" 211.26";" 905.40";" 342.04";"   0.00";"1096.54";"1307.80";" 482.88";" 653.90";"   0.00";"   0.00";" 321.92";"   0.00";"   0.00";" 150.90";" 130.78";" 211.26";"   0.00";"   0.00";"   0.00";" 150.90";"   0.00";" 382.28";" 150.90";"1056.30"
"2pm";" 734.38";" 412.46";" 271.62";" 553.30";" 774.62";" 191.14";" 744.44";" 342.04";"   0.00";"1026.12";"1358.10";" 523.12";" 603.60";"   0.00";"   0.00";" 251.50";"   0.00";"   0.00";" 150.90";" 120.72";" 181.08";"   0.00";"   0.00";"   0.00";" 160.96";"   0.00";" 342.04";" 130.78";"1076.42"
"3pm";" 623.72";" 352.10";" 171.02";" 462.76";" 653.90";" 130.78";" 543.24";" 281.68";" 120.72";" 945.64";"1016.06";" 382.28";" 452.70";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 130.78";"   0.00";"   0.00";"   0.00";"   0.00";"   0.00";" 321.92";" 150.90";" 754.50"
"4pm";"311.86";"221.32";"  0.00";"352.10";"402.40";"  0.00";"261.56";"140.84";"  0.00";"503.00";"623.72";"201.20";"281.68";"  0.00";"  0.00";"191.14";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"241.44";"  0.00";"513.06"
"5pm";"241.44";"160.96";"  0.00";"261.56";"251.50";"  0.00";"261.56";"  0.00";"  0.00";"382.28";"412.46";"130.78";"160.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"432.58"
"6pm";"261.56";"160.96";"  0.00";"261.56";"291.74";"120.72";"261.56";"  0.00";"  0.00";"472.82";"402.40";"140.84";"160.96";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"331.98"
"7pm";"241.44";"160.96";"  0.00";"251.50";"311.86";"  0.00";"191.14";"  0.00";"  0.00";"432.58";"432.58";"140.84";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"130.78";"  0.00";"331.98"
"8pm";"231.38";"  0.00";"  0.00";"181.08";"241.44";"  0.00";"160.96";"  0.00";"  0.00";"372.22";"301.80";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"311.86"
"9pm";"150.90";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"120.72";"  0.00";"  0.00";"211.26";"150.90";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"241.44"
"10pm";"120.72";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"231.38"
"11pm";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"211.26"
"12pm";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"  0.0";"0";"  0.0";"  0.0";"  0.0";"  0.0";"201.2"
"1am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"191.14"
"2am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"191.14"
"3am";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"  0.00";"0";"  0.00";"  0.00";"  0.00";"  0.00";"191.14"
