"hour";"001";"002";"003";"004";"005";"006";"007";"008";"009";"010";"011";"012";"013";"014";"015";"016";"017";"018";"019";"020";"021"
"min";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286";"38.5714285714286"
"max";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714";"61.4285714285714"
"4am";"50.28490";"45.96774";"45.98425";"46.39889";"47.02886";"49.28775";"49.57143";"48.72825";"50.59761";"46.14221";"48.64479";"48.27586";"52.40848";"51.37845";"47.36842";"48.96552";"49.54683";"48.41270";"44.61078";"50.71895";"50.44510"
"5am";"50.28249";"45.99359";"45.91195";"46.95291";"46.95946";"49.43343";"49.05109";"48.38275";"50.33113";"46.35258";"48.48485";"47.98331";"51.28713";"51.82482";"46.76056";"48.61496";"48.75776";"48.46871";"43.99399";"50.40107";"49.46565"
"6am";"48.07437";"45.41213";"46.31902";"47.55927";"45.75163";"51.46444";"48.78049";"47.61273";"50.26810";"44.70046";"46.91729";"46.44970";"50.52632";"55.70621";"44.91654";"46.86567";"46.96970";"49.59459";"42.63323";"49.85251";"48.19079"
"7am";"44.15094";"44.11765";"45.04644";"49.67638";"43.40879";"52.46132";"47.89916";"48.14264";"51.86567";"40.83458";"45.48193";"45.42190";"50.83933";"59.85915";"45.13761";"46.14065";"47.34774";"51.16279";"41.63763";"49.42717";"49.41406"
"8am";"43.91667";"42.70517";"43.39360";"52.15889";"41.86603";"53.38129";"47.73140";"48.02632";"51.56794";"40.14493";"43.77682";"47.43326";"51.41388";"60.53946";"45.11719";"46.05505";"47.70833";"51.34328";"41.23134";"51.22807";"50.10352"
"9am";"44.38157";"41.73442";"43.78307";"52.24417";"41.42693";"53.41246";"47.61905";"47.68212";"51.24434";"39.76084";"43.62140";"47.56637";"51.89189";"60.83576";"44.53608";"45.00942";"48.00885";"51.90259";"40.86444";"51.45985";"50.76253"
"10am";"44.15794";"39.94943";"42.93263";"52.39787";"42.50871";"54.01235";"47.21689";"48.23529";"52.58918";"40.20772";"43.03448";"48.58388";"51.95531";"59.54416";"44.09283";"44.87427";"47.94521";"52.18750";"41.24514";"51.50376";"51.02975"
"11am";"44.08511";"39.28129";"42.89439";"51.47826";"42.25182";"53.79939";"47.70992";"48.73016";"51.22807";"40.95092";"44.47476";"47.91209";"51.65746";"59.53757";"45.95142";"44.72656";"48.72979";"52.55023";"41.60305";"50.36496";"50.55679"
"12am";"44.75043";"38.61635";"44.07713";"50.68259";"42.99287";"54.96183";"47.11359";"47.37679";"50.65243";"41.37931";"44.18919";"47.96380";"52.79330";"60.06098";"44.03131";"47.07031";"50.11236";"51.45929";"41.22137";"51.16279";"50.45045"
"1pm";"43.43186";"39.59085";"43.06473";"52.24417";"43.12796";"54.28994";"46.81725";"48.00664";"51.48064";"39.84848";"44.15761";"48.51259";"52.77778";"60.62619";"42.85714";"47.23320";"50.81585";"52.17391";"41.06776";"50.81967";"50.57208"
"2pm";"43.44942";"39.87500";"42.81879";"50.44563";"44.05340";"53.44070";"49.31238";"48.00664";"50.05688";"40.68047";"42.59520";"49.66140";"52.63158";"61.42857";"43.80000";"46.73267";"50.80460";"51.17005";"41.13060";"51.42349";"50.11136"
"3pm";"43.05924";"42.06128";"43.94366";"48.91122";"45.79208";"53.29429";"51.61871";"46.71053";"50.86108";"41.39466";"42.89813";"48.65424";"53.18627";"58.65866";"44.71698";"46.60714";"50.75594";"49.84940";"41.61959";"52.65866";"50.00000"
"4pm";"46.46925";"42.77700";"44.77172";"48.85145";"47.54335";"52.12121";"50.08319";"48.82261";"50.24876";"43.82022";"44.88079";"46.12676";"52.91577";"55.16484";"47.90620";"46.86971";"49.72067";"47.49263";"42.31434";"52.38095";"50.00000"
